,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,Team_df1,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
441,San Francisco 49ers,Khalil Davis,https://en.wikipedia.org/wiki/Khalil_Davis,36270.0,542,Khalil Davis,2024,30,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,3.0,24,22,10,10,0,0,2,0,1,0,1,0,,0,0,0,DT,"HOU,IND,SFO,TAM",0,0,0,0,0,0,1,,Khalil Davis,Khalil Davis,100.0,San Francisco 49ers,2129,541
486,San Francisco 49ers,Joshua Dobbs,https://en.wikipedia.org/wiki/Joshua_Dobbs,555078.0,594,Joshua Dobbs,2024,23,15,344,549,62.7,3281,17,15,78.1,38,3.0,1,100,520,5.2,8,22.6,0,0,0,,0,0.0,0,,2,0,52,255.2,0.0,0,0,0,0,0,0,0,20,9,0,0,0,,0,516,0,QB,"ARI,MIN,PIT,SFO,TEN",0,0,0,0,0,0,0,,Joshua Dobbs,Joshua Dobbs,100.0,San Francisco 49ers,2130,593
670,San Francisco 49ers,Tashaun Gipson,https://en.wikipedia.org/wiki/Tashaun_Gipson,77702.0,829,Tashaun Gipson,2024,182,165,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,18,0.0,2.5,497,193,18,7,33,3,69,1,3,0,1,0,,0,771,0,S,"CHI,CLE,HOU,JAX,SFO",0,0,0,0,0,0,0,,Tashaun Gipson,Tashaun Gipson,100.0,San Francisco 49ers,2131,828
718,San Francisco 49ers,Dre Greenlaw,https://en.wikipedia.org/wiki/Dre_Greenlaw,275869.0,889,Dre Greenlaw,2024,64,56,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,12,0.0,3.5,295,160,18,9,3,1,14,0,2,1,2,0,,0,122,0,LB,SFO,0,0,0,0,0,0,0,,Dre Greenlaw,Dre Greenlaw,100.0,San Francisco 49ers,2132,888
794,San Francisco 49ers,Charlie Heck,https://en.wikipedia.org/wiki/Charlie_Heck,21038.0,985,Charlie Heck,2024,50,23,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,8,,0,0.2,0,,0,0,0,0.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,8,0,OL,"ARI,HOU,SFO",0,0,0,0,0,0,0,,Charlie Heck,Charlie Heck,100.0,San Francisco 49ers,2133,984
879,San Francisco 49ers,Talanoa Hufanga,https://en.wikipedia.org/wiki/Talanoa_Hufanga,115774.0,1092,Talanoa Hufanga,2024,49,37,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,2.0,149,70,9,6,7,1,14,0,0,0,2,0,,0,109,0,DB,SFO,0,0,0,0,0,0,0,,Talanoa Hufanga,Talanoa Hufanga,100.0,San Francisco 49ers,2134,1091
1234,San Francisco 49ers,Nick McCloud,https://en.wikipedia.org/wiki/Nick_McCloud,20419.0,1536,Nick McCloud,2024,48,16,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.5,69,27,3,2,1,0,10,1,3,0,3,0,,0,1,0,CB,"CIN,NYG,SFO",0,0,0,0,0,0,0,,Nick McCloud,Nick McCloud,100.0,San Francisco 49ers,2135,1535
1312,San Francisco 49ers,Elijah Mitchell,https://en.wikipedia.org/wiki/Elijah_Mitchell,63079.0,1630,Elijah Mitchell,2023,27,12,0,0,,0,0,0,,0,,0,327,1523,4.7,9,56.4,32,28,158,5.6,1,5.9,0,,0,0,60,228.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1681,0,RB,SFO,0,0,0,0,0,0,0,,Elijah Mitchell,Elijah Mitchell,100.0,San Francisco 49ers,2136,1629
1332,San Francisco 49ers,Jaylon Moore,https://en.wikipedia.org/wiki/Jaylon_Moore_(offensive_lineman),13496.0,1651,Jaylon Moore,2024,55,12,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,T,SFO,0,0,0,0,0,0,0,,Jaylon Moore,Jaylon Moore,100.0,San Francisco 49ers,2137,1650
1417,San Francisco 49ers,Pat O'Donnell,https://en.wikipedia.org/wiki/Pat_O%27Donnell,25483.0,1756,Pat O'Donnell,2024,153,0,1,1,100.0,38,1,0,158.3,0,,0,1,-12,-12.0,0,-0.1,0,0,0,,0,0.0,0,,0,0,0,5.5,0.0,7,0,0,0,0,0,0,1,1,0,0,28846,45.1,6,-12,0,P,"CHI,GNB,SFO",0,0,0,0,0,0,0,,Pat O'Donnell,Pat O'Donnell,100.0,San Francisco 49ers,2138,1755
1690,San Francisco 49ers,Eric Saubert,https://en.wikipedia.org/wiki/Eric_Saubert,31538.0,2085,Eric Saubert,2024,101,19,0,0,,0,0,0,,0,,0,0,0,,0,0.0,69,47,389,8.3,3,3.9,0,,0,0,18,56.9,0.0,12,6,0,0,0,0,0,1,1,0,0,0,,0,410,21,TE,"ATL,CHI,DAL,DEN,HOU,JAX,SFO",0,0,0,0,0,0,0,,Eric Saubert,Eric Saubert,100.0,San Francisco 49ers,2139,2084
1867,San Francisco 49ers,Patrick Taylor,https://en.wikipedia.org/wiki/Patrick_Taylor_(American_football),50594.0,2312,Patrick Taylor,2024,47,1,0,0,,0,0,0,,0,,0,104,444,4.3,2,9.4,31,17,94,5.5,0,2.0,0,,0,0,12,65.8,0.0,7,2,0,0,0,0,0,0,1,0,0,0,,0,642,104,RB,"GNB,SFO",0,0,0,0,0,0,0,,Patrick Taylor,Patrick Taylor,100.0,San Francisco 49ers,2140,2311
2011,San Francisco 49ers,Charvarius Ward,https://en.wikipedia.org/wiki/Charvarius_Ward,255658.0,2494,Charvarius Ward,2024,102,89,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,8,0.0,1.0,321,114,9,3,10,1,70,0,1,0,3,0,,0,150,0,CB,"KAN,SFO",0,0,0,0,0,0,1,,Charvarius Ward,Charvarius Ward,100.0,San Francisco 49ers,2141,2493
2170,San Francisco 49ers,Rock Ya-Sin,https://en.wikipedia.org/wiki/Rock_Ya-Sin,64194.0,2678,Rock Ya-Sin,2024,79,39,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,166,33,2,1,2,0,31,0,2,0,2,0,,0,13,0,LCB,"BAL,IND,LVR,SFO",0,0,0,0,0,0,0,,Rock Ya-Sin,Rock Ya-Sin,100.0,San Francisco 49ers,2142,2677
2174,San Francisco 49ers,Isaac Yiadom,https://en.wikipedia.org/wiki/Isaac_Yiadom,38977.0,2682,Isaac Yiadom,2024,104,33,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.5,151,53,1,1,3,0,32,0,3,0,3,0,,0,15,0,CB,"DEN,GNB,HOU,NOR,NYG,SFO",0,0,0,0,0,0,0,,Isaac Yiadom,Isaac Yiadom,100.0,San Francisco 49ers,2143,2681
1205,San Francisco 49ers,Jordan Mason,https://en.wikipedia.org/wiki/Jordan_Mason,274234.0,1502,Jordan Mason,2024,45,6,0,0,,0,0,0,,0,,0,236,1253,5.3,7,27.8,18,14,122,8.7,0,2.7,0,,0,0,42,177.5,0.0,6,9,0,0,0,0,0,3,3,0,0,0,,0,1442,69,RB,SFO,0,0,0,0,0,0,0,,Jordan Mason,Jordan Mason,100.0,San Francisco 49ers,2144,1501
1632,San Francisco 49ers,Curtis Robinson,https://en.wikipedia.org/wiki/Curtis_Robinson,13940.0,2016,Curtis Robinson,2024,15,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,7,3,0,1,0,0,0,0,0,0,0,0,,0,0,0,LB,"DEN,SFO",0,0,0,0,0,0,0,,Curtis Robinson,Curtis Robinson,100.0,San Francisco 49ers,2145,2015
738,Seattle Seahawks,Jaren Hall,https://en.wikipedia.org/wiki/Jaren_Hall,148707.0,913,Jaren Hall,2023,3,2,13,20,65.0,168,0,1,70.4,4,1.0,0,6,14,2.3,0,4.7,0,0,0,,0,0.0,0,,0,0,0,2.1,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,14,0,QB,MIN,0,0,0,0,0,0,0,,Jaren Hall,Jaren Hall,100.0,Seattle Seahawks,2146,912
873,Seattle Seahawks,Sam Howell,https://en.wikipedia.org/wiki/Sam_Howell,479594.0,1083,Sam Howell,2024,20,18,404,645,62.6,4139,22,23,77.5,72,5.0,2,54,300,5.6,6,15.0,1,1,4,4.0,0,0.2,0,,1,0,38,274.0,0.0,0,0,0,0,0,0,0,4,0,0,0,0,,0,304,0,QB,"SEA,WAS",0,0,0,0,0,0,0,,Sam Howell,Sam Howell,100.0,Seattle Seahawks,2147,1082
1763,Seattle Seahawks,Geno Smith,https://en.wikipedia.org/wiki/Geno_Smith,737415.0,2179,Geno Smith,2024,94,83,1721,2655,64.8,19143,105,72,88.0,222,40.0,19,316,1494,4.7,12,15.9,3,2,11,5.5,0,0.1,0,,0,0,72,1232.2,0.0,1,0,0,0,0,0,0,44,18,0,1,0,,0,1428,0,QB,"LAC,NYG,NYJ,SEA",0,0,0,0,0,0,0,,Geno Smith,Geno Smith,100.0,Seattle Seahawks,2148,2178
332,Seattle Seahawks,Zach Charbonnet,https://en.wikipedia.org/wiki/Zach_Charbonnet,123861.0,394,Zach Charbonnet,2024,33,8,0,0,,0,0,0,,0,,0,243,1031,4.2,9,31.2,92,75,549,7.3,1,16.6,0,,0,0,60,218.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,,0,1580,0,RB,SEA,0,0,0,0,0,0,0,,Zach Charbonnet,Zach Charbonnet,100.0,Seattle Seahawks,2149,393
850,Seattle Seahawks,George Holani,https://en.wikipedia.org/wiki/George_Holani,37752.0,1050,George Holani,2024,5,0,0,0,,0,0,0,,0,,0,3,10,3.3,0,2.0,1,1,-1,-1.0,0,-0.2,0,,0,0,0,0.9,0.0,0,1,0,0,0,0,0,0,0,0,0,0,,0,9,0,RB,SEA,0,0,0,0,0,0,0,,George Holani,George Holani,100.0,Seattle Seahawks,2150,1049
1260,Seattle Seahawks,Kenny McIntosh,https://en.wikipedia.org/wiki/Kenny_McIntosh,39469.0,1566,Kenny McIntosh,2024,20,0,0,0,,0,0,0,,0,,0,31,172,5.5,0,8.6,4,3,22,7.3,0,1.1,0,,0,0,0,19.4,0.0,2,1,0,0,0,0,0,0,0,0,0,0,,0,347,153,RB,SEA,0,0,0,0,0,0,0,,Kenny McIntosh,Kenny McIntosh,100.0,Seattle Seahawks,2151,1565
1998,Seattle Seahawks,Kenneth Walker III,https://en.wikipedia.org/wiki/Kenneth_Walker_III_(running_back),162175.0,2475,Kenneth Walker III,2024,41,37,0,0,,0,0,0,,0,,0,600,2528,4.2,24,61.7,125,102,723,7.1,2,17.6,0,,0,0,156,481.1,0.0,1,0,0,0,0,0,0,2,4,0,0,0,,0,3241,0,RB,SEA,0,0,0,0,0,0,0,,Kenneth Walker III,Kenneth Walker III,100.0,Seattle Seahawks,2152,2474
180,Seattle Seahawks,Jake Bobo,https://en.wikipedia.org/wiki/Jake_Bobo,80932.0,219,Jake Bobo,2024,34,3,0,0,,0,0,0,,0,,0,1,3,3.0,1,0.1,42,32,303,9.5,3,8.9,0,,0,0,24,54.6,0.0,2,4,0,0,0,0,0,0,0,0,0,0,,0,306,0,WR,SEA,0,0,0,0,0,0,0,,Jake Bobo,Jake Bobo,100.0,Seattle Seahawks,2153,218
1288,Seattle Seahawks,DK Metcalf,https://en.wikipedia.org/wiki/DK_Metcalf,663931.0,1603,D.K. Metcalf,2024,97,93,0,0,,0,0,0,,0,,0,3,17,5.7,0,0.2,726,438,6324,14.4,48,65.2,0,,1,0,290,908.1,0.0,2,0,0,0,0,0,0,9,0,0,0,0,,0,6341,0,WR,SEA,0,0,0,0,0,0,0,,D.K. Metcalf,DK Metcalf,90.9090909090909,Seattle Seahawks,2154,1602
1782,Seattle Seahawks,Jaxon Smith-Njigba,https://en.wikipedia.org/wiki/Jaxon_Smith-Njigba,231939.0,2206,Jaxon Smith-Njigba,2024,34,19,1,1,100.0,35,0,0,118.7,0,,0,5,26,5.2,0,0.8,230,163,1758,10.8,10,51.7,0,,0,0,60,239.8,0.0,0,0,0,0,0,0,0,1,1,0,0,0,,0,1784,0,WR,SEA,0,0,0,0,0,0,0,,Jaxon Smith-Njigba,Jaxon Smith-Njigba,100.0,Seattle Seahawks,2155,2205
2180,Seattle Seahawks,Dareke Young,https://en.wikipedia.org/wiki/Dareke_Young,11767.0,2689,Dareke Young,2024,33,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,3,2,24,12.0,0,0.7,0,,0,0,0,2.4,0.0,12,3,0,0,0,0,0,0,0,0,0,0,,0,24,0,WR,SEA,0,0,0,0,0,0,0,,Dareke Young,Dareke Young,100.0,Seattle Seahawks,2156,2688
110,Seattle Seahawks,AJ Barner,https://en.wikipedia.org/wiki/AJ_Barner,48024.0,133,AJ Barner,2024,17,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,38,30,245,8.2,4,14.4,0,,0,0,24,48.5,0.0,2,0,0,0,0,0,0,0,0,0,0,0,,0,245,0,TE,SEA,0,0,0,0,0,0,0,,AJ Barner,AJ Barner,100.0,Seattle Seahawks,2158,132
570,Seattle Seahawks,Noah Fant,https://en.wikipedia.org/wiki/Noah_Fant,89579.0,694,Noah Fant,2024,95,83,0,0,,0,0,0,,0,,0,3,-12,-4.0,0,-0.1,419,300,3305,11.0,15,34.8,0,,1,0,92,419.3,0.0,2,0,0,0,0,0,0,1,0,0,0,0,,0,3293,0,TE,"DEN,SEA",0,0,0,0,0,0,0,,Noah Fant,Noah Fant,100.0,Seattle Seahawks,2159,693
1669,Seattle Seahawks,Brady Russell,https://en.wikipedia.org/wiki/Brady_Russell,15079.0,2060,Brady Russell,2024,26,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,11,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,TE,SEA,0,0,0,0,0,0,0,,Brady Russell,Brady Russell,100.0,Seattle Seahawks,2160,2059
78,Seattle Seahawks,Malaesala Aumavae–Laulu,https://en.wikipedia.org/wiki/Malaesala_Aumavae%E2%80%93Laulu,13096.0,96,Malaesala Aumavae-Laulu,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,BAL,0,0,0,0,0,0,0,,Malaesala Aumavae-Laulu,Malaesala Aumavae–Laulu,95.65217391304348,Seattle Seahawks,2161,95
212,Seattle Seahawks,Anthony Bradford,https://en.wikipedia.org/wiki/Anthony_Bradford,17493.0,257,Anthony Bradford,2024,25,21,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,G,SEA,0,0,0,0,0,0,0,,Anthony Bradford,Anthony Bradford,100.0,Seattle Seahawks,2162,256
402,Seattle Seahawks,Charles Cross,https://en.wikipedia.org/wiki/Charles_Cross_(American_football),36570.0,493,Charles Cross,2024,48,48,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,LT,SEA,0,0,0,0,0,0,0,,Charles Cross,Charles Cross,100.0,Seattle Seahawks,2163,492
791,Seattle Seahawks,Christian Haynes,https://en.wikipedia.org/wiki/Christian_Haynes,29140.0,981,Christian Haynes,2024,16,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OG,SEA,0,0,0,0,0,0,0,,Christian Haynes,Christian Haynes,100.0,Seattle Seahawks,2164,980
959,Seattle Seahawks,Michael Jerrell,https://en.wikipedia.org/wiki/Michael_Jerrell,21475.0,1201,Michael Jerrell,2024,10,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OT,SEA,0,0,0,0,0,0,0,,Michael Jerrell,Michael Jerrell,100.0,Seattle Seahawks,2165,1200
1125,Seattle Seahawks,Sataoa Laumea,https://en.wikipedia.org/wiki/Sataoa_Laumea,17941.0,1400,Sataoa Laumea,2024,6,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OG,SEA,0,0,0,0,0,0,0,,Sataoa Laumea,Sataoa Laumea,100.0,Seattle Seahawks,2166,1399
1173,Seattle Seahawks,Abraham Lucas,https://en.wikipedia.org/wiki/Abraham_Lucas,23265.0,1460,Abraham Lucas,2024,29,29,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,RT,SEA,0,0,0,0,0,0,0,,Abraham Lucas,Abraham Lucas,100.0,Seattle Seahawks,2167,1459
1453,Seattle Seahawks,Olu Oluwatimi,https://en.wikipedia.org/wiki/Olu_Oluwatimi,10591.0,1798,Olusegun Oluwatimi,2024,28,9,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,C,SEA,0,0,0,0,0,0,0,,Olusegun Oluwatimi,Olu Oluwatimi,83.87096774193549,Seattle Seahawks,2169,1797
1842,Seattle Seahawks,Jalen Sundell,https://en.wikipedia.org/wiki/Jalen_Sundell,8935.0,2281,Jalen Sundell,2024,12,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,C,SEA,0,0,0,0,0,0,0,,Jalen Sundell,Jalen Sundell,100.0,Seattle Seahawks,2170,2280
181,Seattle Seahawks,Quinton Bohanna,https://en.wikipedia.org/wiki/Quinton_Bohanna,12749.0,221,Quinton Bohanna,2024,34,13,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,15,24,3,1,0,0,0,0,0,0,0,0,,0,0,0,DT,"DAL,DET,SEA,TEN",0,0,0,0,0,0,0,,Quinton Bohanna,Quinton Bohanna,100.0,Seattle Seahawks,2171,220
1343,Seattle Seahawks,Mike Morris,https://en.wikipedia.org/wiki/Mike_Morris_(defensive_end),16720.0,1662,Mike Morris,2024,16,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,DE,SEA,0,0,0,0,0,0,0,,Mike Morris,Mike Morris,100.0,Seattle Seahawks,2172,1661
1529,Seattle Seahawks,Brandon Pili,https://en.wikipedia.org/wiki/Brandon_Pili,29842.0,1894,Brandon Pili,2024,12,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,DT,MIA,0,0,0,0,0,0,0,,Brandon Pili,Brandon Pili,100.0,Seattle Seahawks,2174,1893
1586,Seattle Seahawks,Jarran Reed,https://en.wikipedia.org/wiki/Jarran_Reed,40426.0,1963,Jarran Reed,2024,139,118,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,38.5,200,188,41,111,0,0,11,0,6,0,8,0,,0,12,0,LDT,"GNB,KAN,SEA",0,0,0,0,0,0,0,,Jarran Reed,Jarran Reed,100.0,Seattle Seahawks,2175,1962
2096,Seattle Seahawks,Leonard Williams,https://en.wikipedia.org/wiki/Leonard_Williams_(defensive_lineman),,2594,Leonard Williams,2024,158,149,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,54.5,298,277,84,201,2,1,14,0,4,0,6,0,,0,98,0,NT,"NYG,NYJ,SEA",0,0,0,0,0,0,0,,Leonard Williams,Leonard Williams,100.0,Seattle Seahawks,2176,2593
2178,Seattle Seahawks,Cameron Young,https://en.wikipedia.org/wiki/Cameron_Young_(American_football),9089.0,2687,Cameron Young,2024,17,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,10,8,1,1,0,0,1,0,0,0,0,0,,0,0,0,NT,SEA,0,0,0,0,0,0,0,,Cameron Young,Cameron Young,100.0,Seattle Seahawks,2177,2686
488,Seattle Seahawks,Michael Dowell,https://en.wikipedia.org/w/index.php?title=Michael_Dowell&action=edit&redlink=1,,596,Michael Dogbe,2023,41,5,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.0,32,30,4,4,0,0,0,0,1,0,0,0,,0,0,0,DE,"ARI,HOU",0,0,0,0,0,0,0,,Michael Dogbe,Michael Dowell,81.4814814814815,Seattle Seahawks,2178,595
737,Seattle Seahawks,Derick Hall,https://en.wikipedia.org/wiki/Derick_Hall,34961.0,912,Derick Hall,2024,34,14,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,8.0,38,37,9,25,0,0,1,0,1,1,2,0,,0,36,0,OLB,SEA,0,0,0,0,0,0,0,,Derick Hall,Derick Hall,100.0,Seattle Seahawks,2179,911
1019,Seattle Seahawks,Ernest Jones,https://en.wikipedia.org/wiki/Ernest_Jones_(linebacker),84174.0,1269,Ernest Jones,2024,63,48,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,6.0,253,205,23,13,4,0,16,0,0,0,2,0,,0,62,0,LB,"LAR,SEA,TEN",0,0,0,0,0,0,1,,Ernest Jones,Ernest Jones,100.0,Seattle Seahawks,2180,1268
1091,Seattle Seahawks,Tyrice Knight,https://en.wikipedia.org/wiki/Tyrice_Knight,24351.0,1359,Tyrice Knight,2024,16,9,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.5,41,47,3,4,0,0,2,0,1,0,0,0,,0,-2,0,LB,SEA,0,0,0,0,0,0,0,,Tyrice Knight,Tyrice Knight,100.0,Seattle Seahawks,2181,1358
1186,Seattle Seahawks,Boye Mafe,https://en.wikipedia.org/wiki/Boye_Mafe,30519.0,1477,Boye Mafe,2024,48,30,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,18.0,88,45,20,32,0,0,9,0,2,0,2,0,,0,3,0,LB,SEA,0,0,0,0,0,0,0,,Boye Mafe,Boye Mafe,100.0,Seattle Seahawks,2182,1476
1412,Seattle Seahawks,Uchenna Nwosu,https://en.wikipedia.org/wiki/Uchenna_Nwosu,25982.0,1751,Uchenna Nwosu,2024,91,50,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,27.5,147,81,38,82,1,0,13,0,3,0,8,0,,0,0,0,LB,"LAC,SEA",0,0,0,0,0,0,0,,Uchenna Nwosu,Uchenna Nwosu,100.0,Seattle Seahawks,2183,1750
1414,Seattle Seahawks,Patrick O'Connell,https://en.wikipedia.org/wiki/Patrick_O%27Connell_(American_football),9468.0,1753,Patrick O'Connell,2024,6,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,SEA,0,0,0,0,0,0,0,,Patrick O'Connell,Patrick O'Connell,100.0,Seattle Seahawks,2184,1752
1725,Seattle Seahawks,Jamie Sheriff,https://en.wikipedia.org/wiki/Jamie_Sheriff,4571.0,2133,Jamie Sheriff,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,DE,"CAR,SEA",0,0,0,0,0,0,0,,Jamie Sheriff,Jamie Sheriff,100.0,Seattle Seahawks,2186,2132
1779,Seattle Seahawks,Tyreke Smith,https://en.wikipedia.org/wiki/Tyreke_Smith,11191.0,2201,Tyreke Smith,2023,3,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,"ARI,SEA",0,0,0,0,0,0,0,,Tyreke Smith,Tyreke Smith,100.0,Seattle Seahawks,2187,2200
1885,Seattle Seahawks,Drake Thomas,https://en.wikipedia.org/wiki/Drake_Thomas,14473.0,2333,Drake Thomas,2024,24,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,4,12,0,0,0,0,1,0,0,0,0,0,,0,0,0,LB,SEA,0,0,0,0,0,0,0,,Drake Thomas,Drake Thomas,100.0,Seattle Seahawks,2188,2332
271,Seattle Seahawks,Coby Bryant,https://en.wikipedia.org/wiki/Coby_Bryant,89130.0,321,Coby Bryant,2024,43,19,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,2.0,114,47,5,7,3,1,10,0,0,0,6,0,,0,87,0,CB,SEA,0,0,0,0,0,0,0,,Coby Bryant,Coby Bryant,100.0,Seattle Seahawks,2189,320
586,Seattle Seahawks,A. J. Finley,https://en.wikipedia.org/wiki/A._J._Finley,8713.0,719,AJ Finley,2024,26,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,7,7,0,0,0,0,0,0,0,0,1,0,,0,0,0,S,"LAC,SEA",0,0,0,0,0,0,0,,AJ Finley,A. J. Finley,85.71428571428572,Seattle Seahawks,2190,718
742,Seattle Seahawks,Tyler Hall,https://en.wikipedia.org/wiki/Tyler_Hall_(American_football),14403.0,917,Tyler Hall,2023,31,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,32,14,2,1,0,0,4,0,0,0,0,0,,0,0,0,CB,"ATL,LAR,LVR",0,0,0,0,0,0,1,,Tyler Hall,Tyler Hall,100.0,Seattle Seahawks,2191,916
