,ID,Player,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG
436,437,Anthony Elanga,2024-2025,98,5597,63,35,11,17,11,0,113,46,40.7,16.1,4,1259,70.2,78,10,105,1467,10101,196,167,71,173,58,33.5,78,49,40,26,12,4,25,54,1,64,40.5,2,0,26,83,36,0,226,0,0,,0,,FW,"Manchester Utd,Nott'ham Forest",0,0,0,0,0,0,0,0,0,
437,438,Rob Elliot,2021-2022,52,4570,51,1,0,1,0,0,0,0,,,0,308,57.4,0,0,0,220,1630,0,0,0,0,0,,0,0,0,0,0,0,0,8,0,5,83.3,2,1,0,2,0,0,4,88,140,61.8,9,17.6,GK,"Newcastle Utd,Watford",0,0,0,0,0,0,0,0,0,
438,439,Harvey Elliott,2024-2025,85,3421,33,52,4,9,4,0,98,30,30.6,19.8,2,1942,81.7,76,19,321,1738,9227,112,52,33,75,31,41.3,60,37,17,28,15,2,25,18,0,15,32.6,4,0,23,44,4,0,238,0,0,,0,,MF,"Fulham,Liverpool",0,0,0,0,0,0,0,0,0,
439,440,Ahmed Elmohamady,2020-2021,197,14402,156,41,6,13,6,0,23,22,17.4,11.6,0,964,75.6,35,25,92,700,3078,49,14,5,14,9,64.3,36,58,22,11,3,8,81,51,1,47,61.0,14,1,153,23,3,1,136,0,0,,0,,"DF,MF","Aston Villa,Hull City,Sunderland",0,0,0,0,0,0,0,0,0,
440,441,Mohamed Elneny,2023-2024,91,5224,59,32,1,5,1,0,49,10,16.3,22.9,0,2613,92.6,28,0,250,2054,8957,41,25,18,15,8,53.3,56,39,33,16,7,9,59,53,4,22,29.7,11,1,41,27,2,0,260,0,0,,0,,MF,Arsenal,0,0,0,0,0,0,0,0,0,
441,442,Mohamed Elyounoussi,2022-2023,79,5003,58,21,5,3,5,0,99,33,33.3,15.8,0,1036,67.1,60,11,151,1163,7830,135,116,84,113,64,56.6,98,57,43,41,14,6,45,70,0,84,44.4,8,0,79,49,6,0,258,0,0,,0,,MF,Southampton,0,0,0,0,0,0,0,0,0,
442,443,Emerson,2023-2024,79,5182,57,22,4,2,4,0,38,13,34.2,16.7,0,2955,83.3,40,19,205,2269,10765,136,64,49,86,42,48.8,162,104,111,38,13,15,60,217,2,76,45.8,11,1,63,116,2,0,336,0,0,,0,,"DF,MF",Tottenham,0,0,0,0,0,0,1,1,0,
443,444,Yunus Emre Konak,2024-2025,5,21,0,5,0,0,0,0,1,0,0.0,21.4,0,12,70.6,0,0,2,9,51,1,2,3,1,0,0.0,1,1,0,1,0,0,0,0,0,2,50.0,0,0,2,0,0,0,1,0,0,,0,,MF,Brentford,0,0,0,0,0,0,0,0,0,
444,445,Julio Enciso,2024-2025,45,1587,14,31,4,5,4,0,86,37,43.0,20.5,1,415,69.9,28,3,66,550,3757,78,41,37,114,59,51.8,19,6,6,8,5,0,4,6,0,13,46.4,4,0,23,33,4,0,65,0,0,,0,,"FW,MF","Brighton,Ipswich Town",0,0,0,0,0,0,0,0,0,
445,446,Wataru Endo,2024-2025,38,1805,20,18,1,0,1,0,10,3,30.0,22.0,0,1211,88.3,17,2,108,927,3609,10,30,23,17,11,64.7,52,31,12,34,6,2,22,33,3,31,51.7,10,0,56,29,0,0,115,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,
446,447,Björn Engels,2020-2021,17,1447,15,2,1,0,1,0,8,1,12.5,7.8,0,548,83.9,2,1,43,426,2458,5,7,2,1,1,100.0,11,6,8,2,1,17,28,86,3,54,66.7,1,0,5,5,1,0,53,0,0,,0,,DF,Aston Villa,0,0,0,0,0,0,0,0,0,
447,448,Christian Eriksen,2024-2025,299,23046,260,39,54,77,54,0,416,240,34.6,22.9,46,6724,77.8,301,38,962,5723,25754,258,212,160,131,66,50.4,176,140,56,87,33,23,112,103,1,52,34.0,24,0,128,88,11,0,842,0,0,,0,,"FW,MF","Brentford,Manchester Utd,Tottenham",0,0,0,0,1,0,0,0,0,
448,449,Romain Esse,2024-2025,1,7,0,1,1,0,1,0,1,1,100.0,2.8,0,3,75.0,0,0,1,3,17,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,1,0,0,,0,,MF,Crystal Palace,0,0,0,0,0,0,0,0,0,
449,450,Maxime Estève,2023-2024,16,1309,15,1,0,0,0,0,7,0,0.0,19.1,0,690,84.0,1,0,40,514,2716,15,5,3,3,1,33.3,27,10,15,12,0,10,27,56,0,26,54.2,6,0,25,16,0,0,62,0,0,,0,,DF,Burnley,0,0,0,0,0,0,0,0,0,
450,451,Pervis Estupiñán,2024-2025,72,5335,61,11,3,9,3,0,54,14,25.9,20.8,2,3197,82.9,96,47,311,2596,12205,177,79,55,86,38,44.2,126,71,68,43,15,14,76,94,1,72,54.5,11,0,88,55,19,1,373,0,0,,0,,DF,Brighton,0,0,0,0,0,0,0,0,0,
451,452,Oghenekaro Etebo,2021-2022,9,401,4,5,0,0,0,0,3,0,0.0,31.0,0,151,89.9,2,1,16,106,548,3,3,2,10,6,60.0,11,8,7,4,0,1,5,5,0,3,75.0,3,0,8,3,0,0,31,0,0,,0,,MF,Watford,0,0,0,0,0,0,0,0,0,
452,453,Neil Etheridge,2018-2019,38,3420,38,0,0,0,0,0,0,0,,,0,415,34.5,2,0,0,505,4732,0,1,0,0,0,,1,1,1,0,0,0,7,19,1,7,100.0,2,0,0,5,0,0,33,69,135,68.6,10,26.3,GK,Cardiff City,0,0,0,0,0,0,0,0,0,
453,454,Evanilson,2024-2025,19,1370,17,2,5,0,5,0,42,20,47.6,13.5,0,133,67.9,16,0,13,206,1087,19,28,18,19,6,31.6,9,4,2,4,3,1,0,11,0,26,36.1,0,0,23,34,11,0,43,0,0,,0,,FW,Bournemouth,0,0,0,0,0,0,0,0,0,
454,455,Jonny Evans,2024-2025,385,31569,357,28,14,14,14,0,67,48,40.3,8.2,0,7867,85.3,42,4,471,6258,28945,78,50,20,38,31,81.6,192,145,144,42,6,87,331,754,9,462,67.0,58,3,298,147,4,3,925,0,0,,0,,DF,"Leicester City,Manchester Utd,Sunderland,West Brom",0,0,0,0,0,0,0,1,3,
455,456,Patrice Evra,2017-2018,278,23303,268,10,7,21,7,0,0,48,,,0,84,70.0,0,0,7,60,281,4,0,5,3,3,100.0,6,4,5,1,0,1,7,6,0,7,50.0,32,0,296,2,1,0,18,0,0,,0,,DF,"Manchester Utd,West Ham",0,0,0,0,2,0,0,1,5,
456,457,Eberechi Eze,2024-2025,131,9436,108,23,28,20,26,2,264,91,34.5,21.2,41,3320,77.7,206,17,454,3425,21436,282,252,179,488,255,52.3,143,78,48,63,32,6,60,29,2,53,29.6,11,0,84,222,21,0,623,0,0,,0,,"MF,FW",Crystal Palace,0,0,0,0,0,0,0,0,0,
457,458,Łukasz Fabiański,2024-2025,375,33088,370,5,0,1,0,0,0,0,,,0,4169,60.9,3,0,1,3630,24366,0,5,1,5,5,100.0,7,4,7,0,0,0,5,67,11,67,90.5,11,1,6,29,0,0,155,528,1170,70.6,91,24.4,GK,"Arsenal,Swansea City,West Ham",0,0,0,0,0,0,0,0,0,
458,459,Fabinho,2022-2023,151,11648,128,23,8,8,6,2,76,20,26.3,23.2,4,7639,87.6,72,7,678,5873,26061,107,83,56,69,44,63.8,290,160,93,165,32,39,182,177,5,222,57.4,36,0,183,129,0,0,858,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,1,1,
459,460,Cesc Fàbregas,2018-2019,350,26374,295,55,50,111,45,5,65,241,29.2,19.1,2,2042,80.1,92,8,369,1597,6576,58,23,26,25,18,72.0,74,80,34,31,9,5,37,26,2,12,31.6,72,4,357,43,5,0,188,0,0,,0,,"FW,MF","Arsenal,Chelsea",0,0,0,0,0,1,2,0,2,
460,461,Fabricio,2020-2021,2,180,2,0,0,0,0,0,0,0,,,0,46,75.4,0,0,0,25,182,0,0,0,0,0,,1,1,1,0,0,0,0,3,2,0,,0,0,0,1,0,0,1,5,16,76.2,0,0.0,GK,Fulham,0,0,0,0,0,0,0,0,0,
461,462,Wout Faes,2024-2025,51,4341,47,4,2,2,2,0,21,4,19.0,10.6,0,2317,85.9,12,0,129,1860,9316,19,25,8,16,12,75.0,83,51,46,34,3,57,56,213,5,91,60.7,9,1,36,22,1,2,233,0,0,,0,,DF,Leicester City,0,0,0,0,0,0,0,0,0,
462,463,Ralf Fährmann,2019-2020,1,21,1,0,0,0,0,0,0,0,,,0,7,70.0,0,0,0,5,19,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,1,100.0,0,0.0,GK,Norwich City,0,0,0,0,0,0,0,0,0,
463,464,Romain Faivre,2023-2024,5,41,0,5,0,0,0,0,2,0,0.0,17.0,0,19,73.1,0,0,5,24,215,4,3,1,7,2,28.6,1,1,0,1,0,0,0,0,0,0,0.0,1,0,2,4,0,0,1,0,0,,0,,"MF,FW",Bournemouth,0,0,0,0,0,0,0,0,0,
464,465,Akin Famewo,2019-2020,1,1,0,1,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,MF,Norwich City,0,0,0,0,0,0,0,0,0,
465,466,Abdul Fatawu Issahaku,2024-2025,11,579,6,5,0,2,0,0,13,5,38.5,31.2,0,123,62.4,6,2,17,217,1869,42,18,12,69,29,42.0,21,15,13,2,6,0,4,12,0,14,51.9,0,0,11,20,2,0,38,0,0,,0,,FW,Leicester City,0,0,0,0,0,0,0,0,0,
466,467,Ansu Fati,2023-2024,19,521,3,16,2,0,2,0,26,11,42.3,14.6,0,178,84.8,6,0,28,212,1025,16,15,10,18,5,27.8,5,3,1,2,2,0,3,3,0,1,9.1,2,0,6,13,2,0,22,0,0,,0,,"MF,FW",Brighton,0,0,0,0,0,0,0,0,0,
467,468,Felipe,2023-2024,23,1793,19,4,0,1,0,0,16,1,6.3,10.4,0,594,75.9,9,0,28,538,2829,4,15,5,20,15,75.0,54,32,38,16,0,14,40,102,0,66,64.7,8,0,25,13,4,0,128,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,
468,469,João Félix,2024-2025,28,1310,14,14,5,1,5,0,66,21,31.8,17.3,3,445,80.2,13,1,73,518,3332,55,28,12,91,32,35.2,22,10,7,11,4,0,4,3,1,7,26.9,3,1,21,46,8,0,45,0,0,,0,,"FW,MF",Chelsea,0,0,0,0,0,0,0,0,0,
469,470,Marouane Fellaini,2018-2019,260,18758,204,56,37,16,37,0,40,159,42.5,11.5,0,683,82.1,8,1,55,498,1665,6,23,21,11,6,54.5,36,62,17,17,2,8,48,53,2,85,64.4,56,3,583,41,8,0,96,0,0,,0,,MF,"Everton,Manchester Utd",0,0,0,0,0,0,0,0,0,
470,471,Kiko Femenía,2021-2022,107,8141,93,14,2,7,2,0,23,7,30.4,23.0,0,3607,76.7,73,47,363,2782,13417,184,106,42,100,64,64.0,187,118,128,50,9,18,143,199,1,47,46.5,10,0,57,60,8,0,521,0,0,,0,,"DF,FW",Watford,0,0,0,0,0,0,0,0,0,
471,472,Leroy Fer,2017-2018,123,9378,106,17,16,8,16,0,48,44,29.2,14.6,0,515,80.1,10,1,66,367,2237,22,28,20,32,26,81.3,44,73,18,21,5,4,35,24,3,41,65.1,27,1,173,76,2,0,76,0,0,,0,,MF,"Norwich City,QPR,Swansea City",0,0,0,0,0,0,0,0,0,
472,473,Evan Ferguson,2024-2025,59,2568,27,32,13,2,13,0,76,39,51.3,15.7,1,464,79.7,20,0,30,525,2327,26,73,57,31,16,51.6,23,11,5,13,5,5,4,18,0,26,38.8,2,0,36,37,10,0,59,0,0,,0,,FW,Brighton,0,0,0,0,0,0,0,0,0,
473,474,Nathan Ferguson,2021-2022,1,9,0,1,0,0,0,0,0,0,,,0,3,60.0,0,0,0,1,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,DF,"Crystal Palace,West Brom",0,0,0,0,0,0,0,0,0,
474,475,Bruno Fernandes,2024-2025,181,15665,178,3,59,47,37,22,477,164,34.4,22.2,53,7927,73.6,493,50,1362,7137,32307,415,249,191,269,131,48.7,314,175,111,135,68,13,122,199,7,90,34.4,36,2,188,206,38,0,946,0,0,,0,,MF,Manchester Utd,0,0,0,0,1,0,0,0,0,
475,476,Edimilson Fernandes,2017-2018,42,1846,17,25,0,2,0,0,27,5,18.5,22.6,0,222,77.1,7,1,20,216,1208,12,19,6,13,10,76.9,17,23,10,7,0,1,36,8,0,10,38.5,5,0,21,18,1,0,49,0,0,,0,,"DF,MF",West Ham,0,0,0,0,0,0,0,0,0,
476,477,Gedson Fernandes,2020-2021,7,68,0,7,0,0,0,0,1,0,0.0,26.4,0,39,73.6,2,2,4,46,319,9,2,0,8,2,25.0,2,0,2,0,0,0,1,0,0,0,0.0,0,0,0,2,0,0,7,0,0,,0,,"MF,DF",Tottenham,0,0,0,0,0,0,0,0,0,
477,478,Mateus Fernandes,2024-2025,21,1649,19,2,1,2,1,0,25,10,40.0,16.4,3,654,80.0,20,3,87,532,3338,51,31,20,67,31,46.3,51,29,24,17,10,3,12,22,4,11,61.1,7,0,29,29,2,0,94,0,0,,0,,MF,Southampton,0,0,0,0,0,0,0,0,0,
478,479,Álvaro Fernández,2021-2022,12,1080,12,0,0,0,0,0,0,0,,,0,336,65.0,0,0,1,340,1672,0,1,0,0,0,,0,0,0,0,0,0,0,5,2,2,50.0,0,0,0,3,0,1,18,24,47,66.7,1,8.3,GK,Brentford,0,0,0,0,0,0,0,0,0,
479,480,Enzo Fernández,2024-2025,67,5358,61,6,6,8,5,1,90,25,27.8,21.5,6,3752,85.1,94,5,504,3084,13602,100,70,57,104,55,52.9,141,71,58,57,26,18,40,53,4,34,39.1,13,0,71,79,5,0,325,0,0,,0,,MF,Chelsea,0,0,0,0,0,1,0,0,0,
480,481,Federico Fernández,2021-2022,199,17167,191,8,4,7,4,0,52,22,28.8,11.7,0,3311,79.0,23,10,199,2570,11560,12,43,13,21,11,52.4,130,118,98,25,7,108,158,672,4,227,56.5,29,0,150,81,5,3,450,0,0,,0,,DF,"Newcastle Utd,Swansea City",0,0,0,0,0,0,0,0,0,
481,482,Fernandinho,2021-2022,264,20167,224,40,20,19,20,0,162,68,27.8,21.0,0,8128,88.5,74,2,964,6893,35848,236,87,50,88,73,83.0,221,195,88,98,35,30,209,250,3,294,57.6,55,4,358,127,5,1,694,0,0,,0,,"DF,MF",Manchester City,0,0,0,0,1,0,0,0,5,
482,483,Sam Field,2020-2021,22,879,11,11,1,0,1,0,6,1,16.7,11.4,0,143,70.8,4,1,34,128,565,4,11,12,6,4,66.7,19,22,11,6,2,2,17,12,0,11,55.0,5,0,18,10,0,0,35,0,0,,0,,MF,West Brom,0,0,0,0,0,0,0,0,0,
483,484,Roberto Firmino,2022-2023,256,18433,211,45,82,50,80,2,509,244,43.0,14.8,0,4762,77.6,233,4,653,4879,24253,352,401,267,374,239,63.9,205,172,32,103,70,12,78,54,1,153,27.1,12,0,241,103,57,0,613,0,0,,0,,"FW,MF",Liverpool,0,0,0,0,0,0,0,1,1,
484,485,Junior Firpo,2022-2023,43,3079,33,10,1,3,1,0,13,2,15.4,14.3,0,1222,77.7,30,10,165,937,4323,56,26,16,43,22,51.2,108,54,57,41,10,13,48,77,0,44,55.7,17,1,63,23,1,1,176,0,0,,0,,"DF,MF",Leeds United,0,0,0,0,0,0,0,0,0,
485,486,Will Fish,2020-2021,1,1,0,1,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,FW,Manchester Utd,0,0,0,0,0,0,0,0,0,
486,487,John Fleck,2023-2024,65,5183,58,7,5,4,5,0,48,16,33.3,21.7,0,1842,75.2,74,12,293,1394,7393,104,77,41,115,74,64.3,88,58,41,33,14,7,52,39,1,27,35.1,13,0,60,52,1,0,330,0,0,,0,,MF,Sheffield Utd,0,0,0,0,0,0,0,0,0,
487,488,Mark Flekken,2024-2025,60,5300,60,0,0,2,0,0,0,0,,,0,1945,72.5,5,0,5,1664,8843,0,2,0,5,4,80.0,3,3,3,0,0,0,0,37,4,14,93.3,4,0,2,6,0,0,69,103,216,68.6,9,15.0,GK,Brentford,0,0,0,0,0,0,0,0,0,
488,489,Ashley Fletcher,2021-2022,19,397,2,17,0,0,0,0,11,6,54.5,17.6,0,3,42.9,0,0,0,10,53,1,1,1,0,0,,2,3,1,1,0,1,0,0,0,1,12.5,2,0,10,5,1,0,2,0,0,,0,,FW,"Watford,West Ham",0,0,0,0,0,0,0,0,0,
489,490,Darren Fletcher,2017-2018,341,25683,294,47,23,27,23,0,31,75,29.0,25.8,0,843,76.3,23,3,100,728,3242,16,24,18,22,15,68.2,47,56,23,20,4,3,70,33,3,21,50.0,28,3,272,49,1,0,133,0,0,,0,,MF,"Manchester Utd,Stoke City,West Brom",0,0,0,0,1,0,0,1,5,
490,491,Phil Foden,2024-2025,182,11021,122,60,61,29,61,0,346,146,42.2,16.6,6,5264,83.1,249,33,563,5081,25852,411,242,169,380,208,54.7,116,69,50,40,26,3,58,56,1,61,31.8,6,0,72,191,32,0,470,0,0,,0,,"MF,FW",Manchester City,0,0,0,1,1,0,0,1,6,
491,492,Wes Foderingham,2024-2025,30,2649,29,1,0,0,0,0,0,0,,,0,596,56.5,1,0,0,575,3493,0,1,1,2,2,100.0,5,3,5,0,0,0,0,18,6,1,50.0,2,0,1,12,0,1,31,79,130,63.7,1,3.4,GK,"Sheffield Utd,West Ham",0,0,0,0,0,0,0,0,0,
492,493,Wesley Fofana,2024-2025,64,5270,60,4,1,0,1,0,24,6,25.0,10.1,0,3497,87.8,15,0,195,3011,18612,93,59,24,53,35,66.0,110,77,64,39,7,38,114,207,5,166,61.7,19,0,76,76,3,0,350,0,0,,0,,DF,"Chelsea,Leicester City",0,0,0,0,0,0,0,0,0,
493,494,José Fonte,2017-2018,178,15616,175,3,7,3,7,0,24,26,16.7,15.3,0,287,80.8,4,2,34,214,1237,10,3,1,1,1,100.0,11,40,5,6,0,9,90,37,1,21,52.5,25,1,140,22,0,0,32,0,0,,0,,DF,"Southampton,West Ham",0,0,0,0,0,0,1,0,0,
494,495,Carlos Forbs,2024-2025,9,237,1,8,0,0,0,0,2,0,0.0,19.1,0,56,64.4,1,1,8,72,435,9,7,4,12,7,58.3,8,5,5,2,1,0,1,2,1,1,25.0,2,0,2,1,0,0,11,0,0,,0,,"MF,FW",Wolves,0,0,0,0,0,0,0,0,0,
495,496,Pablo Fornals,2023-2024,152,9468,108,44,16,13,16,0,163,47,28.8,18.5,0,3302,74.6,123,22,534,3145,15777,190,153,98,182,85,46.7,184,103,69,78,37,7,108,56,1,70,32.3,10,0,85,73,22,0,656,0,0,,0,,"MF,FW",West Ham,0,0,0,0,0,0,0,0,0,
496,497,Adam Forshaw,2022-2023,69,4713,52,17,0,2,0,0,43,10,23.3,25.1,1,891,82.0,21,2,113,718,3592,23,30,19,30,20,66.7,65,74,26,34,5,2,59,14,2,13,43.3,9,0,66,53,3,0,156,0,0,,0,,MF,"Everton,Leeds United,Middlesbrough",0,0,0,0,0,0,0,0,0,
497,498,Omari Forson,2023-2024,4,70,1,3,0,1,0,0,1,0,0.0,21.6,0,30,90.9,2,0,2,29,115,1,1,0,2,1,50.0,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1,0,0,0,2,0,0,,0,,FW,Manchester Utd,0,0,0,0,0,0,0,0,0,
498,499,Marcus Forss,2021-2022,7,209,1,6,0,1,0,0,5,0,0.0,15.8,0,22,57.9,1,0,6,29,126,2,9,1,4,1,25.0,3,3,0,2,1,0,1,0,0,2,22.2,0,0,3,1,0,0,4,0,0,,0,,"FW,MF",Brentford,0,0,0,0,0,0,0,0,0,
499,500,Fraser Forster,2024-2025,155,13828,154,1,0,0,0,0,0,0,,,0,1211,61.5,0,0,0,1035,6153,0,6,0,1,1,100.0,3,2,3,0,0,0,0,50,10,12,100.0,6,0,1,9,0,0,43,204,404,68.8,46,29.9,GK,"Southampton,Tottenham",0,0,0,0,0,0,0,0,0,
500,501,Ben Foster,2021-2022,390,34956,390,0,0,1,0,0,3,1,33.3,19.1,0,2157,47.6,9,0,1,2193,16398,0,4,0,5,5,100.0,4,2,4,0,0,0,5,71,10,31,91.2,13,0,6,25,0,0,227,571,1309,70.5,92,23.6,GK,"Birmingham City,Manchester Utd,Watford,West Brom",0,0,0,0,0,0,0,0,0,
501,502,Lyle Foster,2023-2024,24,1899,22,2,5,3,5,0,34,16,47.1,14.6,0,312,67.7,19,0,37,380,2464,55,69,33,39,19,48.7,19,10,5,6,8,3,3,34,0,50,32.1,0,1,24,11,14,0,51,0,0,,0,,"FW,MF",Burnley,0,0,0,0,0,0,0,0,0,
502,503,Tariqe Fosu,2021-2022,1,17,0,1,0,0,0,0,1,1,100.0,17.0,0,6,85.7,0,0,1,7,62,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,,0,,DF,Brentford,0,0,0,0,0,0,0,0,0,
503,504,Timothy Fosu-Mensah,2020-2021,49,2959,33,16,0,1,0,0,15,1,6.7,26.2,0,1035,75.4,16,7,104,778,3933,53,21,12,34,22,64.7,63,45,46,16,1,14,52,106,2,28,42.4,8,0,36,14,2,1,153,0,0,,0,,DF,"Crystal Palace,Fulham,Manchester Utd",0,0,0,0,0,0,0,0,0,
504,505,Dimitri Foulquier,2019-2020,3,59,1,2,0,0,0,0,0,0,,,0,9,75.0,0,0,3,9,87,3,2,0,2,2,100.0,1,0,1,0,0,0,2,2,0,0,0.0,0,0,0,0,0,0,4,0,0,,0,,"DF,MF",Watford,0,0,0,0,0,0,0,0,0,
505,506,Juan Foyth,2019-2020,16,956,11,5,1,0,1,0,4,1,25.0,11.1,0,566,84.5,5,0,30,523,2556,8,12,10,26,21,80.8,38,20,25,13,0,5,11,53,2,27,57.4,4,1,18,10,0,0,62,0,0,,0,,DF,Tottenham,0,0,0,0,0,1,0,0,0,
506,507,Matheus França,2023-2024,10,232,1,9,0,1,0,0,8,2,25.0,21.8,0,51,64.6,6,0,8,81,722,12,4,7,14,4,28.6,3,3,2,1,0,0,1,1,0,1,16.7,1,0,6,2,2,0,17,0,0,,0,,"MF,FW",Crystal Palace,0,0,0,0,0,0,0,0,0,
507,508,Simon Francis,2019-2020,136,11229,126,10,0,8,0,0,26,3,7.7,19.8,2,2363,72.9,41,28,214,1878,8775,56,28,19,33,20,60.6,87,108,56,23,8,37,144,338,5,237,62.0,24,5,104,44,4,0,286,0,0,,0,,DF,Bournemouth,0,0,0,0,0,0,0,0,0,
508,509,Tyrese Francois,2023-2024,2,16,0,2,0,0,0,0,0,0,,,0,16,94.1,0,0,1,14,57,2,1,0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,,0,,MF,Fulham,0,0,0,0,0,0,0,0,0,
509,510,Nathan Fraser,2023-2024,7,186,1,6,0,0,0,0,3,2,66.7,16.6,0,33,78.6,2,0,2,32,88,1,4,2,0,0,,5,2,2,1,2,1,1,2,0,3,25.0,1,0,5,3,0,0,8,0,0,,0,,FW,Wolves,0,0,0,0,0,0,0,0,0,
510,511,Ryan Fraser,2024-2025,181,12013,132,49,18,31,18,0,176,75,42.6,19.3,7,3101,68.3,236,75,410,3455,19674,366,161,83,113,53,46.9,64,46,31,23,10,16,85,121,0,35,21.7,13,2,59,271,18,0,450,0,0,,0,,"FW,MF","Bournemouth,Newcastle Utd,Southampton",0,0,0,0,0,0,0,0,0,
511,512,Fred,2022-2023,139,8871,99,40,8,7,8,0,123,33,26.8,23.1,4,5500,84.6,130,8,634,4316,19638,104,162,115,167,107,64.1,280,145,140,120,20,32,150,115,3,47,40.2,26,0,176,136,4,1,891,0,0,,0,,MF,Manchester Utd,0,0,0,0,0,0,0,0,0,
512,513,Ryan Fredericks,2022-2023,75,4732,51,24,2,4,2,0,12,4,33.3,18.1,0,1655,71.0,39,27,144,1279,6868,121,38,21,70,29,41.4,134,88,101,27,6,20,53,175,2,69,48.6,16,0,51,43,2,0,218,0,0,,0,,DF,"Bournemouth,West Ham",0,0,0,0,0,0,0,0,0,
513,514,Kieron Freeman,2019-2020,2,7,0,2,0,0,0,0,0,0,,,0,1,100.0,0,0,0,1,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,,0,,FW,Sheffield Utd,0,0,0,0,0,0,0,0,0,
514,515,Luke Freeman,2019-2020,11,366,3,8,0,0,0,0,3,0,0.0,29.5,0,112,75.7,3,3,20,117,666,14,11,13,12,8,66.7,6,4,2,2,2,0,10,6,0,4,40.0,2,0,6,5,0,0,20,0,0,,0,,MF,Sheffield Utd,0,0,0,0,0,0,0,0,0,
515,516,Remo Freuler,2023-2024,28,2161,24,4,0,0,0,0,8,1,12.5,20.0,0,664,79.4,12,3,54,491,2192,7,20,8,12,6,50.0,43,23,23,15,5,9,29,45,0,26,56.5,4,0,24,12,0,0,137,0,0,,0,,MF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,
516,517,Christian Fuchs,2020-2021,116,9416,104,12,2,8,2,0,43,15,16.3,25.3,2,1954,74.1,27,13,184,1459,5921,41,26,14,23,12,52.2,77,122,48,24,5,10,163,161,2,102,59.0,19,0,93,21,2,1,236,0,0,,0,,"DF,MF",Leicester City,0,0,0,0,0,0,0,0,1,
517,518,Leo Fuhr Hjelde,2022-2023,2,150,0,2,0,0,0,0,0,0,,,0,79,73.1,1,0,3,59,178,1,2,0,0,0,,5,4,3,2,0,3,4,7,0,3,60.0,0,0,1,0,0,0,9,0,0,,0,,"MF,DF",Leeds United,0,0,0,0,0,0,0,0,0,
518,519,Niclas Füllkrug,2024-2025,9,370,3,6,2,1,2,0,8,3,37.5,10.3,0,53,68.8,7,0,4,40,146,3,10,2,3,0,0.0,2,2,0,1,1,0,0,5,0,20,45.5,1,0,9,3,4,0,4,0,0,,0,,FW,West Ham,0,0,0,0,0,0,0,0,0,
519,520,Jay Fulton,2017-2018,19,925,11,8,0,0,0,0,3,0,0.0,,0,5,62.5,0,0,0,3,13,0,1,0,0,0,,0,20,0,0,0,0,7,1,0,0,,4,0,15,11,1,0,3,0,0,,0,,MF,Swansea City,0,0,0,0,0,0,0,0,0,
520,521,Ramiro Funes Mori,2017-2018,55,3858,41,14,4,2,4,0,13,8,15.4,16.9,0,43,78.2,0,0,2,37,211,2,0,1,0,0,,0,17,0,0,0,1,36,14,0,7,63.6,5,1,22,17,1,0,9,0,0,,0,,DF,Everton,0,0,0,0,0,0,0,0,0,
521,522,Darnell Furlong,2020-2021,38,3157,35,3,1,3,1,0,26,6,19.2,13.8,0,682,56.6,16,10,78,548,2782,44,40,10,24,10,41.7,45,27,27,12,6,16,49,90,0,117,57.1,6,0,38,33,3,1,98,0,0,,0,,"DF,MF","QPR,West Brom",0,0,0,0,0,0,0,0,0,
