,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team_df1,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG,Wiki,Obscurity,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
213,Crystal Palace,Jefferson Lerma,https://en.wikipedia.org/wiki/Jefferson_Lerma,,824,Jefferson Lerma,2024-2025,146,12064,138,8,9,3,9,0,148,36,24.3,21.5,0,5204,80.7,74,7,579,4211,17131,76,110,80,118,75,63.6,206,123,81,105,20,70,216,333,4,287,56.7,44,1,184,169,10,2,1030,0,0,,0,,MF,"Bournemouth,Crystal Palace",0,0,0,0,0,0,0,0,0,,139638.0,91.69175664,Jefferson Lerma,Jefferson Lerma,100.0,Crystal Palace,172,823
269,Crystal Palace,Eddie Nketiah,https://en.wikipedia.org/wiki/Eddie_Nketiah,,1050,Eddie Nketiah,2024-2025,133,4776,44,89,19,7,19,0,163,58,35.6,13.2,0,873,77.5,55,0,92,1125,6989,139,149,85,141,63,44.7,58,33,18,22,18,3,13,33,0,66,33.0,12,1,116,108,28,0,130,0,0,,0,,FW,"Arsenal,Crystal Palace",0,0,0,0,0,0,0,0,0,,468311.0,81.51543533,Eddie Nketiah,Eddie Nketiah,100.0,Crystal Palace,173,1049
116,Crystal Palace,Eberechi Eze,https://en.wikipedia.org/wiki/Eberechi_Eze,,457,Eberechi Eze,2024-2025,131,9436,108,23,28,20,26,2,264,91,34.5,21.2,41,3320,77.7,206,17,454,3425,21436,282,252,179,488,255,52.3,143,78,48,63,32,6,60,29,2,53,29.6,11,0,84,222,21,0,623,0,0,,0,,"MF,FW",Crystal Palace,0,0,0,0,0,0,0,0,0,,801880.0,71.07106155,Eberechi Eze,Eberechi Eze,100.0,Crystal Palace,174,456
127,Crystal Palace,Matheus França,https://en.wikipedia.org/wiki/Matheus_Fran%C3%A7a,,507,Matheus França,2023-2024,10,232,1,9,0,1,0,0,8,2,25.0,21.8,0,51,64.6,6,0,8,81,722,12,4,7,14,4,28.6,3,3,2,1,0,0,1,1,0,1,16.7,1,0,6,2,2,0,17,0,0,,0,,"MF,FW",Crystal Palace,0,0,0,0,0,0,0,0,0,,71960.0,97.46837768,Matheus França,Matheus França,100.0,Crystal Palace,175,506
261,Crystal Palace,Daniel Muñoz,https://en.wikipedia.org/wiki/Daniel_Mu%C3%B1oz_(footballer),,1012,Daniel Muñoz,2024-2025,38,3332,38,0,2,6,2,0,30,8,26.7,11.4,0,1232,76.5,50,8,91,856,4143,54,56,18,64,25,39.1,137,91,70,41,26,9,48,104,1,67,48.6,9,0,61,20,15,0,173,0,0,,0,,"DF,MF",Crystal Palace,0,0,0,0,0,0,0,0,0,,226783.0,91.59217222,Daniel Muñoz,Daniel Muñoz,100.0,Crystal Palace,176,1011
236,Crystal Palace,Jean-Philippe Mateta,https://en.wikipedia.org/wiki/Jean-Philippe_Mateta,,913,Jean-Philippe Mateta,2024-2025,116,6190,67,49,32,7,28,4,155,67,43.2,13.0,0,797,68.0,65,6,73,1058,5128,83,197,153,125,50,40.0,47,27,10,26,11,9,12,64,0,175,41.8,10,0,88,59,60,0,187,0,0,,0,,FW,Crystal Palace,0,0,0,0,0,0,0,0,0,,481519.0,81.39841599,Jean-Philippe Mateta,Jean-Philippe Mateta,100.0,Crystal Palace,177,912
70,Crystal Palace,Nathaniel Clyne,https://en.wikipedia.org/wiki/Nathaniel_Clyne,,293,Nathaniel Clyne,2024-2025,265,21616,240,25,4,12,4,0,45,26,20.0,22.0,0,2901,77.8,27,20,217,2057,9078,82,60,24,52,25,48.1,140,146,70,57,13,19,129,173,3,43,39.8,25,0,127,45,1,0,339,0,0,,0,,DF,"Bournemouth,Crystal Palace,Liverpool,Southampton",0,0,0,0,0,0,0,0,0,,153588.0,91.81354741,Nathaniel Clyne,Nathaniel Clyne,100.0,Crystal Palace,178,292
189,Crystal Palace,Daichi Kamada,https://en.wikipedia.org/wiki/Daichi_Kamada,,734,Daichi Kamada,2024-2025,19,873,9,10,0,0,0,0,13,4,30.8,20.5,0,339,79.6,13,2,56,265,1314,16,8,14,8,4,50.0,29,15,9,17,3,3,13,8,0,2,20.0,2,1,20,12,2,0,42,0,0,,0,,MF,Crystal Palace,0,0,0,0,0,0,0,0,0,,248268.0,91.70066682,Daichi Kamada,Daichi Kamada,100.0,Crystal Palace,179,733
168,Crystal Palace,Will Hughes,https://en.wikipedia.org/wiki/Will_Hughes,,659,Will Hughes,2024-2025,170,10769,127,43,6,14,6,0,104,22,21.2,19.4,0,3692,77.8,130,12,462,3169,14685,155,192,168,129,81,62.8,352,199,123,171,58,51,132,120,0,88,38.1,37,0,241,211,3,0,694,0,0,,0,,MF,"Crystal Palace,Watford",0,0,0,0,0,0,0,0,0,,147678.0,91.26085565,Will Hughes,Will Hughes,100.0,Crystal Palace,180,658
386,Crystal Palace,Adam Wharton,https://en.wikipedia.org/wiki/Adam_Wharton,,1518,Adam Wharton,2024-2025,24,1919,23,1,0,3,0,0,19,6,31.6,24.9,0,749,78.2,29,5,140,571,2402,20,17,22,14,4,28.6,66,42,27,31,8,3,30,37,1,12,34.3,2,0,23,33,0,0,127,0,0,,0,,MF,Crystal Palace,0,0,0,0,0,0,0,0,0,,623939.0,80.04066156,Adam Wharton,Adam Wharton,100.0,Crystal Palace,181,1517
111,Crystal Palace,Romain Esse,https://en.wikipedia.org/wiki/Romain_Esse,,449,Romain Esse,2024-2025,1,7,0,1,1,0,1,0,1,1,100.0,2.8,0,3,75.0,0,0,1,3,17,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,1,0,0,,0,,MF,Crystal Palace,0,0,0,0,0,0,0,0,0,,29174.0,99.16549449,Romain Esse,Romain Esse,100.0,Crystal Palace,182,448
66,Crystal Palace,Ben Chilwell ,https://en.wikipedia.org/wiki/Ben_Chilwell,,273,Ben Chilwell,2023-2024,169,13157,147,22,12,18,12,0,119,43,36.1,17.9,1,6774,74.5,175,57,545,5914,36097,513,255,131,262,133,50.8,220,148,118,86,16,25,171,412,7,311,55.6,22,2,138,203,25,0,730,0,0,,0,,"DF,MF","Chelsea,Leicester City",0,0,0,0,0,0,0,1,0,,448049.0,81.79121744,Ben Chilwell,Ben Chilwell ,96.0,Crystal Palace,183,272
302,Crystal Palace,Chris Richards,https://en.wikipedia.org/wiki/Chris_Richards_(soccer),,1203,Chris Richards,2024-2025,47,3429,37,10,1,1,1,0,19,6,31.6,10.4,0,1312,82.6,9,0,79,966,4052,8,13,8,4,1,25.0,75,46,39,31,5,18,42,188,0,89,55.6,4,0,21,11,3,0,131,0,0,,0,,DF,Crystal Palace,0,0,0,0,0,0,0,0,0,,161646.0,93.27013798,Chris Richards,Chris Richards,100.0,Crystal Palace,184,1202
100,Crystal Palace,Cheick Doucouré,https://en.wikipedia.org/wiki/Cheick_Doucour%C3%A9,,402,Cheick Doucouré,2024-2025,58,4140,49,9,0,3,0,0,49,9,18.4,23.7,0,1579,84.3,37,1,208,1170,5495,29,48,35,39,27,69.2,127,71,61,54,12,15,87,70,1,40,48.2,13,1,55,21,0,0,325,0,0,,0,,MF,Crystal Palace,0,0,0,0,0,0,0,0,0,,57946.0,96.1111996,Cheick Doucouré,Cheick Doucouré,100.0,Crystal Palace,185,401
369,Crystal Palace,Matt Turner ,https://en.wikipedia.org/wiki/Matt_Turner_(soccer),,1453,Matt Turner,2024-2025,17,1530,17,0,0,0,0,0,0,0,,,0,398,68.9,0,0,0,319,1984,0,1,0,0,0,,0,0,0,0,0,0,0,8,4,4,100.0,2,0,0,3,0,0,11,28,52,67.5,2,11.8,GK,"Arsenal,Crystal Palace,Nott'ham Forest",0,0,0,0,0,0,0,0,0,,384580.0,87.63363443,Matt Turner,Matt Turner ,95.65217391304348,Crystal Palace,186,1452
237,Crystal Palace,Remi Matthews,https://en.wikipedia.org/wiki/Remi_Matthews,,917,Remi Matthews,2024-2025,1,4,0,1,0,0,0,0,0,0,,,0,0,0.0,0,0,0,2,18,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,100.0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,GK,Crystal Palace,0,0,0,0,0,0,0,0,0,,29486.0,99.15599419,Remi Matthews,Remi Matthews,100.0,Crystal Palace,187,916
300,Crystal Palace,Chadi Riad,https://en.wikipedia.org/wiki/Chadi_Riad,,1200,Chadi Riad,2024-2025,1,90,1,0,0,0,0,0,0,0,,,0,70,85.4,0,0,7,58,318,2,1,0,0,0,,5,2,2,2,1,0,2,0,0,2,33.3,0,0,1,0,0,0,4,0,0,,0,,DF,Crystal Palace,0,0,0,0,0,0,0,0,0,,128163.0,96.15416803,Chadi Riad,Chadi Riad,100.0,Crystal Palace,188,1199
88,Crystal Palace,Justin Devenny,https://en.wikipedia.org/wiki/Justin_Devenny,,373,Justin Devenny,2024-2025,10,267,2,8,1,0,1,0,5,2,40.0,21.0,1,81,70.4,5,1,8,68,376,3,7,2,2,1,50.0,10,7,6,3,1,0,0,5,0,1,16.7,0,0,2,0,1,0,12,0,0,,0,,MF,Crystal Palace,0,0,0,0,0,0,0,0,0,,68206.0,97.58297774,Justin Devenny,Justin Devenny,100.0,Crystal Palace,189,372
205,Crystal Palace,Caleb Kporha,https://en.wikipedia.org/wiki/Caleb_Kporha,,787,Caleb Kporha,2024-2025,2,13,0,2,0,0,0,0,0,0,,,0,5,71.4,0,1,0,4,46,1,0,2,0,0,,2,1,2,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,,0,,DF,Crystal Palace,0,0,0,0,0,0,0,0,0,,8402.0,99.75406771,Caleb Kporha,Caleb Kporha,100.0,Crystal Palace,190,786
289,Everton,Jordan Pickford,https://en.wikipedia.org/wiki/Jordan_Pickford,,1150,Jordan Pickford,2024-2025,308,27672,308,0,0,1,0,0,1,0,0.0,13.5,0,6050,59.9,17,0,8,5595,36881,1,7,1,2,2,100.0,3,1,3,0,0,0,17,142,29,69,90.8,23,0,6,49,0,1,228,449,962,69.9,83,26.9,GK,"Everton,Sunderland",0,0,0,0,0,0,0,0,0,,1009629.0,66.46112534,Jordan Pickford,Jordan Pickford,100.0,Everton,191,1149
286,Everton,Nathan Patterson,https://en.wikipedia.org/wiki/Nathan_Patterson_(footballer),,1125,Nathan Patterson,2024-2025,45,2410,23,22,0,2,0,0,13,1,7.7,18.9,0,939,73.4,16,12,69,678,3377,37,44,16,49,24,49.0,86,49,54,26,6,7,24,81,0,18,40.9,7,0,32,19,2,0,146,0,0,,0,,DF,Everton,0,0,0,0,0,0,0,0,0,,68373.0,96.21979231,Nathan Patterson,Nathan Patterson,100.0,Everton,192,1124
192,Everton,Michael Keane,"https://en.wikipedia.org/wiki/Michael_Keane_(footballer,_born_1993)",,747,Michael Keane,2024-2025,249,20903,229,20,15,10,15,0,147,46,29.9,11.6,0,6747,80.7,39,1,494,5337,26883,61,54,25,41,31,75.6,203,148,133,61,9,156,348,963,8,755,62.1,27,1,136,55,6,3,811,0,0,,0,,DF,"Burnley,Everton,Manchester Utd",0,0,0,0,0,0,0,0,0,,147668.0,91.71441171,Michael Keane,Michael Keane,100.0,Everton,193,746
353,Everton,James Tarkowski ,https://en.wikipedia.org/wiki/James_Tarkowski,,1398,James Tarkowski,2024-2025,292,25020,277,15,9,7,9,0,177,45,25.4,9.3,0,7469,73.8,98,8,714,5528,26226,50,132,58,93,78,83.9,476,300,345,120,11,413,389,1544,20,1153,71.1,62,0,285,206,21,1,1207,0,0,,0,,DF,"Burnley,Everton",0,0,0,0,0,0,0,0,0,,228541.0,90.10474398,James Tarkowski,James Tarkowski ,96.7741935483871,Everton,194,1397
242,Everton,Dwight McNeil,https://en.wikipedia.org/wiki/Dwight_McNeil,,946,Dwight McNeil,2024-2025,217,17635,200,17,20,29,20,0,279,81,29.0,21.9,19,4899,68.2,326,131,586,5479,40158,603,366,329,661,365,55.2,326,202,141,126,59,42,168,211,3,113,42.6,17,0,117,192,10,0,1190,0,0,,0,,MF,"Burnley,Everton",0,0,0,0,0,0,0,0,0,,146072.0,91.38950882,Dwight McNeil,Dwight McNeil,100.0,Everton,195,945
229,Everton,Orel Mangala ,https://en.wikipedia.org/wiki/Orel_Mangala,,886,Orel Mangala,2024-2025,66,4374,53,13,3,1,3,0,35,10,28.6,20.8,0,1418,85.9,17,1,122,1061,5413,33,40,39,88,43,48.9,71,41,35,31,5,16,70,71,1,26,56.5,11,0,69,61,2,0,211,0,0,,0,,MF,"Everton,Nott'ham Forest",0,0,0,0,0,0,0,0,0,,215049.0,90.98903421,Orel Mangala,Orel Mangala ,96.0,Everton,196,885
58,Everton,Dominic Calvert-Lewin,https://en.wikipedia.org/wiki/Dominic_Calvert-Lewin,,231,Dominic Calvert-Lewin,2024-2025,235,15703,179,56,57,15,52,5,447,183,40.9,13.2,1,2125,61.7,110,12,236,2860,15705,235,563,216,265,119,44.9,89,55,15,34,40,21,48,197,1,953,47.8,29,0,272,235,127,0,382,0,0,,0,,"FW,MF",Everton,0,0,0,0,0,0,0,0,0,,293882.0,86.91723008,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100.0,Everton,197,230
265,Everton,Iliman Ndiaye,https://en.wikipedia.org/wiki/Iliman_Ndiaye,,1035,Iliman Ndiaye,2024-2025,23,1775,20,3,5,0,4,1,22,9,40.9,16.7,0,434,81.6,14,5,36,456,3803,67,41,35,119,54,45.4,42,21,17,13,12,4,16,18,1,4,25.0,3,0,15,36,5,0,138,0,0,,0,,MF,"Everton,Sheffield Utd",0,0,0,0,0,0,0,0,0,,306834.0,89.74171482,Iliman Ndiaye,Iliman Ndiaye,100.0,Everton,198,1034
154,Everton,Jack Harrison ,"https://en.wikipedia.org/wiki/Jack_Harrison_(footballer,_born_1996)",,613,Jack Harrison,2024-2025,154,11405,137,17,24,19,24,0,176,62,35.2,16.8,5,2755,64.2,196,53,377,3534,21372,420,368,257,423,184,43.5,216,126,67,83,66,10,75,109,2,63,27.5,8,0,122,128,23,0,665,0,0,,0,,"MF,FW","Everton,Leeds United",0,0,0,0,0,0,0,0,0,,167327.0,90.7437768,Jack Harrison,Jack Harrison ,96.2962962962963,Everton,199,612
378,Everton,João Virgínia,https://en.wikipedia.org/wiki/Jo%C3%A3o_Virg%C3%ADnia,,1483,João Virgínia,2024-2025,1,48,0,1,0,0,0,0,0,0,,,0,8,50.0,0,0,0,9,62,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,100.0,0,0.0,GK,Everton,0,0,0,0,0,0,0,0,0,,41473.0,98.79103604,João Virgínia,João Virgínia,100.0,Everton,200,1482
38,Everton,Beto,"https://en.wikipedia.org/wiki/Beto_(footballer,_born_1998)",,162,Beto,2024-2025,44,1268,10,34,4,0,4,0,54,16,29.6,14.0,0,127,57.7,11,0,16,237,1389,19,63,28,51,24,47.1,19,8,2,8,9,0,1,17,0,68,45.0,3,0,33,27,15,0,43,0,0,,0,,FW,Everton,0,0,0,0,0,0,0,0,0,,156300.0,93.54150658,Beto,Beto,100.0,Everton,201,161
273,Everton,Jake O'Brien,https://en.wikipedia.org/wiki/Jake_O%27Brien_(footballer),,1068,Jake O'Brien,2024-2025,5,221,2,3,0,0,0,0,0,0,,,0,78,77.2,1,1,5,57,253,1,1,0,5,1,20.0,7,6,6,1,0,1,1,20,0,3,60.0,2,0,2,0,0,0,7,0,0,,0,,DF,Everton,0,0,0,0,0,0,0,0,0,,293315.0,90.95537563,Jake O'Brien,Jake O'Brien,100.0,Everton,202,1067
99,Everton,Abdoulaye Doucouré,https://en.wikipedia.org/wiki/Abdoulaye_Doucour%C3%A9,,401,Abdoulaye Doucouré,2024-2025,265,21637,247,18,33,21,33,0,313,101,32.3,17.0,0,8430,80.7,229,9,988,7234,34845,373,360,246,350,211,60.3,448,274,183,201,64,52,242,255,7,266,47.8,57,1,313,101,48,2,1608,0,0,,0,,"FW,MF","Everton,Watford",0,0,0,0,0,0,0,0,0,,105770.0,93.3121485,Abdoulaye Doucouré,Abdoulaye Doucouré,100.0,Everton,203,400
64,Everton,Youssef Chermiti,https://en.wikipedia.org/wiki/Youssef_Chermiti,,270,Youssef Chermiti,2024-2025,18,208,1,17,0,0,0,0,7,2,28.6,14.6,0,35,60.3,4,0,5,55,320,5,14,6,11,3,27.3,3,2,2,1,0,1,1,2,0,15,44.1,3,0,11,4,6,0,9,0,0,,0,,FW,Everton,0,0,0,0,0,0,0,0,0,,74404.0,97.05801108,Youssef Chermiti,Youssef Chermiti,100.0,Everton,204,269
397,Everton,Ashley Young,https://en.wikipedia.org/wiki/Ashley_Young,,1561,Ashley Young,2024-2025,472,36459,409,63,49,74,41,5,81,196,22.2,22.7,12,5909,73.7,150,64,643,4485,22598,299,103,66,176,86,48.9,285,183,164,95,26,41,215,382,6,98,47.8,92,4,502,197,9,2,768,0,0,,0,,DF,"Aston Villa,Everton,Manchester Utd,Watford",0,0,0,0,2,0,0,0,1,,724325.0,84.69460389,Ashley Young,Ashley Young,100.0,Everton,205,1560
263,Everton,Vitaliy Mykolenko,https://en.wikipedia.org/wiki/Vitaliy_Mykolenko,,1026,Vitaliy Mykolenko,2024-2025,95,7914,90,5,3,0,3,0,55,10,18.2,19.6,0,2700,73.9,53,36,251,1896,8072,72,92,28,76,36,47.4,190,110,119,57,14,36,122,311,1,93,48.9,7,0,82,56,1,0,408,0,0,,0,,DF,Everton,0,0,0,0,0,0,0,0,0,,67842.0,94.79612576,Vitaliy Mykolenko,Vitaliy Mykolenko,100.0,Everton,206,1025
49,Everton,Armando Broja ,https://en.wikipedia.org/wiki/Armando_Broja,,196,Armando Broja,2024-2025,71,2975,31,40,8,1,8,0,68,26,38.2,12.7,0,406,66.2,17,0,43,594,4113,85,110,85,133,61,45.9,21,7,3,12,6,3,4,18,0,116,34.7,3,0,44,46,24,0,117,0,0,,0,,FW,"Chelsea,Everton,Fulham,Southampton",0,0,0,0,0,0,0,0,0,,534073.0,80.94269667,Armando Broja,Armando Broja ,96.2962962962963,Everton,207,195
71,Everton,Séamus Coleman ,https://en.wikipedia.org/wiki/S%C3%A9amus_Coleman,,297,Séamus Coleman,2024-2025,367,28871,325,42,22,24,22,0,74,83,37.8,17.4,0,4819,75.2,78,43,482,3829,20680,244,188,105,275,165,60.0,254,218,144,79,31,57,163,366,10,141,54.7,39,2,226,139,12,3,798,0,0,,0,,DF,Everton,0,0,0,0,1,0,0,0,0,,267195.0,91.65578716,Séamus Coleman,Séamus Coleman ,96.55172413793103,Everton,208,296
10,Everton,Carlos Alcaraz ,https://en.wikipedia.org/wiki/Carlos_Alcaraz_(footballer),,33,Carlos Alcaraz,2024-2025,19,1039,13,6,4,2,4,0,25,11,44.0,19.6,0,235,77.6,6,1,34,270,1404,24,30,24,30,13,43.3,10,5,2,7,1,5,2,11,0,8,22.9,3,0,17,17,2,0,55,0,0,,0,,"MF,FW",Southampton,0,0,0,0,0,0,0,0,0,,244985.0,91.80090347,Carlos Alcaraz,Carlos Alcaraz ,96.55172413793103,Everton,209,32
131,Everton,Idrissa Gueye,https://en.wikipedia.org/wiki/Idrissa_Gueye,,528,Idrissa Gana Gueye,2024-2025,213,17453,206,7,7,8,7,0,127,37,26.0,24.2,2,5266,84.1,73,9,610,4112,20535,137,140,122,141,82,58.2,501,429,251,195,55,40,324,162,5,118,52.7,53,2,332,251,1,0,1083,0,0,,0,,MF,"Aston Villa,Everton",0,0,0,0,0,0,0,0,0,,,90.59528703,Idrissa Gana Gueye,Idrissa Gueye,83.87096774193549,Everton,210,527
218,Everton,Jesper Lindstrøm ,https://en.wikipedia.org/wiki/Jesper_Lindstr%C3%B8m,,834,Jesper Lindstrøm,2024-2025,18,799,9,9,0,0,0,0,25,8,32.0,21.4,6,193,66.6,16,6,12,200,1161,24,21,16,31,7,22.6,32,18,19,12,1,3,10,10,0,4,28.6,1,0,7,6,1,0,43,0,0,,0,,FW,Everton,0,0,0,0,0,0,0,0,0,,145847.0,94.87228834,Jesper Lindstrøm,Jesper Lindstrøm ,96.96969696969697,Everton,211,833
31,Everton,Asmir Begović,https://en.wikipedia.org/wiki/Asmir_Begovi%C4%87,,135,Asmir Begović,2024-2025,256,22729,251,5,1,0,1,0,0,1,,,0,1203,62.1,1,0,0,846,4556,0,3,0,0,0,,0,0,0,0,0,0,3,35,14,25,89.3,12,0,2,10,0,0,45,360,756,68.1,64,25.5,GK,"Bournemouth,Chelsea,Everton,Portsmouth,Stoke City",0,0,0,0,0,0,0,0,1,,243493.0,88.82407948,Asmir Begović,Asmir Begović,100.0,Everton,212,134
48,Everton,Jarrad Branthwaite,https://en.wikipedia.org/wiki/Jarrad_Branthwaite,,188,Jarrad Branthwaite,2024-2025,60,4982,54,6,4,0,4,0,21,7,33.3,11.7,0,1823,81.0,5,0,120,1280,5870,9,32,5,15,9,60.0,100,51,67,31,2,50,69,266,4,130,59.9,11,1,34,33,6,0,265,0,0,,0,,DF,Everton,0,0,0,0,0,0,0,0,0,,567491.0,80.28743348,Jarrad Branthwaite,Jarrad Branthwaite,100.0,Everton,213,187
133,Everton,James Garner,"https://en.wikipedia.org/wiki/James_Garner_(footballer,_born_2001)",,531,James Garner,2024-2025,60,4084,43,17,1,3,1,0,52,13,25.0,22.4,7,1297,75.6,52,9,136,1017,5290,45,46,14,61,29,47.5,109,65,42,50,17,17,61,70,1,36,49.3,11,0,59,56,4,0,257,0,0,,0,,MF,"Everton,Manchester Utd",0,0,0,0,0,0,0,0,0,,109870.0,94.43838555,James Garner,James Garner,100.0,Everton,214,530
171,Everton,Tim Iroegbunam,https://en.wikipedia.org/wiki/Tim_Iroegbunam,,675,Tim Iroegbunam,2024-2025,18,639,6,12,0,0,0,0,5,0,0.0,18.6,0,143,79.0,2,0,15,137,801,9,8,12,19,8,42.1,30,18,15,9,6,0,12,9,1,9,90.0,3,0,21,9,0,0,57,0,0,,0,,MF,"Aston Villa,Everton,West Brom",0,0,0,0,0,0,0,0,0,,141609.0,95.00187214,Tim Iroegbunam,Tim Iroegbunam,100.0,Everton,215,674
212,Fulham,Bernd Leno,https://en.wikipedia.org/wiki/Bernd_Leno,,823,Bernd Leno,2024-2025,198,17706,197,1,0,1,0,0,0,0,,,0,5669,78.4,2,0,4,4412,21039,0,3,2,1,1,100.0,4,3,4,0,0,0,4,75,16,53,91.4,10,1,3,22,0,2,279,270,645,73.5,48,24.4,GK,"Arsenal,Fulham",0,0,0,0,0,0,0,0,0,,181356.0,90.17686097,Bernd Leno,Bernd Leno,100.0,Fulham,216,822
355,Fulham,Kenny Tete,https://en.wikipedia.org/wiki/Kenny_Tete,,1411,Kenny Tete,2024-2025,82,6179,72,10,2,8,2,0,42,9,21.4,16.8,0,2740,75.3,49,47,270,2131,11223,166,67,45,92,47,51.1,199,120,107,63,29,31,123,201,1,82,56.2,16,0,109,96,2,0,320,0,0,,0,,"DF,MF",Fulham,0,0,0,0,0,0,0,0,0,,65254.0,95.19356656,Kenny Tete,Kenny Tete,100.0,Fulham,217,1410
30,Fulham,Calvin Bassey,https://en.wikipedia.org/wiki/Calvin_Bassey,,125,Calvin Bassey,2024-2025,51,4283,47,4,1,0,1,0,15,4,26.7,15.1,0,2712,87.7,3,0,134,2202,10950,33,33,13,32,18,56.3,79,48,51,27,1,25,41,154,9,57,53.3,11,1,28,32,4,0,277,0,0,,0,,DF,Fulham,0,0,0,0,0,0,0,0,0,,274554.0,89.64449305,Calvin Bassey,Calvin Bassey,100.0,Fulham,218,124
13,Fulham,Joachim Andersen,https://en.wikipedia.org/wiki/Joachim_Andersen_(footballer),,56,Joachim Andersen,2024-2025,150,13166,147,3,4,7,4,0,74,26,35.1,14.7,4,7708,80.2,61,13,507,6325,32752,78,39,22,55,38,69.1,175,110,114,55,6,71,163,745,6,364,65.2,29,2,142,73,5,3,768,0,0,,0,,DF,"Crystal Palace,Fulham",0,0,0,0,0,0,0,0,0,,225427.0,88.94934873,Joachim Andersen,Joachim Andersen,100.0,Fulham,219,55
297,Fulham,Harrison Reed,https://en.wikipedia.org/wiki/Harrison_Reed_(footballer),,1193,Harrison Reed,2024-2025,120,7046,82,38,3,8,3,0,43,15,30.2,22.8,1,2931,81.8,71,16,288,2132,9107,65,85,50,63,30,47.6,141,87,56,68,17,32,86,93,1,59,43.1,18,0,118,58,4,1,420,0,0,,0,,MF,"Fulham,Southampton",0,0,0,0,0,0,0,0,0,,51882.0,94.80394367,Harrison Reed,Harrison Reed,100.0,Fulham,220,1192
179,Fulham,Raúl Jiménez,https://en.wikipedia.org/wiki/Ra%C3%BAl_Jim%C3%A9nez,,700,Raúl Jiménez,2024-2025,182,13492,157,25,55,20,45,10,419,140,33.4,15.2,1,2921,71.1,163,17,342,3315,17705,263,441,280,340,167,49.1,128,75,28,69,31,15,75,144,4,348,42.9,22,3,187,200,111,1,443,0,0,,0,,FW,"Fulham,Wolves",0,0,0,0,0,0,0,0,0,,341987.0,85.09606753,Raúl Jiménez,Raúl Jiménez,100.0,Fulham,221,699
391,Fulham,Harry Wilson,"https://en.wikipedia.org/wiki/Harry_Wilson_(footballer,_born_1997)",,1539,Harry Wilson,2024-2025,114,5205,57,57,18,10,18,0,142,46,32.4,19.0,17,1489,74.6,65,9,205,1650,9440,104,103,52,123,53,43.1,75,46,32,30,13,8,32,46,2,19,25.3,11,0,54,128,8,0,254,0,0,,0,,"FW,MF","Bournemouth,Fulham,Liverpool",0,0,0,0,0,0,0,0,0,,252896.0,88.60341599,Harry Wilson,Harry Wilson,100.0,Fulham,222,1538
260,Fulham,Rodrigo Muniz,https://en.wikipedia.org/wiki/Rodrigo_Muniz_(Brazilian_footballer),,1011,Rodrigo Muniz,2024-2025,48,2247,23,25,12,2,12,0,97,36,37.1,11.8,0,198,62.3,24,0,37,358,1232,12,80,50,33,9,27.3,12,5,2,7,3,4,10,27,0,115,42.1,2,0,32,53,5,0,43,0,0,,0,,FW,Fulham,0,0,0,0,0,0,0,0,0,,253001.0,90.41600234,Rodrigo Muniz,Rodrigo Muniz,100.0,Fulham,223,1010
56,Fulham,Tom Cairney ,https://en.wikipedia.org/wiki/Tom_Cairney,,227,Tom Cairney,2024-2025,136,6723,65,71,7,6,7,0,78,22,25.6,21.4,1,3972,88.1,102,22,521,3192,16866,163,105,108,144,98,68.1,94,48,26,48,20,13,32,26,2,38,48.1,10,1,52,117,1,1,393,0,0,,0,,MF,"Fulham,Hull City",0,0,0,0,0,0,0,0,0,,123534.0,92.31543838,Tom Cairney,Tom Cairney ,95.65217391304348,Fulham,224,226
364,Fulham,Adama Traoré,"https://en.wikipedia.org/wiki/Adama_Traor%C3%A9_(footballer,_born_1996)",,1436,Adama Traoré,2024-2025,233,11877,113,120,14,21,14,0,196,62,31.6,18.2,0,2338,67.0,195,91,307,3402,34822,811,378,251,832,579,69.6,113,95,48,38,27,6,40,57,4,222,49.7,14,0,174,316,37,0,452,0,0,,0,,"FW,MF","Aston Villa,Fulham,Middlesbrough,Wolves",0,0,0,0,0,0,0,0,0,,656918.0,75.47045716,Adama Traoré,Adama Traoré,100.0,Fulham,225,1435
