,Unnamed: 0,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team_df1,MVP,ROY,DPOY,All_NBA,Champ,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index,Team_Pageviews
383,299,Philadelphia 76ers,Tyrese Maxey,https://en.wikipedia.org/wiki/Tyrese_Maxey,614961.0,503,Tyrese Maxey,2024-25,300,227,1,9513,2067,4484,1423,2808,644,1676,952,1106,105,792,897,1283,266,99,408,596,5730,0.461,0.507,0.384,0.861,0.576,0.533,G,PHI,0,0,0,0,0,794937.0,Tyrese Maxey,Tyrese Maxey,100.0,Philadelphia 76ers,405,502,682002
384,301,Philadelphia 76ers,Jared McCain,https://en.wikipedia.org/wiki/Jared_McCain,718788.0,506,Jared McCain,2024-25,23,8,0,592,126,274,75,141,51,133,49,56,13,43,56,60,15,0,37,37,352,0.46,0.532,0.383,0.875,0.589,0.553,G,PHI,0,0,0,0,0,1594160.0,Jared McCain,Jared McCain,100.0,Philadelphia 76ers,406,505,682002
385,354,Philadelphia 76ers,Kelly Oubre Jr.,https://en.wikipedia.org/wiki/Kelly_Oubre_Jr.,308059.0,601,Kelly Oubre Jr.,2024-25,633,289,0,16939,3007,6896,2049,3949,958,2947,1336,1780,663,2225,2888,701,649,315,696,1657,8308,0.436,0.519,0.325,0.751,0.541,0.506,F,"CHO,GSW,PHI,PHO,WAS",0,0,0,0,0,1400000.0,Kelly Oubre Jr.,Kelly Oubre Jr.,100.0,Philadelphia 76ers,407,600,682002
386,387,Philadelphia 76ers,Alex Reese,https://en.wikipedia.org/wiki/Alex_Reese,11956.0,655,Alex Reese,2024-25,1,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1.0,1.0,,,1.0,1.0,F,OKC,0,0,0,0,0,0.0,Alex Reese,Alex Reese,100.0,Philadelphia 76ers,408,654,682002
387,476,Philadelphia 76ers,Lonnie Walker IV,https://en.wikipedia.org/wiki/Lonnie_Walker_IV,236219.0,798,Lonnie Walker IV,2023-24,322,88,0,6548,1179,2795,727,1526,452,1269,361,454,82,646,728,468,174,88,281,426,3171,0.422,0.476,0.356,0.795,0.529,0.503,G,"BRK,LAL,PHI,SAS",0,0,0,0,0,427000.0,Lonnie Walker IV,Lonnie Walker IV,100.0,Philadelphia 76ers,409,797,682002
388,508,Philadelphia 76ers,Guerschon Yabusele,https://en.wikipedia.org/wiki/Guerschon_Yabusele,588614.0,858,Guerschon Yabusele,2024-25,113,23,0,1493,203,418,123,204,80,214,80,117,113,201,314,105,40,29,76,154,566,0.486,0.603,0.374,0.684,0.603,0.581,F-C,"BOS,PHI",0,0,0,0,0,142915.0,Guerschon Yabusele,Guerschon Yabusele,100.0,Philadelphia 76ers,410,857,682002
389,7,Phoenix Suns,Grayson Allen,https://en.wikipedia.org/wiki/Grayson_Allen,372948.0,10,Grayson Allen,2024-25,371,246,0,9459,1309,2900,525,1004,784,1896,523,605,189,934,1123,733,269,102,359,589,3925,0.451,0.523,0.414,0.864,0.62,0.587,G,"MEM,MIL,PHO,UTA",0,0,0,0,0,374744.0,Grayson Allen,Grayson Allen,100.0,Phoenix Suns,411,9,505170
390,32,Phoenix Suns,Bradley Beal,https://en.wikipedia.org/wiki/Bradley_Beal,349771.0,49,Bradley Beal,2024-25,777,737,3,26813,6199,13378,4524,8917,1675,4461,2789,3398,675,2498,3173,3332,856,332,1895,1745,16862,0.463,0.507,0.375,0.821,0.567,0.526,G,"PHO,WAS",0,0,0,1,0,1325794.0,Bradley Beal,Bradley Beal,100.0,Phoenix Suns,412,48,505170
391,41,Phoenix Suns,Bol Bol,https://en.wikipedia.org/wiki/Bol_Bol,646784.0,69,Bol Bol,2024-25,175,35,0,2356,420,762,352,552,68,210,122,165,115,503,618,105,46,130,161,165,1030,0.551,0.638,0.324,0.739,0.617,0.596,F-C,"DEN,ORL,PHO",0,0,0,0,0,934218.0,Bol Bol,Bol Bol,100.0,Phoenix Suns,413,68,505170
392,43,Phoenix Suns,Devin Booker,https://en.wikipedia.org/wiki/Devin_Booker,1234028.0,74,Devin Booker,2024-25,634,609,4,21682,5394,11648,4055,7892,1339,3756,3330,3818,386,2170,2556,3234,554,184,1901,1853,15457,0.463,0.514,0.356,0.872,0.58,0.521,G,PHO,0,0,0,2,0,5682949.0,Devin Booker,Devin Booker,100.0,Phoenix Suns,414,73,505170
393,50,Phoenix Suns,Jalen Bridges,https://en.wikipedia.org/wiki/Jalen_Bridges,28054.0,85,Jalen Bridges,2024-25,4,0,0,17,0,3,0,0,0,3,1,2,0,3,3,0,0,0,2,0,1,0.0,,0.0,0.5,0.129,0.0,F,PHO,0,0,0,0,0,18761.0,Jalen Bridges,Jalen Bridges,100.0,Phoenix Suns,415,84,505170
394,125,Phoenix Suns,Ryan Dunn,https://en.wikipedia.org/wiki/Ryan_Dunn_(basketball),113614.0,218,Ryan Dunn,2024-25,37,21,0,757,114,247,70,112,44,135,9,19,38,93,131,33,19,26,16,91,281,0.462,0.625,0.326,0.474,0.55,0.551,F,PHO,0,0,0,0,0,36003.0,Ryan Dunn,Ryan Dunn,100.0,Phoenix Suns,416,217,505170
395,126,Phoenix Suns,Kevin Durant,https://en.wikipedia.org/wiki/Kevin_Durant,3017983.0,219,Kevin Durant,2024-25,1092,1089,14,40095,10256,20462,8159,15037,2097,5425,7164,8118,731,6922,7653,4776,1149,1238,3463,2087,29773,0.501,0.543,0.387,0.882,0.619,0.552,F-G,"BRK,GSW,OKC,PHO,SEA",1,1,0,11,2,13742097.0,Kevin Durant,Kevin Durant,100.0,Phoenix Suns,417,218,505170
396,159,Phoenix Suns,Collin Gillespie,https://en.wikipedia.org/wiki/Collin_Gillespie,94425.0,278,Collin Gillespie,2024-25,25,0,0,228,33,71,17,32,16,39,8,12,1,20,21,27,13,0,14,24,90,0.465,0.531,0.41,0.667,0.59,0.577,G,"DEN,PHO",0,0,0,0,0,61587.0,Collin Gillespie,Collin Gillespie,100.0,Phoenix Suns,418,277,505170
397,208,Phoenix Suns,Oso Ighodaro,https://en.wikipedia.org/wiki/Oso_Ighodaro,89484.0,368,Oso Ighodaro,2024-25,34,2,0,565,58,103,58,101,0,2,19,33,34,92,126,33,16,13,21,58,135,0.563,0.574,0.0,0.576,0.574,0.563,F,PHO,0,0,0,0,0,17898.0,Oso Ighodaro,Oso Ighodaro,100.0,Phoenix Suns,419,367,505170
398,246,Phoenix Suns,Tyus Jones,https://en.wikipedia.org/wiki/Tyus_Jones,202418.0,421,Tyus Jones,2024-25,641,200,0,13455,1897,4240,1290,2613,607,1627,471,577,174,1105,1279,2841,637,62,518,501,4872,0.447,0.494,0.373,0.816,0.542,0.519,G,"MEM,MIN,PHO,WAS",0,0,0,0,0,408990.0,Tyus Jones,Tyus Jones,100.0,Phoenix Suns,420,420,505170
399,272,Phoenix Suns,Damion Lee,https://en.wikipedia.org/wiki/Damion_Lee,150778.0,458,Damion Lee,2024-25,298,58,0,6091,833,1920,455,913,378,1007,359,408,140,848,988,415,191,28,241,473,2403,0.434,0.498,0.375,0.88,0.572,0.532,G,"ATL,GSW,PHO",0,0,0,0,1,281334.0,Damion Lee,Damion Lee,100.0,Phoenix Suns,421,457,505170
400,293,Phoenix Suns,Cody Martin,https://en.wikipedia.org/wiki/Cody_Martin_(basketball),102287.0,493,Cody Martin,2024-25,242,53,0,5424,583,1321,419,808,164,513,196,298,236,665,901,555,242,96,230,376,1526,0.441,0.519,0.32,0.658,0.525,0.503,G-F,CHO,0,0,0,0,0,60095.0,Cody Martin,Cody Martin,100.0,Phoenix Suns,422,492,505170
401,312,Phoenix Suns,Vasilije Micić,https://en.wikipedia.org/wiki/Vasilije_Mici%C4%87,274495.0,526,Vasilije Micić,2024-25,87,32,0,1720,226,566,152,320,74,246,83,103,30,121,151,356,44,7,151,97,609,0.399,0.475,0.301,0.806,0.498,0.465,G,"CHO,OKC,PHO",0,0,0,0,0,0.0,Vasilije Micić,Vasilije Micić,100.0,Phoenix Suns,423,525,505170
402,334,Phoenix Suns,Monté Morris,https://en.wikipedia.org/wiki/Mont%C3%A9_Morris,125921.0,557,Monte Morris,2024-25,409,166,0,9695,1540,3248,1082,2064,458,1184,384,465,140,835,975,1496,297,73,301,424,3922,0.474,0.524,0.387,0.826,0.568,0.545,G,"DEN,DET,MIN,PHO,WAS",0,0,0,0,0,284612.0,Monte Morris,Monté Morris,91.66666666666666,Phoenix Suns,424,556,505170
403,349,Phoenix Suns,Royce O'Neale,https://en.wikipedia.org/wiki/Royce_O%27Neale,92268.0,586,Royce O'Neale,2024-25,560,306,0,14773,1386,3241,555,1082,831,2159,310,401,374,2341,2715,1351,449,249,574,1338,3913,0.428,0.513,0.385,0.773,0.573,0.556,F,"BRK,PHO,UTA",0,0,0,0,0,149156.0,Royce O'Neale,Royce O'Neale,100.0,Phoenix Suns,425,585,505170
404,363,Phoenix Suns,Mason Plumlee,https://en.wikipedia.org/wiki/Mason_Plumlee,186912.0,620,Mason Plumlee,2024-25,826,475,0,18207,2657,4474,2655,4426,2,48,1431,2493,1717,3855,5572,1988,579,685,1175,2218,6747,0.594,0.6,0.042,0.574,0.606,0.594,C-F,"BRK,CHO,DEN,DET,LAC,PHO,POR",0,0,0,0,0,946.0,Mason Plumlee,Mason Plumlee,100.0,Phoenix Suns,426,619,505170
405,391,Phoenix Suns,Nick Richards,https://en.wikipedia.org/wiki/Nick_Richards,336.0,659,Nick Richards,2024-25,222,74,0,3875,592,910,591,906,1,4,372,512,412,809,1221,136,54,192,192,438,1557,0.651,0.652,0.25,0.727,0.686,0.651,F-C,"CHO,PHO",0,0,0,0,0,124632.0,Nick Richards,Nick Richards,100.0,Phoenix Suns,427,658,505170
406,483,Phoenix Suns,TyTy Washington Jr.,https://en.wikipedia.org/wiki/TyTy_Washington_Jr.,65903.0,809,TyTy Washington Jr.,2024-25,46,2,0,517,67,186,44,97,23,89,10,18,3,48,51,56,20,2,17,30,167,0.36,0.454,0.258,0.556,0.431,0.422,G,"HOU,MIL,PHO",0,0,0,0,0,0.0,TyTy Washington Jr.,TyTy Washington Jr.,100.0,Phoenix Suns,428,808,505170
407,14,Portland Trail Blazers,Deni Avdija,https://en.wikipedia.org/wiki/Deni_Avdija,267874.0,22,Deni Avdija,2024-25,326,176,0,8618,1227,2680,877,1622,350,1058,573,768,283,1683,1966,854,256,148,498,809,3377,0.458,0.541,0.331,0.746,0.559,0.523,G-F,"POR,WAS",0,0,0,0,0,245950.0,Deni Avdija,Deni Avdija,100.0,Portland Trail Blazers,429,21,393308
408,15,Portland Trail Blazers,Deandre Ayton,https://en.wikipedia.org/wiki/Deandre_Ayton,379316.0,24,Deandre Ayton,2024-25,389,382,0,11991,2837,4810,2809,4691,28,119,684,905,1184,2888,4072,630,284,372,672,1030,6386,0.59,0.599,0.235,0.756,0.613,0.593,C,"PHO,POR",0,0,0,0,0,449608.0,Deandre Ayton,Deandre Ayton,100.0,Portland Trail Blazers,430,23,393308
409,23,Portland Trail Blazers,Dalano Banton,https://en.wikipedia.org/wiki/Dalano_Banton,108881.0,35,Dalano Banton,2024-25,182,12,0,2549,445,1089,318,680,127,409,182,254,101,314,415,339,101,59,193,198,1199,0.409,0.468,0.311,0.717,0.499,0.467,G-F,"BOS,POR,TOR",0,0,0,0,1,70661.0,Dalano Banton,Dalano Banton,100.0,Portland Trail Blazers,431,34,393308
410,67,Portland Trail Blazers,Toumani Camara,https://en.wikipedia.org/wiki/Toumani_Camara,70458.0,120,Toumani Camara,2024-25,111,90,0,3019,342,783,225,434,117,349,117,157,230,336,566,169,124,56,144,294,918,0.437,0.518,0.335,0.745,0.539,0.511,F,POR,0,0,0,0,0,35472.0,Toumani Camara,Toumani Camara,100.0,Portland Trail Blazers,432,119,393308
411,83,Portland Trail Blazers,Sidy Cissoko,https://en.wikipedia.org/wiki/Sidy_Cissoko,42362.0,149,Sidy Cissoko,2024-25,26,0,0,185,24,48,20,30,4,18,12,19,10,21,31,16,7,3,4,23,64,0.5,0.667,0.222,0.632,0.568,0.542,G,"POR,SAS",0,0,0,0,0,33449.0,Sidy Cissoko,Sidy Cissoko,100.0,Portland Trail Blazers,433,148,393308
412,88,Portland Trail Blazers,Donovan Clingan,https://en.wikipedia.org/wiki/Donovan_Clingan,592323.0,156,Donovan Clingan,2024-25,31,8,0,516,72,134,66,114,6,20,25,34,85,116,201,20,15,48,38,79,175,0.537,0.579,0.3,0.735,0.587,0.56,C,POR,0,0,0,0,0,92870.0,Donovan Clingan,Donovan Clingan,100.0,Portland Trail Blazers,434,155,393308
413,164,Portland Trail Blazers,Jerami Grant,https://en.wikipedia.org/wiki/Jerami_Grant,204376.0,288,Jerami Grant,2024-25,703,418,0,19533,3146,6972,2239,4486,907,2486,2012,2683,595,2177,2772,1118,469,734,895,1604,9211,0.451,0.499,0.365,0.75,0.565,0.516,F,"DEN,DET,OKC,PHI,POR",0,0,0,0,0,208624.0,Jerami Grant,Jerami Grant,100.0,Portland Trail Blazers,435,287,393308
414,188,Portland Trail Blazers,Scoot Henderson,https://en.wikipedia.org/wiki/Scoot_Henderson,262716.0,331,Scoot Henderson,2024-25,97,38,0,2703,457,1148,322,743,135,405,259,323,77,224,301,521,88,24,311,287,1308,0.398,0.433,0.333,0.802,0.507,0.457,G,POR,0,0,0,0,0,506785.0,Scoot Henderson,Scoot Henderson,100.0,Portland Trail Blazers,436,330,393308
415,307,Portland Trail Blazers,Bryce McGowens,https://en.wikipedia.org/wiki/Bryce_McGowens,32740.0,516,Bryce McGowens,2024-25,109,21,0,1680,184,437,124,253,60,184,126,166,38,158,196,106,36,16,74,122,554,0.421,0.49,0.326,0.759,0.543,0.49,G-F,"CHO,POR",0,0,0,0,0,40029.0,Bryce McGowens,Bryce McGowens,100.0,Portland Trail Blazers,437,515,393308
416,320,Portland Trail Blazers,Justin Minaya,https://en.wikipedia.org/wiki/Justin_Minaya,27620.0,536,Justin Minaya,2024-25,43,1,0,486,29,98,14,37,15,61,5,10,35,39,74,27,12,15,13,47,78,0.296,0.378,0.246,0.5,0.381,0.372,F,POR,0,0,0,0,0,28469.0,Justin Minaya,Justin Minaya,100.0,Portland Trail Blazers,438,535,393308
417,339,Portland Trail Blazers,Kris Murray,https://en.wikipedia.org/wiki/Kris_Murray,103993.0,564,Kris Murray,2024-25,98,29,0,1876,212,512,147,270,65,242,49,83,126,182,308,116,66,29,77,128,538,0.414,0.544,0.269,0.59,0.49,0.478,F,POR,0,0,0,0,0,48160.0,Kris Murray,Kris Murray,100.0,Portland Trail Blazers,439,563,393308
418,383,Portland Trail Blazers,Duop Reath,https://en.wikipedia.org/wiki/Duop_Reath,152078.0,649,Duop Reath,2024-25,88,20,0,1335,246,542,148,265,98,277,75,101,101,168,269,73,33,40,56,176,665,0.454,0.558,0.354,0.743,0.567,0.544,C,POR,0,0,0,0,0,37895.0,Duop Reath,Duop Reath,100.0,Portland Trail Blazers,440,648,393308
419,400,Portland Trail Blazers,Rayan Rupert,https://en.wikipedia.org/wiki/Rayan_Rupert,34906.0,675,Rayan Rupert,2024-25,69,12,0,896,85,236,47,124,38,112,31,41,44,86,130,76,20,5,46,75,239,0.36,0.379,0.339,0.756,0.47,0.441,G,POR,0,0,0,0,0,28021.0,Rayan Rupert,Rayan Rupert,100.0,Portland Trail Blazers,441,674,393308
420,416,Portland Trail Blazers,Shaedon Sharpe,https://en.wikipedia.org/wiki/Shaedon_Sharpe,118052.0,701,Shaedon Sharpe,2024-25,146,71,0,3912,713,1594,485,919,228,675,262,335,130,397,527,280,94,45,222,286,1916,0.447,0.528,0.338,0.782,0.55,0.519,G,POR,0,0,0,0,0,196076.0,Shaedon Sharpe,Shaedon Sharpe,100.0,Portland Trail Blazers,442,700,393308
421,422,Portland Trail Blazers,Anfernee Simons,https://en.wikipedia.org/wiki/Anfernee_Simons,144286.0,711,Anfernee Simons,2024-25,357,181,0,9341,1835,4263,973,2012,862,2251,642,731,119,767,886,1116,174,45,570,663,5174,0.43,0.484,0.383,0.878,0.564,0.532,G,POR,0,0,0,0,0,212329.0,Anfernee Simons,Anfernee Simons,100.0,Portland Trail Blazers,443,710,393308
422,451,Portland Trail Blazers,Matisse Thybulle,https://en.wikipedia.org/wiki/Matisse_Thybulle,142509.0,764,Matisse Thybulle,2023-24,332,119,0,6957,600,1378,322,555,278,823,108,159,186,472,658,360,510,270,186,632,1586,0.435,0.58,0.338,0.679,0.548,0.536,G,"PHI,POR",0,0,0,0,0,328244.0,Matisse Thybulle,Matisse Thybulle,100.0,Portland Trail Blazers,444,763,393308
423,474,Portland Trail Blazers,Jabari Walker,https://en.wikipedia.org/wiki/Jabari_Walker,54342.0,796,Jabari Walker,2024-25,158,24,0,2629,360,799,298,576,62,223,176,234,224,503,727,119,64,38,111,277,958,0.451,0.517,0.278,0.752,0.531,0.489,F,POR,0,0,0,0,0,30840.0,Jabari Walker,Jabari Walker,100.0,Portland Trail Blazers,445,795,393308
424,503,Portland Trail Blazers,Robert Williams III,https://en.wikipedia.org/wiki/Robert_Williams_III,154892.0,842,Robert Williams,2024-25,229,99,0,4639,737,1013,736,1006,1,7,187,277,574,982,1556,321,169,378,200,432,1662,0.728,0.732,0.143,0.675,0.732,0.728,C-F,"BOS,POR",0,0,0,0,0,238271.0,Robert Williams,Robert Williams III,88.23529411764706,Portland Trail Blazers,446,841,393308
425,71,Sacramento Kings,Devin Carter,https://en.wikipedia.org/wiki/Devin_Carter,127092.0,128,Devin Carter,2024-25,7,0,0,94,11,34,6,15,5,19,7,10,4,22,26,11,1,3,3,8,34,0.324,0.4,0.263,0.7,0.443,0.397,G,SAC,0,0,0,0,0,7387.0,Devin Carter,Devin Carter,100.0,Sacramento Kings,447,127,639156
426,99,Sacramento Kings,Isaiah Crawford,https://en.wikipedia.org/wiki/Isaiah_Crawford_(basketball),12178.0,173,Isaiah Crawford,2024-25,3,0,0,9,1,2,1,2,0,0,0,0,0,3,3,0,0,0,0,1,2,0.5,0.5,,,0.5,0.5,F,SAC,0,0,0,0,0,3803.0,Isaiah Crawford,Isaiah Crawford,100.0,Sacramento Kings,448,172,639156
427,100,Sacramento Kings,Jae Crowder,https://en.wikipedia.org/wiki/Jae_Crowder,186777.0,174,Jae Crowder,2024-25,810,436,0,20150,2589,6189,1358,2646,1231,3543,1103,1420,558,2830,3388,1279,789,269,674,1633,7512,0.418,0.513,0.347,0.777,0.551,0.518,F,"BOS,CLE,DAL,MEM,MIA,MIL,PHO,SAC,UTA",0,0,0,0,0,454000.0,Jae Crowder,Jae Crowder,100.0,Sacramento Kings,449,173,639156
428,110,Sacramento Kings,DeMar DeRozan,https://en.wikipedia.org/wiki/DeMar_DeRozan,969331.0,194,DeMar DeRozan,2024-25,1147,1135,6,39782,8737,18627,8176,16741,561,1886,6344,7537,805,4246,5051,4669,1154,376,2328,2586,24379,0.469,0.488,0.297,0.842,0.556,0.484,G-F,"CHI,SAC,SAS,TOR",0,0,0,3,0,3366619.0,DeMar DeRozan,DeMar DeRozan,100.0,Sacramento Kings,450,193,639156
429,133,Sacramento Kings,Keon Ellis,https://en.wikipedia.org/wiki/Keon_Ellis,91914.0,232,Keon Ellis,2024-25,113,31,0,1907,213,455,71,127,142,328,72,91,67,162,229,137,110,59,70,199,640,0.468,0.559,0.433,0.791,0.646,0.624,G,SAC,0,0,0,0,0,33526.0,Keon Ellis,Keon Ellis,100.0,Sacramento Kings,451,231,639156
430,147,Sacramento Kings,Markelle Fultz,https://en.wikipedia.org/wiki/Markelle_Fultz,499734.0,258,Markelle Fultz,2023-24,234,164,0,5939,1096,2322,1017,2034,79,288,324,443,212,585,797,1084,276,68,436,452,2595,0.472,0.5,0.274,0.731,0.516,0.489,G,"ORL,PHI,SAC",0,0,0,0,0,9100000.0,Markelle Fultz,Markelle Fultz,100.0,Sacramento Kings,452,257,639156
431,241,Sacramento Kings,Isaac Jones,https://en.wikipedia.org/wiki/Isaac_Jones_(basketball),21226.0,415,Isaac Jones,2024-25,22,0,0,176,32,49,31,45,1,4,11,20,10,21,31,4,2,8,11,22,76,0.653,0.689,0.25,0.55,0.657,0.663,F,SAC,0,0,0,0,0,7854.0,Isaac Jones,Isaac Jones,100.0,Sacramento Kings,453,414,639156
432,243,Sacramento Kings,Mason Jones,https://en.wikipedia.org/wiki/Mason_Jones_(basketball),29438.0,418,Mason Jones,2024-25,44,1,0,426,61,148,34,69,27,79,53,81,10,64,74,58,10,1,32,36,202,0.412,0.493,0.342,0.654,0.55,0.503,G,"HOU,LAL,PHI,SAC",0,0,0,0,0,27082.0,Mason Jones,Mason Jones,100.0,Sacramento Kings,454,417,639156
433,268,Sacramento Kings,Jake LaRavia,https://en.wikipedia.org/wiki/Jake_LaRavia,63970.0,452,Jake LaRavia,2024-25,111,6,0,2121,267,626,152,312,115,314,161,208,129,246,375,208,77,35,126,201,810,0.427,0.487,0.366,0.774,0.564,0.518,F,"MEM,SAC",0,0,0,0,0,38358.0,Jake LaRavia,Jake LaRavia,100.0,Sacramento Kings,456,451,639156
434,270,Sacramento Kings,Zach LaVine,https://en.wikipedia.org/wiki/Zach_LaVine,380124.0,454,Zach LaVine,2024-25,618,529,2,20152,4557,9751,3142,6097,1415,3654,2239,2688,282,2253,2535,2460,549,181,1629,1313,12768,0.467,0.515,0.387,0.833,0.584,0.54,G-F,"CHI,MIN,SAC",0,0,0,0,0,2323128.0,Zach LaVine,Zach LaVine,100.0,Sacramento Kings,457,453,639156
435,286,Sacramento Kings,Trey Lyles,https://en.wikipedia.org/wiki/Trey_Lyles,110667.0,482,Trey Lyles,2024-25,613,128,0,11280,1688,3830,1078,2073,610,1757,715,959,538,2124,2662,646,238,221,499,874,4701,0.441,0.52,0.347,0.746,0.553,0.52,F,"DEN,DET,SAC,SAS,UTA",0,0,0,0,0,159457.0,Trey Lyles,Trey Lyles,100.0,Sacramento Kings,458,481,639156
436,306,Sacramento Kings,Doug McDermott,https://en.wikipedia.org/wiki/Doug_McDermott,263955.0,513,Doug McDermott,2024-25,681,97,0,13451,2229,4735,1263,2379,966,2356,518,644,259,1191,1450,661,146,62,434,978,5942,0.471,0.531,0.41,0.804,0.592,0.573,F,"CHI,DAL,IND,NYK,OKC,SAC,SAS",0,0,0,0,0,226091.0,Doug McDermott,Doug McDermott,100.0,Sacramento Kings,459,512,639156
437,329,Sacramento Kings,Malik Monk,https://en.wikipedia.org/wiki/Malik_Monk,208734.0,548,Malik Monk,2024-25,492,59,0,10956,2123,4898,1242,2407,881,2491,799,941,174,1082,1256,1481,289,154,749,791,5926,0.433,0.516,0.354,0.849,0.558,0.523,G,"CHO,LAL,SAC",0,0,0,0,0,565372.0,Malik Monk,Malik Monk,100.0,Sacramento Kings,460,547,639156
438,338,Sacramento Kings,Keegan Murray,https://en.wikipedia.org/wiki/Keegan_Murray,187272.0,563,Keegan Murray,2024-25,196,194,0,6357,975,2180,515,944,460,1236,201,247,278,796,1074,281,169,133,158,474,2611,0.447,0.546,0.372,0.814,0.57,0.553,F,SAC,0,0,0,0,0,102778.0,Keegan Murray,Keegan Murray,100.0,Sacramento Kings,461,562,639156
439,402,Sacramento Kings,Domantas Sabonis,https://en.wikipedia.org/wiki/Domantas_Sabonis,844556.0,678,Domantas Sabonis,2024-25,615,475,3,18873,3861,6902,3571,6072,290,830,1862,2554,1634,4828,6462,2984,475,290,1575,1929,9874,0.559,0.588,0.349,0.729,0.615,0.58,C-F,"IND,OKC,SAC",0,0,0,2,0,368841.0,Domantas Sabonis,Domantas Sabonis,100.0,Sacramento Kings,462,677,639156
440,464,Sacramento Kings,Jonas Valančiūnas,https://en.wikipedia.org/wiki/Jonas_Valan%C4%8Di%C5%ABnas,264309.0,782,Jonas Valančiūnas,2024-25,897,835,0,22843,4749,8466,4514,7782,235,684,2184,2758,2464,5969,8433,1228,363,850,1487,2522,11917,0.561,0.58,0.344,0.792,0.616,0.575,C,"MEM,NOP,SAC,TOR,WAS",0,0,0,0,1,262000.0,Jonas Valančiūnas,Jonas Valančiūnas,100.0,Sacramento Kings,463,781,639156
441,25,San Antonio Spurs,Harrison Barnes,https://en.wikipedia.org/wiki/Harrison_Barnes,350686.0,38,Harrison Barnes,2024-25,952,891,0,29953,4673,10219,3330,6689,1343,3530,2564,3166,975,3613,4588,1673,645,171,1098,1425,13253,0.457,0.498,0.38,0.81,0.571,0.523,F,"DAL,GSW,SAC,SAS",0,0,0,0,1,960675.0,Harrison Barnes,Harrison Barnes,100.0,San Antonio Spurs,464,37,644137
442,28,San Antonio Spurs,Charles Bassey,https://en.wikipedia.org/wiki/Charles_Bassey,39635.0,42,Charles Bassey,2024-25,106,2,0,1190,204,321,201,308,3,13,54,84,167,292,459,88,41,95,85,179,465,0.636,0.653,0.231,0.643,0.65,0.64,C,"PHI,SAS",0,0,0,0,0,0.0,Charles Bassey,Charles Bassey,100.0,San Antonio Spurs,465,41,644137
443,38,San Antonio Spurs,Bismack Biyombo,https://en.wikipedia.org/wiki/Bismack_Biyombo,145306.0,63,Bismack Biyombo,2023-24,839,351,0,16384,1653,3091,1653,3088,0,3,945,1708,1606,3345,4951,551,217,1077,766,1822,4251,0.535,0.535,0.0,0.553,0.553,0.535,C-F,"CHA,CHO,MEM,OKC,ORL,PHO,SAS,TOR",0,0,0,0,0,0.0,Bismack Biyombo,Bismack Biyombo,100.0,San Antonio Spurs,466,62,644137
444,48,San Antonio Spurs,Malaki Branham,https://en.wikipedia.org/wiki/Malaki_Branham,48281.0,81,Malaki Branham,2024-25,167,61,0,3416,587,1348,398,775,189,573,130,153,59,301,360,309,67,17,193,224,1493,0.435,0.514,0.33,0.85,0.527,0.506,G,SAS,0,0,0,0,0,67754.0,Malaki Branham,Malaki Branham,100.0,San Antonio Spurs,467,80,644137
445,75,San Antonio Spurs,Stephon Castle,https://en.wikipedia.org/wiki/Stephon_Castle,333887.0,134,Stephon Castle,2024-25,40,23,0,1007,167,414,128,263,39,151,92,129,30,71,101,143,31,11,74,69,465,0.403,0.487,0.258,0.713,0.494,0.45,G,SAS,0,0,0,0,0,122463.0,Stephon Castle,Stephon Castle,100.0,San Antonio Spurs,468,133,644137
446,77,San Antonio Spurs,Julian Champagnie,https://en.wikipedia.org/wiki/Julian_Champagnie,92839.0,139,Julian Champagnie,2024-25,132,88,0,2885,382,913,146,274,236,639,133,158,84,362,446,165,83,67,110,162,1133,0.418,0.533,0.369,0.842,0.577,0.548,F,"PHI,SAS",0,0,0,0,0,28713.0,Julian Champagnie,Julian Champagnie,100.0,San Antonio Spurs,469,138,644137
447,123,San Antonio Spurs,David Duke Jr.,https://en.wikipedia.org/wiki/David_Duke_Jr.,32703.0,216,David Duke Jr.,2024-25,50,7,0,628,86,208,73,152,13,56,33,43,43,63,106,45,26,8,30,72,218,0.413,0.48,0.232,0.767,0.48,0.445,G,"BRK,SAS",0,0,0,0,0,0.0,David Duke Jr.,David Duke Jr.,100.0,San Antonio Spurs,470,215,644137
448,145,San Antonio Spurs,De'Aaron Fox,https://en.wikipedia.org/wiki/De%27Aaron_Fox,318861.0,253,De'Aaron Fox,2024-25,508,494,1,16870,4044,8574,3268,6242,776,2332,2086,2809,319,1666,1985,3115,728,213,1401,1323,10950,0.472,0.524,0.333,0.743,0.558,0.517,G,"SAC,SAS",0,0,0,1,0,1492135.0,De'Aaron Fox,De'Aaron Fox,100.0,San Antonio Spurs,471,252,644137
