,Unnamed: 0,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team_df1,MVP,ROY,DPOY,All_NBA,Champ,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index,Team_Pageviews
120,175,Denver Nuggets,PJ Hall,https://en.wikipedia.org/wiki/PJ_Hall_(basketball),59759.0,309,PJ Hall,2024-25,8,0,0,18,2,5,2,3,0,2,1,2,0,5,5,1,0,1,1,2,5,0.4,0.667,0.0,0.5,0.425,0.4,F,DEN,0,0,0,0,0,0.0,PJ Hall,PJ Hall,100.0,Denver Nuggets,127,308,721588
121,236,Denver Nuggets,Nikola Jokić,https://en.wikipedia.org/wiki/Nikola_Joki%C4%87,3156198.0,408,Nikola Jokić,2024-25,711,670,6,22395,5862,10513,5112,8423,750,2090,2750,3331,1905,5818,7723,5022,888,513,2057,1909,15224,0.558,0.607,0.359,0.826,0.635,0.593,C-F,DEN,3,0,0,6,1,0.0,Nikola Jokić,Nikola Jokić,100.0,Denver Nuggets,129,407,721588
122,244,Denver Nuggets,Spencer Jones,https://en.wikipedia.org/wiki/Spencer_Jones_(basketball),7516.0,419,Spencer Jones,2024-25,5,0,0,13,1,4,1,1,0,3,0,0,0,3,3,0,2,0,1,1,2,0.25,1.0,0.0,,0.25,0.25,F,DEN,0,0,0,0,0,2981.0,Spencer Jones,Spencer Jones,100.0,Denver Nuggets,130,418,721588
123,247,Denver Nuggets,DeAndre Jordan,https://en.wikipedia.org/wiki/DeAndre_Jordan,398669.0,422,DeAndre Jordan,2024-25,1085,788,1,27536,3813,5661,3811,5648,2,13,1752,3691,3144,7491,10635,1017,565,1556,1424,2648,9380,0.674,0.675,0.154,0.475,0.644,0.674,C,"BRK,DAL,DEN,LAC,LAL,NYK,PHI",0,0,0,3,1,1791966.0,DeAndre Jordan,DeAndre Jordan,100.0,Denver Nuggets,131,421,721588
124,337,Denver Nuggets,Jamal Murray,https://en.wikipedia.org/wiki/Jamal_Murray,721924.0,562,Jamal Murray,2024-25,505,431,0,15669,3286,7264,2217,4450,1069,2814,1269,1464,379,1519,1898,2322,506,185,1029,916,8910,0.452,0.498,0.38,0.867,0.563,0.526,G,DEN,0,0,0,0,1,1334026.0,Jamal Murray,Jamal Murray,100.0,Denver Nuggets,132,561,721588
125,346,Denver Nuggets,Zeke Nnaji,https://en.wikipedia.org/wiki/Zeke_Nnaji,56689.0,577,Zeke Nnaji,2024-25,219,7,0,2510,339,666,255,430,84,236,138,211,198,288,486,81,57,80,92,303,900,0.509,0.593,0.356,0.654,0.593,0.572,F,DEN,0,0,0,0,1,38416.0,Zeke Nnaji,Zeke Nnaji,100.0,Denver Nuggets,133,576,721588
126,360,Denver Nuggets,Jalen Pickett,https://en.wikipedia.org/wiki/Jalen_Pickett,40513.0,615,Jalen Pickett,2024-25,43,0,0,247,33,70,15,24,18,46,4,5,3,25,28,47,6,1,15,23,88,0.471,0.625,0.391,0.8,0.609,0.6,G,DEN,0,0,0,0,0,13860.0,Jalen Pickett,Jalen Pickett,100.0,Denver Nuggets,134,614,721588
127,144,Denver Nuggets,Michael Porter Jr.,https://en.wikipedia.org/wiki/Michael_Porter_Jr.,713130.0,251,Michael Foster Jr.,2022-23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,F,PHI,0,0,0,0,0,0.0,Michael Foster Jr.,Michael Porter Jr.,88.88888888888889,Denver Nuggets,135,250,721588
128,405,Denver Nuggets,Dario Šarić,https://en.wikipedia.org/wiki/Dario_%C5%A0ari%C4%87,191527.0,685,Dario Šarić,2024-25,490,230,0,11061,1823,4112,1186,2343,637,1769,823,983,677,1946,2623,939,278,97,720,984,5106,0.443,0.506,0.36,0.837,0.562,0.521,F-C,"DEN,GSW,MIN,OKC,PHI,PHO",0,0,0,0,0,0.0,Dario Šarić,Dario Šarić,100.0,Denver Nuggets,136,684,721588
129,438,Denver Nuggets,Julian Strawther,https://en.wikipedia.org/wiki/Julian_Strawther,70514.0,741,Julian Strawther,2024-25,92,0,0,1469,220,535,116,228,104,307,75,93,17,135,152,105,45,19,58,158,619,0.411,0.509,0.339,0.806,0.537,0.508,F,DEN,0,0,0,0,0,58410.0,Julian Strawther,Julian Strawther,100.0,Denver Nuggets,137,740,721588
130,461,Denver Nuggets,Hunter Tyson,https://en.wikipedia.org/wiki/Hunter_Tyson,45422.0,779,Hunter Tyson,2024-25,49,0,0,283,29,72,15,27,14,45,14,17,11,42,53,14,5,4,11,41,86,0.403,0.556,0.311,0.824,0.541,0.5,F,DEN,0,0,0,0,0,18052.0,Hunter Tyson,Hunter Tyson,100.0,Denver Nuggets,138,778,721588
131,486,Denver Nuggets,Peyton Watson,https://en.wikipedia.org/wiki/Peyton_Watson,131709.0,814,Peyton Watson,2024-25,145,18,0,2700,367,777,286,523,81,254,155,221,98,342,440,158,79,149,105,232,970,0.472,0.547,0.319,0.701,0.555,0.524,G-F,DEN,0,0,0,0,1,87993.0,Peyton Watson,Peyton Watson,100.0,Denver Nuggets,139,813,721588
132,489,Denver Nuggets,Russell Westbrook,https://en.wikipedia.org/wiki/Russell_Westbrook,1529687.0,820,Russell Westbrook,2024-25,1204,1060,9,40227,9260,21103,7935,16764,1325,4339,5915,7648,1928,6589,8517,9743,1914,392,4709,3077,25760,0.439,0.473,0.305,0.773,0.526,0.47,G,"DEN,HOU,LAC,LAL,OKC,WAS",1,0,0,9,0,23089756.0,Russell Westbrook,Russell Westbrook,100.0,Denver Nuggets,140,819,721588
133,33,Detroit Pistons,Malik Beasley,https://en.wikipedia.org/wiki/Malik_Beasley,207307.0,50,Malik Beasley,2024-25,538,202,0,12636,2206,5192,918,1856,1288,3336,378,483,225,1298,1523,727,351,64,437,715,6078,0.425,0.495,0.386,0.783,0.562,0.549,G,"DEN,DET,LAL,MIL,MIN,UTA",0,0,0,0,0,216949.0,Malik Beasley,Malik Beasley,100.0,Detroit Pistons,141,49,659926
134,101,Detroit Pistons,Cade Cunningham,https://en.wikipedia.org/wiki/Cade_Cunningham,377350.0,178,Cade Cunningham,2024-25,176,176,0,5915,1392,3191,1051,2185,341,1006,556,659,138,804,942,1249,179,103,652,494,3681,0.436,0.481,0.339,0.844,0.529,0.49,G,DET,0,0,0,0,0,646459.0,Cade Cunningham,Cade Cunningham,100.0,Detroit Pistons,142,177,659926
135,127,Detroit Pistons,Jalen Duren,https://en.wikipedia.org/wiki/Jalen_Duren,165916.0,220,Jalen Duren,2024-25,167,130,0,4422,765,1190,765,1184,0,6,307,444,551,1127,1678,311,98,151,291,501,1837,0.643,0.646,0.0,0.691,0.663,0.643,C,DET,0,0,0,0,0,166374.0,Jalen Duren,Jalen Duren,100.0,Detroit Pistons,143,219,659926
136,143,Detroit Pistons,Simone Fontecchio,https://en.wikipedia.org/wiki/Simone_Fontecchio,106579.0,246,Simone Fontecchio,2024-25,155,49,0,3080,449,1059,209,412,240,647,127,158,122,319,441,175,71,37,140,220,1265,0.424,0.507,0.371,0.804,0.56,0.537,F,"DET,UTA",0,0,0,0,0,175110.0,Simone Fontecchio,Simone Fontecchio,100.0,Detroit Pistons,144,245,659926
137,176,Detroit Pistons,Tim Hardaway Jr.,https://en.wikipedia.org/wiki/Tim_Hardaway_Jr.,322357.0,313,Tim Hardaway Jr.,2024-25,774,383,0,21181,3724,8906,1965,4038,1759,4868,1530,1884,246,1988,2234,1420,471,102,777,1263,10737,0.418,0.487,0.361,0.812,0.551,0.517,G,"ATL,DAL,DET,NYK",0,0,0,0,0,495868.0,Tim Hardaway Jr.,Tim Hardaway Jr.,100.0,Detroit Pistons,145,312,659926
138,180,Detroit Pistons,Ron Harper Jr.,https://en.wikipedia.org/wiki/Ron_Harper_Jr.,121037.0,318,Ron Harper Jr.,2023-24,10,0,0,52,8,16,5,7,3,9,1,1,3,4,7,5,0,1,0,5,20,0.5,0.714,0.333,1.0,0.608,0.594,G-F,TOR,0,0,0,0,0,0.0,Ron Harper Jr.,Ron Harper Jr.,100.0,Detroit Pistons,146,317,659926
139,182,Detroit Pistons,Tobias Harris,https://en.wikipedia.org/wiki/Tobias_Harris,356689.0,323,Tobias Harris,2024-25,937,817,0,29712,5794,12134,4519,8662,1275,3472,2276,2723,945,4846,5791,2231,727,516,1306,1866,15139,0.478,0.522,0.367,0.836,0.568,0.53,F,"DET,LAC,MIL,ORL,PHI",0,0,0,0,0,457594.0,Tobias Harris,Tobias Harris,100.0,Detroit Pistons,147,322,659926
140,196,Detroit Pistons,Ron Holland,https://en.wikipedia.org/wiki/Ron_Holland_(basketball),219555.0,347,Ron Holland,2024-25,42,1,0,659,106,222,86,137,20,85,39,49,21,96,117,32,20,6,38,76,271,0.477,0.628,0.235,0.796,0.556,0.523,F,DET,0,0,0,0,0,80435.0,Ron Holland,Ron Holland,100.0,Detroit Pistons,148,346,659926
141,214,Detroit Pistons,Jaden Ivey,https://en.wikipedia.org/wiki/Jaden_Ivey,191353.0,374,Jaden Ivey,2024-25,181,164,0,5419,1016,2369,709,1496,307,873,578,775,199,477,676,802,146,69,516,513,2917,0.429,0.474,0.352,0.746,0.538,0.494,G,DET,0,0,0,0,0,237534.0,Jaden Ivey,Jaden Ivey,100.0,Detroit Pistons,149,373,659926
142,226,Detroit Pistons,Daniss Jenkins,https://en.wikipedia.org/wiki/Daniss_Jenkins,7354.0,393,Daniss Jenkins,2024-25,3,0,0,8,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0.0,,0.0,,0.0,0.0,G,DET,0,0,0,0,0,6892.0,Daniss Jenkins,Daniss Jenkins,100.0,Detroit Pistons,150,392,659926
143,258,Detroit Pistons,Bobi Klintman,https://en.wikipedia.org/wiki/Bobi_Klintman,88835.0,437,Bobi Klintman,2024-25,1,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,,,,,,,F,DET,0,0,0,0,0,26933.0,Bobi Klintman,Bobi Klintman,100.0,Detroit Pistons,151,436,659926
144,386,Detroit Pistons,Paul Reed,https://en.wikipedia.org/wiki/Paul_Reed_(basketball),92866.0,654,Paul Reed,2024-25,237,28,0,3062,519,934,490,841,29,93,130,183,395,559,954,187,182,176,146,443,1197,0.556,0.583,0.312,0.71,0.59,0.571,F,"DET,PHI",0,0,0,0,0,0.0,Paul Reed,Paul Reed,100.0,Detroit Pistons,152,653,659926
145,407,Detroit Pistons,Marcus Sasser,https://en.wikipedia.org/wiki/Marcus_Sasser,60534.0,688,Marcus Sasser,2024-25,102,11,0,1783,291,661,171,344,120,317,69,78,22,140,162,299,65,16,118,143,771,0.44,0.497,0.379,0.885,0.554,0.531,G,DET,0,0,0,0,0,39249.0,Marcus Sasser,Marcus Sasser,100.0,Detroit Pistons,153,687,659926
146,409,Detroit Pistons,Dennis Schröder,https://en.wikipedia.org/wiki/Dennis_Schr%C3%B6der,733735.0,692,Dennis Schröder,2024-25,806,414,0,22140,4170,9625,3157,6669,1013,2956,2002,2391,337,2000,2337,3917,667,115,1836,1672,11355,0.433,0.473,0.343,0.837,0.532,0.486,G,"ATL,BOS,BRK,DET,GSW,HOU,LAL,OKC,TOR",0,0,0,0,0,5600000.0,Dennis Schröder,Dennis Schröder,100.0,Detroit Pistons,154,691,659926
147,437,Detroit Pistons,Isaiah Stewart,https://en.wikipedia.org/wiki/Isaiah_Stewart,142934.0,740,Isaiah Stewart,2024-25,273,180,0,6904,944,1891,766,1369,178,522,345,467,655,1347,2002,352,116,285,320,725,2411,0.499,0.56,0.341,0.739,0.575,0.546,F-C,DET,0,0,0,0,0,0.0,Isaiah Stewart,Isaiah Stewart,100.0,Detroit Pistons,156,739,659926
148,447,Detroit Pistons,Ausar Thompson,https://en.wikipedia.org/wiki/Ausar_Thompson,178754.0,760,Ausar Thompson,2024-25,83,47,0,1959,295,607,267,466,28,141,89,153,157,339,496,155,97,65,111,228,707,0.486,0.573,0.199,0.582,0.524,0.509,G,DET,0,0,0,0,0,298762.0,Ausar Thompson,Ausar Thompson,100.0,Detroit Pistons,157,759,659926
149,484,Detroit Pistons,Lindy Waters III,https://en.wikipedia.org/wiki/Lindy_Waters_III,257801.0,811,Lindy Waters III,2024-25,137,10,0,1885,262,646,69,118,193,528,30,38,44,234,278,113,58,35,43,146,747,0.406,0.585,0.366,0.789,0.564,0.555,G,"DET,GSW,OKC",0,0,0,0,0,63006.0,Lindy Waters III,Lindy Waters III,100.0,Detroit Pistons,158,810,659926
150,63,Golden State Warriors,Jimmy Butler III,https://en.wikipedia.org/wiki/Jimmy_Butler,1205216.0,113,Jimmy Butler,2024-25,838,733,6,27783,4984,10566,4320,8551,664,2015,4715,5598,1369,3109,4478,3586,1350,371,1353,1167,15347,0.472,0.505,0.33,0.842,0.589,0.503,F-G,"CHI,GSW,MIA,MIN,PHI",0,0,0,5,0,9989086.0,Jimmy Butler,Jimmy Butler III,85.71428571428572,Golden State Warriors,160,112,1411582
151,103,Golden State Warriors,Stephen Curry,https://en.wikipedia.org/wiki/Stephen_Curry,4915516.0,180,Stephen Curry,2024-25,989,983,10,33771,8338,17663,4445,8503,3893,9160,3859,4238,646,4028,4674,6322,1511,252,3086,2254,24428,0.472,0.523,0.425,0.911,0.625,0.582,G,GSW,2,0,0,10,4,58036076.0,Stephen Curry,Stephen Curry,100.0,Golden State Warriors,162,179,1411582
152,166,Golden State Warriors,Draymond Green,https://en.wikipedia.org/wiki/Draymond_Green,885688.0,292,Draymond Green,2024-25,847,692,4,24245,2715,6031,2007,3832,708,2199,1200,1693,925,4953,5878,4751,1119,856,1937,2422,7338,0.45,0.524,0.322,0.709,0.541,0.509,F,GSW,0,0,1,2,4,4114197.0,Draymond Green,Draymond Green,100.0,Golden State Warriors,163,291,1411582
153,192,Golden State Warriors,Buddy Hield,https://en.wikipedia.org/wiki/Buddy_Hield,628306.0,338,Buddy Hield,2024-25,673,422,0,19283,3740,8634,1704,3528,2036,5106,809,940,500,2308,2808,1705,581,216,1115,1390,10325,0.433,0.483,0.399,0.861,0.571,0.551,G-F,"GSW,IND,NOP,PHI,SAC",0,0,0,0,0,611025.0,Buddy Hield,Buddy Hield,100.0,Golden State Warriors,164,337,1411582
154,220,Golden State Warriors,Trayce Jackson-Davis,https://en.wikipedia.org/wiki/Trayce_Jackson-Davis,267835.0,385,Trayce Jackson-Davis,2024-25,108,49,0,1946,380,589,380,587,0,2,118,204,230,372,602,168,48,110,88,165,878,0.645,0.647,0.0,0.578,0.647,0.645,F,GSW,0,0,0,0,0,159830.0,Trayce Jackson-Davis,Trayce Jackson-Davis,100.0,Golden State Warriors,165,384,1411582
155,254,Golden State Warriors,Braxton Key,https://en.wikipedia.org/wiki/Braxton_Key,21670.0,432,Braxton Key,2023-24,34,0,0,266,41,90,33,64,8,26,15,23,16,53,69,20,12,12,12,31,105,0.456,0.516,0.308,0.652,0.524,0.5,F,"DEN,DET,PHI",0,0,0,0,0,0.0,Braxton Key,Braxton Key,100.0,Golden State Warriors,166,431,1411582
156,260,Golden State Warriors,Kevin Knox II,https://en.wikipedia.org/wiki/Kevin_Knox_II,193034.0,440,Kevin Knox,2023-24,306,77,0,5522,807,2061,471,1075,336,986,326,451,165,711,876,228,119,79,255,482,2276,0.392,0.438,0.341,0.723,0.504,0.473,F,"ATL,DET,GSW,NYK,POR",0,0,0,0,0,0.0,Kevin Knox,Kevin Knox II,86.95652173913044,Golden State Warriors,167,439,1411582
157,265,Golden State Warriors,Jonathan Kuminga,https://en.wikipedia.org/wiki/Jonathan_Kuminga,433191.0,447,Jonathan Kuminga,2024-25,243,84,0,5360,1147,2242,950,1666,197,576,551,796,260,719,979,422,156,107,341,533,3042,0.512,0.57,0.342,0.692,0.587,0.556,F,GSW,0,0,0,0,1,623820.0,Jonathan Kuminga,Jonathan Kuminga,100.0,Golden State Warriors,168,446,1411582
158,281,Golden State Warriors,Kevon Looney,https://en.wikipedia.org/wiki/Kevon_Looney,253437.0,474,Kevon Looney,2024-25,558,261,0,9730,1197,2062,1187,2001,10,61,414,686,1201,1971,3172,900,286,297,333,1225,2818,0.581,0.593,0.164,0.603,0.596,0.583,F-C,GSW,0,0,0,0,3,432295.0,Kevon Looney,Kevon Looney,100.0,Golden State Warriors,169,473,1411582
159,330,Golden State Warriors,Moses Moody,https://en.wikipedia.org/wiki/Moses_Moody,107797.0,549,Moses Moody,2024-25,215,27,0,3149,475,1045,263,470,212,575,173,229,124,319,443,160,84,49,115,232,1335,0.455,0.56,0.369,0.755,0.583,0.556,G,GSW,0,0,0,0,1,217155.0,Moses Moody,Moses Moody,100.0,Golden State Warriors,170,548,1411582
160,357,Golden State Warriors,Gary Payton II,https://en.wikipedia.org/wiki/Gary_Payton_II,208138.0,608,Gary Payton II,2024-25,238,44,0,3509,522,945,417,624,105,321,79,132,217,447,664,266,229,71,138,399,1228,0.552,0.668,0.327,0.598,0.612,0.608,G,"GSW,LAL,MIL,POR,WAS",0,0,0,0,1,649659.0,Gary Payton II,Gary Payton II,100.0,Golden State Warriors,171,607,1411582
161,364,Golden State Warriors,Brandin Podziemski,https://en.wikipedia.org/wiki/Brandin_Podziemski,424726.0,621,Brandin Podziemski,2024-25,104,36,0,2693,364,827,243,488,121,339,72,109,149,413,562,369,90,21,118,168,921,0.44,0.498,0.357,0.661,0.526,0.513,G,GSW,0,0,0,0,0,239557.0,Brandin Podziemski,Brandin Podziemski,100.0,Golden State Warriors,172,620,1411582
162,371,Golden State Warriors,Quinten Post,https://en.wikipedia.org/wiki/Quinten_Post,118066.0,633,Quinten Post,2024-25,3,0,0,13,3,7,2,3,1,4,1,1,1,0,1,1,0,0,0,0,8,0.429,0.667,0.25,1.0,0.538,0.5,F,GSW,0,0,0,0,0,26639.0,Quinten Post,Quinten Post,100.0,Golden State Warriors,173,632,1411582
163,404,Golden State Warriors,Gui Santos,https://en.wikipedia.org/wiki/Gui_Santos,106515.0,684,Gui Santos,2024-25,40,1,0,346,42,88,24,39,18,49,19,23,30,52,82,32,10,5,16,45,121,0.477,0.615,0.367,0.826,0.617,0.58,F,GSW,0,0,0,0,0,556471.0,Gui Santos,Gui Santos,100.0,Golden State Warriors,175,683,1411582
164,434,Golden State Warriors,Pat Spencer,https://en.wikipedia.org/wiki/Pat_Spencer_(basketball),218111.0,735,Pat Spencer,2024-25,22,0,0,134,18,41,17,32,1,9,7,10,9,15,24,29,8,2,10,8,44,0.439,0.531,0.111,0.7,0.485,0.451,G,GSW,0,0,0,0,0,0.0,Pat Spencer,Pat Spencer,100.0,Golden State Warriors,176,734,1411582
165,1,Houston Rockets,Steven Adams,https://en.wikipedia.org/wiki/Steven_Adams,512197.0,2,Steven Adams,2024-25,734,641,0,19249,2744,4671,2743,4656,1,15,1106,2076,2664,3255,5919,1109,631,685,1056,1775,6595,0.587,0.589,0.067,0.533,0.59,0.588,C,"HOU,MEM,NOP,OKC",0,0,0,0,0,587129.0,Steven Adams,Steven Adams,100.0,Houston Rockets,177,1,513888
166,54,Houston Rockets,Dillon Brooks,https://en.wikipedia.org/wiki/Dillon_Brooks,293911.0,93,Dillon Brooks,2024-25,455,428,0,13331,2387,5726,1595,3449,792,2277,854,1061,354,1114,1468,918,421,118,666,1514,6420,0.417,0.462,0.348,0.805,0.518,0.486,F-G,"HOU,MEM",0,0,0,0,0,200352.0,Dillon Brooks,Dillon Brooks,100.0,Houston Rockets,178,92,513888
167,128,Houston Rockets,Tari Eason,https://en.wikipedia.org/wiki/Tari_Eason,79999.0,222,Tari Eason,2024-25,130,5,0,2841,501,1090,400,791,101,299,176,240,296,516,812,144,177,90,141,303,1279,0.46,0.506,0.338,0.733,0.535,0.506,F,HOU,0,0,0,0,0,80647.0,Tari Eason,Tari Eason,100.0,Houston Rockets,180,221,513888
168,167,Houston Rockets,Jalen Green,https://en.wikipedia.org/wiki/Jalen_Green,685326.0,293,Jalen Green,2024-25,266,266,0,8688,1844,4351,1180,2406,664,1945,984,1221,140,973,1113,856,209,78,624,419,5336,0.424,0.49,0.341,0.806,0.546,0.5,G,HOU,0,0,0,0,0,2481800.0,Jalen Green,Jalen Green,100.0,Houston Rockets,181,292,513888
169,169,Houston Rockets,Jeff Green,https://en.wikipedia.org/wiki/Jeff_Green_(basketball),222699.0,296,Jeff Green,2024-25,1198,659,0,32998,5162,11472,3982,7972,1180,3500,2792,3473,994,3848,4842,1767,756,588,1576,2484,14296,0.45,0.499,0.337,0.804,0.55,0.501,F,"BOS,BRK,CLE,DEN,HOU,LAC,MEM,OKC,ORL,SEA,UTA,WAS",0,0,0,0,1,0.0,Jeff Green,Jeff Green,100.0,Houston Rockets,182,295,513888
170,194,Houston Rockets,Aaron Holiday,https://en.wikipedia.org/wiki/Aaron_Holiday,158667.0,344,Aaron Holiday,2024-25,416,63,0,6893,978,2333,598,1333,380,1000,342,400,120,539,659,851,255,71,364,606,2678,0.419,0.449,0.38,0.855,0.534,0.501,G,"ATL,HOU,IND,PHO,WAS",0,0,0,0,0,73821.0,Aaron Holiday,Aaron Holiday,100.0,Houston Rockets,183,343,513888
171,267,Houston Rockets,Jock Landale,https://en.wikipedia.org/wiki/Jock_Landale,125776.0,450,Jock Landale,2024-25,199,8,0,2514,407,800,344,580,63,220,176,231,293,350,643,193,49,84,131,268,1053,0.509,0.593,0.286,0.762,0.584,0.548,C,"HOU,PHO,SAS",0,0,0,0,0,61801.0,Jock Landale,Jock Landale,100.0,Houston Rockets,184,449,513888
172,309,Houston Rockets,Jack McVeigh,https://en.wikipedia.org/wiki/Jack_McVeigh,85332.0,521,Jack McVeigh,2024-25,6,0,0,21,3,11,1,3,2,8,0,0,1,3,4,1,0,1,1,1,8,0.273,0.333,0.25,,0.364,0.364,F,HOU,0,0,0,0,0,34934.0,Jack McVeigh,Jack McVeigh,100.0,Houston Rockets,185,520,513888
173,397,Houston Rockets,David Roddy,https://en.wikipedia.org/wiki/David_Roddy,72808.0,672,David Roddy,2024-25,158,19,0,2746,387,913,258,496,129,417,102,149,113,351,464,167,68,36,133,195,1005,0.424,0.52,0.309,0.685,0.514,0.495,F,"ATL,MEM,PHI,PHO",0,0,0,0,0,61428.0,David Roddy,David Roddy,100.0,Houston Rockets,186,671,513888
174,410,Houston Rockets,Alperen Şengün,https://en.wikipedia.org/wiki/Alperen_%C5%9Eeng%C3%BCn,364111.0,695,Alperen Şengün,2024-25,251,189,0,6993,1536,2953,1441,2608,95,345,761,1077,703,1388,2091,996,261,220,603,797,3928,0.52,0.553,0.275,0.707,0.573,0.536,C-F,HOU,0,0,0,0,0,0.0,Alperen Şengün,Alperen Şengün,100.0,Houston Rockets,187,694,513888
175,419,Houston Rockets,Reed Sheppard,https://en.wikipedia.org/wiki/Reed_Sheppard,532888.0,705,Reed Sheppard,2024-25,32,0,0,360,39,124,19,51,20,73,5,6,10,30,40,37,17,10,19,28,103,0.315,0.373,0.274,0.833,0.407,0.395,G,HOU,0,0,0,0,0,185038.0,Reed Sheppard,Reed Sheppard,100.0,Houston Rockets,188,704,513888
176,428,Houston Rockets,Jabari Smith Jr.,https://en.wikipedia.org/wiki/Jabari_Smith_Jr.,197394.0,724,Jabari Smith Jr.,2024-25,188,188,0,5896,878,2038,564,1109,314,929,377,466,320,1080,1400,255,107,167,223,502,2447,0.431,0.509,0.338,0.809,0.545,0.508,F,HOU,0,0,0,0,0,0.0,Jabari Smith Jr.,Jabari Smith Jr.,100.0,Houston Rockets,189,723,513888
177,441,Houston Rockets,Jae'Sean Tate,https://en.wikipedia.org/wiki/Jae%27Sean_Tate,35767.0,748,Jae'Sean Tate,2024-25,267,152,0,6054,927,1877,762,1340,165,537,324,464,390,772,1162,566,233,101,331,794,2343,0.494,0.569,0.307,0.698,0.563,0.538,F,HOU,0,0,0,0,0,0.0,Jae'Sean Tate,Jae'Sean Tate,100.0,Houston Rockets,190,747,513888
178,446,Houston Rockets,Amen Thompson,https://en.wikipedia.org/wiki/Amen_Thompson,229112.0,759,Amen Thompson,2024-25,100,34,0,2513,426,780,406,674,20,106,205,298,248,458,706,255,126,82,162,225,1077,0.546,0.602,0.189,0.688,0.591,0.559,G,HOU,0,0,0,0,0,348779.0,Amen Thompson,Amen Thompson,100.0,Houston Rockets,191,758,513888
179,466,Houston Rockets,Fred VanVleet,https://en.wikipedia.org/wiki/Fred_VanVleet,231695.0,785,Fred VanVleet,2024-25,528,379,1,16436,2673,6636,1350,3077,1323,3559,1255,1452,233,1584,1817,3016,726,247,880,1159,7924,0.403,0.439,0.372,0.864,0.545,0.502,G,"HOU,TOR",0,0,0,0,1,635917.0,Fred VanVleet,Fred VanVleet,100.0,Houston Rockets,192,784,513888
180,492,Houston Rockets,Cam Whitmore,https://en.wikipedia.org/wiki/Cam_Whitmore,136311.0,825,Cam Whitmore,2024-25,70,2,0,1257,301,670,193,361,108,309,102,147,64,189,253,50,44,22,63,84,812,0.449,0.535,0.35,0.694,0.553,0.53,F,HOU,0,0,0,0,0,123889.0,Cam Whitmore,Cam Whitmore,100.0,Houston Rockets,193,824,513888
181,47,Indiana Pacers,Tony Bradley,https://en.wikipedia.org/wiki/Tony_Bradley_(basketball),34270.0,80,Tony Bradley,2022-23,179,18,0,1994,346,548,340,536,6,12,94,138,277,452,729,90,42,99,101,247,792,0.631,0.634,0.5,0.681,0.651,0.637,F-C,"CHI,IND,OKC,PHI,UTA",0,0,0,0,0,0.0,Tony Bradley,Tony Bradley,100.0,Indiana Pacers,195,79,536387
182,59,Indiana Pacers,Thomas Bryant,https://en.wikipedia.org/wiki/Thomas_Bryant_(basketball),96215.0,105,Thomas Bryant,2024-25,294,139,0,5301,1070,1807,926,1410,144,397,400,517,417,1133,1550,291,96,211,214,481,2684,0.592,0.657,0.363,0.774,0.66,0.632,C,"DEN,IND,LAL,MIA,WAS",0,0,0,0,1,106602.0,Thomas Bryant,Thomas Bryant,100.0,Indiana Pacers,196,104,536387
183,109,Indiana Pacers,RayJ Dennis,https://en.wikipedia.org/wiki/RayJ_Dennis,13660.0,193,RayJ Dennis,2024-25,3,0,0,4,0,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,0.0,,0.0,1.0,0.532,0.0,G,IND,0,0,0,0,0,0.0,RayJ Dennis,RayJ Dennis,100.0,Indiana Pacers,197,192,536387
184,146,Indiana Pacers,Enrique Freeman,https://en.wikipedia.org/wiki/Enrique_Freeman,39798.0,255,Enrique Freeman,2024-25,18,1,0,135,12,25,11,19,1,6,7,13,5,13,18,7,2,2,5,17,32,0.48,0.579,0.167,0.538,0.521,0.5,F,IND,0,0,0,0,0,10225.0,Enrique Freeman,Enrique Freeman,100.0,Indiana Pacers,198,254,536387
185,148,Indiana Pacers,Johnny Furphy,https://en.wikipedia.org/wiki/Johnny_Furphy,124498.0,260,Johnny Furphy,2024-25,28,0,0,218,21,55,10,23,11,32,7,7,13,18,31,9,8,6,9,21,60,0.382,0.435,0.344,1.0,0.517,0.482,G-F,IND,0,0,0,0,0,51119.0,Johnny Furphy,Johnny Furphy,100.0,Indiana Pacers,199,259,536387
186,174,Indiana Pacers,Tyrese Haliburton,https://en.wikipedia.org/wiki/Tyrese_Haliburton,1257171.0,305,Tyrese Haliburton,2024-25,302,263,2,9997,1892,3998,1135,2041,757,1957,693,809,195,917,1112,2644,437,175,669,404,5234,0.473,0.556,0.387,0.857,0.601,0.568,G,"IND,SAC",0,0,0,1,0,1193462.0,Tyrese Haliburton,Tyrese Haliburton,100.0,Indiana Pacers,200,304,536387
