,ID,Player,Until,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,MVP,ROY,DPOY,All_NBA,Champ,IG
818,819,Blake Wesley,2024-25,125,4,0,1815,207,509,171,381,36,128,93,143,36,162,198,315,63,17,145,170,543,0.407,0.449,0.281,0.65,0.475,0.442,G,SAS,0,0,0,0,0,0.0
819,820,Russell Westbrook,2024-25,1204,1060,9,40227,9260,21103,7935,16764,1325,4339,5915,7648,1928,6589,8517,9743,1914,392,4709,3077,25760,0.439,0.473,0.305,0.773,0.526,0.47,G,"DEN,HOU,LAC,LAL,OKC,WAS",1,0,0,9,0,23089756.0
820,821,Coby White,2024-25,388,192,0,11421,2019,4711,1130,2298,889,2413,698,819,147,1255,1402,1474,264,64,671,834,5625,0.429,0.492,0.368,0.852,0.555,0.523,G,CHI,0,0,0,0,0,404668.0
821,822,Derrick White,2024-25,458,342,0,12862,2012,4491,1200,2262,812,2229,962,1129,266,1375,1641,1869,370,415,629,977,5798,0.448,0.531,0.364,0.852,0.581,0.538,G,"BOS,SAS",0,0,0,0,1,410371.0
822,823,Jack White,2023-24,21,0,0,130,10,35,5,16,5,19,2,3,10,19,29,5,7,3,4,12,27,0.286,0.313,0.263,0.667,0.372,0.357,F,"DEN,MEM",0,0,0,0,1,0.0
823,824,Okaro White,2018-19,44,4,0,557,40,105,24,58,16,47,22,25,29,66,95,23,11,11,19,58,118,0.381,0.414,0.34,0.88,0.509,0.457,F,"MIA,WAS",0,0,0,0,0,0.0
824,825,Cam Whitmore,2024-25,70,2,0,1257,301,670,193,361,108,309,102,147,64,189,253,50,44,22,63,84,812,0.449,0.535,0.35,0.694,0.553,0.53,F,HOU,0,0,0,0,0,123889.0
825,826,Joe Wieskamp,2022-23,38,0,0,255,23,70,6,15,17,55,7,13,4,14,18,12,4,3,3,17,70,0.329,0.4,0.309,0.538,0.462,0.45,G,"SAS,TOR",0,0,0,0,0,0.0
826,827,Aaron Wiggins,2024-25,240,64,0,4611,713,1400,504,867,209,533,205,260,221,498,719,301,157,55,202,349,1840,0.509,0.581,0.392,0.788,0.608,0.584,G,OKC,0,0,0,0,0,71304.0
827,828,Andrew Wiggins,2024-25,741,729,1,25079,5098,11337,4004,8269,1094,3068,2402,3316,961,2354,3315,1678,715,496,1371,1613,13692,0.45,0.484,0.357,0.724,0.535,0.498,F-G,"GSW,MIA,MIN",0,1,0,0,1,2091425.0
828,829,Lindell Wigginton,2023-24,29,1,0,294,46,103,31,57,15,46,29,46,3,29,32,37,5,3,25,25,136,0.447,0.544,0.326,0.63,0.552,0.519,G,MIL,0,0,0,0,0,0.0
829,830,Alondes Williams,2024-25,9,0,0,25,4,10,3,5,1,5,1,1,0,2,2,1,0,1,4,3,10,0.4,0.6,0.2,1.0,0.479,0.45,G,"BRK,DET,MIA",0,0,0,0,0,31820.0
830,831,Brandon Williams,2024-25,53,16,0,828,138,366,101,235,37,131,87,125,25,70,95,117,26,11,71,60,400,0.377,0.43,0.282,0.696,0.475,0.428,G,"DAL,POR",0,0,0,0,0,1138261.0
831,832,Cody Williams,2024-25,25,11,0,525,35,116,20,55,15,61,14,22,12,42,54,33,12,10,20,46,99,0.302,0.364,0.246,0.636,0.394,0.366,G-F,UTA,0,0,0,0,0,53231.0
832,833,Donovan Williams,2022-23,2,0,0,4,2,5,2,3,0,2,0,0,0,2,2,0,0,0,0,0,4,0.4,0.667,0.0,,0.4,0.4,F,ATL,0,0,0,0,0,0.0
833,834,Grant Williams,2024-25,380,108,0,8710,946,2094,500,910,446,1184,386,499,362,1031,1393,552,203,200,387,974,2724,0.452,0.549,0.377,0.774,0.589,0.558,F,"BOS,CHO,DAL",0,0,0,0,0,281444.0
834,835,Jalen Williams,2024-25,187,174,0,5828,1278,2478,1033,1828,245,650,453,563,154,698,852,783,255,110,342,470,3254,0.516,0.565,0.377,0.805,0.597,0.565,G,OKC,0,0,0,0,0,285083.0
835,836,Jaylin Williams,2024-25,133,40,0,2042,229,536,111,224,118,312,73,97,99,447,546,221,61,47,80,234,649,0.427,0.496,0.378,0.753,0.561,0.537,F,OKC,0,0,0,0,0,159273.0
836,837,Jeenathan Williams,2024-25,33,4,0,277,58,98,51,81,7,17,9,16,22,19,41,18,9,4,9,24,132,0.592,0.63,0.412,0.563,0.628,0.628,G,"HOU,POR",0,0,0,0,0,0.0
837,838,Kenrich Williams,2024-25,353,71,0,7073,902,1919,599,1083,303,836,126,231,447,1015,1462,628,273,95,260,669,2233,0.47,0.553,0.362,0.545,0.553,0.549,G-F,"NOP,OKC",0,0,0,0,0,0.0
838,839,Malik Williams,2023-24,7,2,0,107,9,34,8,29,1,5,0,2,15,23,38,2,3,4,3,15,19,0.265,0.276,0.2,0.0,0.272,0.279,C,TOR,0,0,0,0,0,0.0
839,840,Mark Williams,2024-25,78,49,0,1695,351,547,351,546,0,1,159,222,219,417,636,75,54,81,74,181,861,0.642,0.643,0.0,0.716,0.668,0.642,C,CHO,0,0,0,0,0,97691.0
840,841,Patrick Williams,2024-25,246,207,0,6780,890,1950,591,1204,299,746,302,384,228,787,1015,351,213,179,317,435,2381,0.456,0.491,0.401,0.786,0.562,0.533,F,CHI,0,0,0,0,0,10211.0
841,842,Robert Williams,2024-25,229,99,0,4639,737,1013,736,1006,1,7,187,277,574,982,1556,321,169,378,200,432,1662,0.728,0.732,0.143,0.675,0.732,0.728,C-F,"BOS,POR",0,0,0,0,0,238271.0
842,843,Vince Williams Jr.,2024-25,70,34,0,1586,188,438,104,193,84,245,107,136,67,249,316,188,53,38,104,156,567,0.429,0.539,0.343,0.787,0.569,0.525,F,MEM,0,0,0,0,0,0.0
843,844,Ziaire Williams,2024-25,181,66,0,3649,525,1242,327,595,198,647,180,223,110,423,533,220,116,39,178,335,1428,0.423,0.55,0.306,0.807,0.533,0.502,F,"BRK,MEM",0,0,0,0,0,141187.0
844,845,Zion Williamson,2024-25,194,194,2,6146,1835,3129,1804,3034,31,95,1060,1534,445,836,1281,815,194,123,552,430,4761,0.586,0.595,0.326,0.691,0.626,0.591,F-C,NOP,0,0,0,0,0,5118016.0
845,846,D.J. Wilson,2023-24,148,6,0,1818,248,588,150,292,98,296,63,102,81,373,454,110,40,45,79,176,657,0.422,0.514,0.331,0.618,0.519,0.505,F,"HOU,MIL,PHI,TOR",0,0,0,0,1,0.0
846,847,Jalen Wilson,2024-25,85,12,0,1791,209,520,125,259,84,261,100,117,90,181,271,117,32,6,64,145,602,0.402,0.483,0.322,0.855,0.527,0.483,F,BRK,0,0,0,0,0,101876.0
847,848,Dylan Windler,2023-24,101,0,0,1090,111,261,50,85,61,176,36,45,44,168,212,78,36,15,51,90,319,0.425,0.588,0.347,0.8,0.568,0.542,G-F,"ATL,CLE,LAL,NYK",0,0,0,0,0,0.0
848,849,Justise Winslow,2022-23,344,128,0,8906,1121,2718,892,1990,229,728,358,561,364,1396,1760,889,307,137,500,794,2829,0.412,0.448,0.315,0.638,0.477,0.455,F,"LAC,MEM,MIA,POR",0,0,0,0,0,0.0
849,850,Cassius Winston,2021-22,29,0,0,137,18,44,8,21,10,23,9,10,0,10,10,19,2,1,8,17,55,0.409,0.381,0.435,0.9,0.568,0.523,G,WAS,0,0,0,0,0,0.0
850,851,James Wiseman,2024-25,148,55,0,2799,569,1016,553,955,16,61,196,287,238,592,830,110,30,102,177,370,1350,0.56,0.579,0.262,0.683,0.591,0.568,C,"DET,GSW,IND",0,0,0,0,0,486487.0
851,852,Isaiah Wong,2024-25,11,0,0,147,21,59,17,41,4,18,17,26,12,10,22,18,6,0,10,11,63,0.356,0.415,0.222,0.654,0.447,0.39,G,"CHO,IND",0,0,0,0,0,0.0
852,853,Christian Wood,2023-24,339,140,0,7858,1671,3252,1256,2135,415,1117,860,1239,460,1906,2366,469,183,295,487,637,4617,0.514,0.588,0.372,0.694,0.608,0.578,F,"CHO,DAL,DET,HOU,LAL,MIL,NOP,PHI",0,0,0,0,0,240427.0
853,854,Robert Woodard II,2021-22,25,0,0,87,10,36,8,26,2,10,5,10,9,18,27,5,1,4,2,7,27,0.278,0.308,0.2,0.5,0.334,0.306,F,SAC,0,0,0,0,0,0.0
854,855,Delon Wright,2024-25,533,87,0,10923,1314,2941,960,1929,354,1012,613,765,414,1213,1627,1604,641,184,469,554,3595,0.447,0.498,0.35,0.801,0.548,0.507,G,"ATL,DAL,DET,MEM,MIA,MIL,NYK,SAC,TOR,WAS",0,0,0,0,1,118448.0
855,856,McKinley Wright IV,2022-23,32,1,0,354,48,101,38,71,10,30,13,19,9,38,47,61,8,5,20,25,119,0.475,0.535,0.333,0.684,0.544,0.525,G,"DAL,MIN",0,0,0,0,0,0.0
856,857,Justin Wright-Foreman,2019-20,4,0,0,45,7,20,5,10,2,10,3,4,0,5,5,7,2,0,3,5,19,0.35,0.5,0.2,0.75,0.437,0.4,G,UTA,0,0,0,0,0,0.0
857,858,Guerschon Yabusele,2024-25,113,23,0,1493,203,418,123,204,80,214,80,117,113,201,314,105,40,29,76,154,566,0.486,0.603,0.374,0.684,0.603,0.581,F-C,"BOS,PHI",0,0,0,0,0,142915.0
858,859,Gabe York,2022-23,5,0,0,77,10,28,3,4,7,24,5,7,0,8,8,9,4,1,1,9,32,0.357,0.75,0.292,0.714,0.515,0.482,G,IND,0,0,0,0,0,0.0
859,860,Thaddeus Young,2023-24,1172,726,0,33012,6143,12202,5621,10609,522,1593,1417,2143,2296,4318,6614,2135,1612,458,1641,2486,14225,0.503,0.53,0.328,0.661,0.541,0.525,F,"BRK,CHI,IND,MIN,PHI,PHO,SAS,TOR",0,0,0,0,0,0.0
860,861,Trae Young,2024-25,445,445,3,15245,3566,8221,2395,4909,1171,3312,2958,3389,283,1299,1582,4318,464,71,1861,768,11261,0.434,0.488,0.354,0.873,0.58,0.505,G,ATL,0,0,0,1,0,5129014.0
861,862,Omer Yurtseven,2023-24,113,24,0,1334,245,458,236,416,9,42,62,95,165,360,525,80,27,40,82,152,561,0.535,0.567,0.214,0.653,0.561,0.545,C,"MIA,UTA",0,0,0,0,0,0.0
862,863,Cody Zeller,2023-24,552,275,0,11510,1649,3172,1616,3022,33,150,1045,1438,1067,2058,3125,740,332,330,552,1359,4376,0.52,0.535,0.22,0.727,0.575,0.525,C-F,"CHA,CHO,MIA,NOP,POR",0,0,0,0,0,44874.0
863,864,Ivica Zubac,2024-25,545,412,0,12116,2140,3493,2139,3481,1,12,948,1312,1392,2859,4251,685,191,536,651,1286,5229,0.613,0.614,0.083,0.723,0.642,0.613,C,"LAC,LAL",0,0,0,0,0,163141.0
