Unnamed: 0,Team,Pageviews,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,MVP,ROY,DPOY,All_NBA,Champ,IG,Player,Team_Pageviews,MP_PerGame,FG_PerGame,FGA_PerGame,2P_PerGame,2PA_PerGame,3P_PerGame,3PA_PerGame,FT_PerGame,FTA_PerGame,ORB_PerGame,DRB_PerGame,TRB_PerGame,AST_PerGame,STL_PerGame,BLK_PerGame,TOV_PerGame,PF_PerGame,PTS_PerGame,Obscurity_Score,Obscurity_Score_Scaled,visibility_score,performance_score,obscurity_score,obscurity_score_normalized,obscurity_score_scaled
366,Orlando Magic,768427.0,5,0,0,71,12,26,7,12,5,14,4,6,3,11,14,12,1,1,6,8,33,0.462,0.583,0.357,0.667,0.576,0.558,0,0,0,0,0,1229699.0,Mac McClung,479654,14.2,2.4,5.2,1.4,2.4,1.0,2.8,0.8,1.2,0.6,2.2,2.8,2.4,0.2,0.2,1.2,1.6,6.6,94.26893609208078,91.39656341596482,0.08465114247352946,0.15667615817080455,14.34,44.31,22.16
367,Orlando Magic,30552.0,48,2,0,605,73,191,44,87,29,104,26,30,33,49,82,56,34,19,38,55,201,0.382,0.506,0.279,0.867,0.492,0.458,0,0,0,0,0,19613.0,Trevelin Queen,479654,12.604166666666666,1.5208333333333333,3.9791666666666665,0.9166666666666666,1.8125,0.6041666666666666,2.1666666666666665,0.5416666666666666,0.625,0.6875,1.0208333333333333,1.7083333333333333,1.1666666666666667,0.7083333333333334,0.3958333333333333,0.7916666666666666,1.1458333333333333,4.1875,97.66014157462736,131.86862016611522,0.03907583789270285,0.12706369734650028,12.21,41.08,20.54
368,Orlando Magic,500856.0,210,173,0,5565,914,2179,579,1159,335,1020,427,545,152,548,700,695,282,126,468,560,2590,0.419,0.5,0.328,0.783,0.535,0.496,0,0,0,0,0,467320.0,Jalen Suggs,479654,26.5,4.352380952380952,10.376190476190477,2.757142857142857,5.519047619047619,1.5952380952380951,4.857142857142857,2.033333333333333,2.595238095238096,0.7238095238095238,2.6095238095238096,3.333333333333333,3.3095238095238093,1.3428571428571427,0.6,2.2285714285714286,2.6666666666666665,12.333333333333334,92.24099449616747,72.99536063198548,0.06771922447738868,0.2989846520544197,27.87,62.96,31.48
369,Orlando Magic,458098.0,256,256,0,8204,1746,3662,1375,2538,371,1124,850,995,249,957,1206,925,264,91,484,573,4713,0.477,0.542,0.33,0.854,0.575,0.527,0,0,0,0,0,252061.0,Franz Wagner,479654,32.046875,6.8203125,14.3046875,5.37109375,9.9140625,1.44921875,4.390625,3.3203125,3.88671875,0.97265625,3.73828125,4.7109375,3.61328125,1.03125,0.35546875,1.890625,2.23828125,18.41015625,90.85837301222996,62.42629571488918,0.06489648569350681,0.35329667145212484,33.04,68.59,34.29
370,Orlando Magic,331780.0,363,57,0,6051,1187,2259,927,1457,260,802,694,860,368,1068,1436,439,185,109,418,791,3328,0.525,0.636,0.324,0.807,0.631,0.583,0,0,0,0,0,270000.0,Moritz Wagner,479654,16.669421487603305,3.269972451790633,6.223140495867769,2.553719008264463,4.013774104683195,0.7162534435261708,2.209366391184573,1.911845730027548,2.369146005509642,1.0137741046831956,2.9421487603305785,3.955922865013774,1.209366391184573,0.509641873278237,0.3002754820936639,1.1515151515151516,2.1790633608815426,9.168044077134986,93.85320609889854,87.31432659675211,0.05737627725991089,0.18667458739528714,17.6,49.37,24.69
371,Philadelphia 76ers,97605.0,26,1,0,250,25,33,25,33,0,0,19,29,22,42,64,6,3,17,17,43,69,0.758,0.758,0.343,0.655,0.754,0.758,0,0,0,0,0,36799.0,Adem Bona,682002,9.615384615384617,0.9615384615384616,1.2692307692307692,0.9615384615384616,1.2692307692307692,0.0,0.0,0.7307692307692307,1.1153846153846154,0.8461538461538461,1.6153846153846154,2.4615384615384617,0.2307692307692307,0.1153846153846153,0.6538461538461539,0.6538461538461539,1.6538461538461535,2.6538461538461537,98.40102996487636,142.69047014755972,0.05880587185126279,0.08140855244295156,7.66,34.5,17.25
372,Philadelphia 76ers,60857.0,119,2,0,1348,257,555,183,335,74,220,73,92,29,119,148,276,63,21,115,147,661,0.463,0.546,0.336,0.793,0.555,0.53,0,0,0,0,0,60954.0,Jared Butler,682002,11.327731092436975,2.1596638655462184,4.663865546218488,1.5378151260504205,2.8151260504201683,0.6218487394957983,1.8487394957983196,0.6134453781512605,0.773109243697479,0.2436974789915966,1.0,1.2436974789915969,2.319327731092437,0.5294117647058824,0.1764705882352941,0.9663865546218487,1.2352941176470589,5.554621848739496,97.02793904769862,123.2475405904335,0.05664183357265224,0.14234546184024927,13.43,43.19,21.59
373,Philadelphia 76ers,100961.0,66,3,0,775,124,282,92,178,32,104,106,134,37,90,127,46,20,7,25,46,386,0.44,0.517,0.308,0.791,0.566,0.496,0,0,0,0,0,49788.0,Ricky Council IV,682002,11.742424242424242,1.878787878787879,4.2727272727272725,1.393939393939394,2.696969696969697,0.4848484848484848,1.5757575757575757,1.606060606060606,2.0303030303030303,0.5606060606060606,1.3636363636363635,1.9242424242424243,0.696969696969697,0.303030303030303,0.106060606060606,0.3787878787878788,0.696969696969697,5.848484848484849,97.17662180916685,125.2263238378106,0.05902253154491492,0.10680110106807271,10.05,38.08,19.04
374,Philadelphia 76ers,32291.0,65,0,0,730,82,189,62,125,20,64,23,32,20,67,87,98,29,8,18,32,207,0.434,0.496,0.313,0.719,0.51,0.487,0,0,0,0,1,16225.0,Jeff Dowtin,682002,11.23076923076923,1.2615384615384615,2.907692307692308,0.953846153846154,1.9230769230769231,0.3076923076923077,0.9846153846153848,0.3538461538461538,0.4923076923076923,0.3076923076923077,1.0307692307692309,1.3384615384615384,1.5076923076923077,0.4461538461538462,0.123076923076923,0.2769230769230769,0.4923076923076923,3.1846153846153844,97.63802687210136,131.55776206952484,0.05488008960613451,0.1255664122753062,11.87,40.36,20.18
375,Philadelphia 76ers,531596.0,891,655,2,23987,4700,8671,4684,8540,16,131,1774,3667,3726,7154,10880,1087,1126,1140,1613,2571,11190,0.542,0.548,0.122,0.484,0.544,0.543,0,0,0,1,0,1275958.0,Andre Drummond,682002,26.92143658810325,5.274971941638609,9.7317620650954,5.257014590347923,9.584736251402918,0.0179573512906846,0.1470258136924803,1.9910213243546575,4.115600448933782,4.181818181818182,8.029180695847362,12.210998877665544,1.2199775533108868,1.2637485970819304,1.2794612794612794,1.810325476992144,2.8855218855218854,12.55892255892256,86.41099265383782,36.83642617364614,0.10127212717953273,0.38631342548181824,34.72,71.66,35.83
376,Philadelphia 76ers,70752.0,12,0,0,221,31,63,19,26,12,37,3,5,7,24,31,12,4,3,10,22,77,0.492,0.731,0.324,0.6,0.59,0.587,0,0,0,0,0,55694.0,Justin Edwards,682002,18.416666666666668,2.583333333333333,5.25,1.5833333333333333,2.1666666666666665,1.0,3.083333333333333,0.25,0.4166666666666667,0.5833333333333334,2.0,2.583333333333333,1.0,0.3333333333333333,0.25,0.8333333333333334,1.8333333333333333,6.416666666666667,97.58991529623212,130.88384563119536,0.0572260943688755,0.13146221382845197,12.39,41.25,20.63
377,Philadelphia 76ers,2267283.0,446,446,7,14216,4076,8116,3551,6576,525,1540,3711,4481,994,3941,4935,1623,408,733,1526,1356,12388,0.502,0.54,0.341,0.828,0.614,0.535,1,0,0,5,0,7515746.0,Joel Embiid,682002,31.87443946188341,9.139013452914796,18.19730941704036,7.961883408071749,14.74439461883408,1.1771300448430493,3.4529147982062782,8.320627802690582,10.047085201793722,2.2286995515695067,8.836322869955158,11.065022421524665,3.6390134529147984,0.9147982062780268,1.6434977578475336,3.42152466367713,3.0403587443946187,27.77578475336323,71.1274133021865,1.0565526108578285,0.25022757709995574,0.5675131022737061,42.55,85.02,42.51
378,Philadelphia 76ers,1154406.0,894,846,9,30065,6324,14383,4006,8341,2318,6042,3530,4137,744,4879,5623,3319,1513,391,2389,2388,18496,0.44,0.48,0.384,0.853,0.571,0.52,0,0,0,6,0,10097062.0,Paul George,682002,33.62975391498881,7.073825503355705,16.088366890380314,4.480984340044743,9.329977628635346,2.592841163310962,6.758389261744966,3.9485458612975393,4.62751677852349,0.8322147651006712,5.457494407158837,6.289709172259508,3.7125279642058167,1.692393736017897,0.4373601789709172,2.6722595078299776,2.671140939597316,20.68903803131991,72.78544386638131,2.843669726911275,0.20200843174381727,0.4593498056286154,36.66,73.24,36.62
379,Philadelphia 76ers,240337.0,916,659,0,28672,4794,11160,2730,5595,2064,5565,2401,2965,336,1765,2101,2486,769,322,1669,1605,14053,0.43,0.488,0.371,0.81,0.564,0.522,0,0,0,0,0,241947.0,Eric Gordon,682002,31.30131004366812,5.233624454148472,12.183406113537115,2.980349344978166,6.108078602620087,2.2532751091703056,6.07532751091703,2.62117903930131,3.236899563318777,0.3668122270742358,1.9268558951965065,2.2936681222707422,2.713973799126637,0.8395196506550219,0.3515283842794759,1.8220524017467248,1.752183406113537,15.34170305676856,87.77770772843546,43.52772861239456,0.06758557501729211,0.2687507192470858,25.06,59.1,29.55
380,Philadelphia 76ers,261536.0,208,101,0,4833,643,1475,265,467,378,1008,178,232,116,466,582,344,141,53,173,386,1842,0.436,0.567,0.375,0.767,0.584,0.564,0,0,0,0,0,228224.0,Quentin Grimes,682002,23.235576923076923,3.0913461538461537,7.091346153846154,1.2740384615384617,2.2451923076923075,1.8173076923076923,4.846153846153846,0.8557692307692307,1.1153846153846154,0.5576923076923077,2.2403846153846154,2.798076923076923,1.6538461538461535,0.6778846153846154,0.2548076923076923,0.8317307692307693,1.8557692307692308,8.85576923076923,94.96578897433652,98.63165383668832,0.06883421921854649,0.18594197721995992,17.31,49.3,24.65
381,Philadelphia 76ers,124939.0,23,0,0,123,11,46,9,31,2,15,14,22,3,11,14,9,3,3,10,16,38,0.239,0.29,0.133,0.636,0.341,0.261,0,0,0,0,0,105733.0,Jalen Hood-Schifino,682002,5.3478260869565215,0.4782608695652174,2.0,0.391304347826087,1.3478260869565215,0.0869565217391304,0.6521739130434783,0.6086956521739131,0.9565217391304348,0.1304347826086956,0.4782608695652174,0.6086956521739131,0.391304347826087,0.1304347826086956,0.1304347826086956,0.4347826086956521,0.6956521739130435,1.6521739130434785,98.20196954131367,139.7036633315422,0.06052436427018707,0.03988430745769773,3.75,28.34,14.17
382,Philadelphia 76ers,650884.0,1163,898,6,36518,5240,12370,3042,6396,2198,5974,3644,4470,889,4051,4940,7071,1491,348,2625,3146,16322,0.424,0.476,0.368,0.815,0.569,0.512,0,0,0,1,1,1394660.0,Kyle Lowry,682002,31.399828030954428,4.505588993981084,10.636285468615648,2.615649183147033,5.49957007738607,1.88993981083405,5.136715391229579,3.1332760103181427,3.843508168529665,0.764402407566638,3.4832330180567497,4.247635425623388,6.0799656061908856,1.282029234737747,0.2992261392949269,2.2570937231298367,2.705073086844368,14.03439380911436,78.7743684890208,12.436231511682106,0.13854368547374918,0.4010851421996168,34.55,70.86,35.43
383,Philadelphia 76ers,614961.0,300,227,1,9513,2067,4484,1423,2808,644,1676,952,1106,105,792,897,1283,266,99,408,596,5730,0.461,0.507,0.384,0.861,0.576,0.533,0,0,0,0,0,794937.0,Tyrese Maxey,682002,31.71,6.89,14.946666666666667,4.743333333333333,9.36,2.1466666666666665,5.586666666666667,3.1733333333333333,3.6866666666666665,0.35,2.64,2.99,4.276666666666666,0.8866666666666667,0.33,1.36,1.9866666666666664,19.1,89.12241904763134,51.06699032045017,0.09814758931343967,0.3440527762544976,31.03,66.01,33.01
384,Philadelphia 76ers,718788.0,23,8,0,592,126,274,75,141,51,133,49,56,13,43,56,60,15,0,37,37,352,0.46,0.532,0.383,0.875,0.589,0.553,0,0,0,0,0,1594160.0,Jared McCain,682002,25.73913043478261,5.478260869565218,11.91304347826087,3.260869565217391,6.130434782608695,2.217391304347826,5.782608695652174,2.130434782608696,2.4347826086956523,0.5652173913043478,1.8695652173913044,2.4347826086956523,2.608695652173913,0.6521739130434783,0.0,1.608695652173913,1.608695652173913,15.304347826086955,92.93446520615618,78.87274788521613,0.0978482011081376,0.24932123542890944,22.49,55.3,27.65
385,Philadelphia 76ers,308059.0,633,289,0,16939,3007,6896,2049,3949,958,2947,1336,1780,663,2225,2888,701,649,315,696,1657,8308,0.436,0.519,0.325,0.751,0.541,0.506,0,0,0,0,0,1400000.0,Kelly Oubre Jr.,682002,26.75987361769352,4.7503949447077405,10.894154818325434,3.2369668246445498,6.2385466034755135,1.5134281200631912,4.655608214849921,2.1105845181674567,2.812006319115324,1.04739336492891,3.515007898894155,4.562401263823065,1.1074249605055293,1.0252764612954186,0.4976303317535545,1.099526066350711,2.617693522906793,13.12480252764613,90.15602044662847,57.591733035636274,0.07307967694035898,0.2572259519444994,23.84,57.39,28.69
386,Philadelphia 76ers,11956.0,1,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1.0,1.0,0.343,0.764,1.0,1.0,0,0,0,0,0,0.0,Alex Reese,682002,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,168.96661532171447,0.05364553070601687,0.02973789104886309,2.81,25.73,12.87
387,Philadelphia 76ers,236219.0,322,88,0,6548,1179,2795,727,1526,452,1269,361,454,82,646,728,468,174,88,281,426,3171,0.422,0.476,0.356,0.795,0.529,0.503,0,0,0,0,0,427000.0,Lonnie Walker IV,682002,20.33540372670808,3.6614906832298137,8.680124223602485,2.2577639751552794,4.739130434782608,1.403726708074534,3.940993788819876,1.1211180124223603,1.409937888198758,0.2546583850931677,2.0062111801242235,2.260869565217391,1.453416149068323,0.5403726708074534,0.2732919254658385,0.8726708074534162,1.3229813664596273,9.847826086956522,94.2283689471364,90.99070284484831,0.06757143489763542,0.17760151152651654,16.56,48.04,24.02
388,Philadelphia 76ers,588614.0,113,23,0,1493,203,418,123,204,80,214,80,117,113,201,314,105,40,29,76,154,566,0.486,0.603,0.374,0.684,0.603,0.581,0,0,0,0,0,142915.0,Guerschon Yabusele,682002,13.212389380530974,1.7964601769911503,3.699115044247788,1.0884955752212389,1.8053097345132745,0.7079646017699115,1.893805309734513,0.7079646017699115,1.0353982300884956,1.0,1.7787610619469028,2.7787610619469025,0.9292035398230089,0.3539823008849557,0.2566371681415929,0.672566371681416,1.3628318584070795,5.008849557522124,95.05293750744856,99.57246145006474,0.08825779610504864,0.12131194882541542,11.06,39.53,19.77
389,Phoenix Suns,372948.0,371,246,0,9459,1309,2900,525,1004,784,1896,523,605,189,934,1123,733,269,102,359,589,3925,0.451,0.523,0.414,0.864,0.62,0.587,0,0,0,0,0,374744.0,Grayson Allen,505170,25.495956873315365,3.5283018867924527,7.816711590296496,1.4150943396226414,2.706199460916442,2.1132075471698117,5.110512129380054,1.4097035040431267,1.6307277628032344,0.5094339622641509,2.5175202156334238,3.026954177897574,1.9757412398921832,0.7250673854447439,0.2749326145552561,0.967654986522911,1.587601078167116,10.579514824797844,92.95442703921242,79.04803970422732,0.06194602036068416,0.21329341871496355,20.01,52.78,26.39
390,Phoenix Suns,349771.0,777,737,3,26813,6199,13378,4524,8917,1675,4461,2789,3398,675,2498,3173,3332,856,332,1895,1745,16862,0.463,0.507,0.375,0.821,0.567,0.526,0,0,0,1,0,1325794.0,Bradley Beal,505170,34.50836550836551,7.978120978120978,17.217503217503218,5.822393822393822,11.476190476190476,2.155727155727156,5.741312741312742,3.589446589446589,4.373230373230373,0.8687258687258688,3.214929214929215,4.083655083655084,4.288288288288288,1.1016731016731016,0.4272844272844273,2.438867438867439,2.245817245817246,21.7014157014157,83.40830565664017,24.98543376212545,0.08425313746197433,0.3986217446841056,36.5,73.0,36.5
391,Phoenix Suns,646784.0,175,35,0,2356,420,762,352,552,68,210,122,165,115,503,618,105,46,130,161,165,1030,0.551,0.638,0.324,0.739,0.617,0.596,0,0,0,0,0,934218.0,Bol Bol,505170,13.462857142857144,2.4,4.354285714285714,2.011428571428572,3.1542857142857144,0.3885714285714285,1.2,0.6971428571428572,0.9428571428571428,0.6571428571428571,2.874285714285714,3.531428571428572,0.6,0.2628571428571428,0.7428571428571429,0.92,0.9428571428571428,5.885714285714286,94.3896840076671,92.61439522515958,0.07899792256227889,0.14001361618455888,12.9,42.53,21.26
392,Phoenix Suns,1234028.0,634,609,4,21682,5394,11648,4055,7892,1339,3756,3330,3818,386,2170,2556,3234,554,184,1901,1853,15457,0.463,0.514,0.356,0.872,0.58,0.521,0,0,0,2,0,5682949.0,Devin Booker,505170,34.198738170347006,8.50788643533123,18.37223974763407,6.39589905362776,12.44794952681388,2.1119873817034702,5.924290220820189,5.252365930599369,6.022082018927445,0.6088328075709779,3.4227129337539437,4.031545741324921,5.100946372239748,0.8738170347003155,0.2902208201892745,2.998422712933754,2.9227129337539437,24.3801261829653,78.60569682120568,12.080151879463696,0.1500104386728869,0.4282144689600387,36.4,72.09,36.04
393,Phoenix Suns,28054.0,4,0,0,17,0,3,0,0,0,3,1,2,0,3,3,0,0,0,2,0,1,0.0,0.525,0.0,0.5,0.129,0.0,0,0,0,0,0,18761.0,Jalen Bridges,505170,4.25,0.0,0.75,0.0,0.0,0.0,0.75,0.25,0.5,0.0,0.75,0.75,0.0,0.0,0.0,0.5,0.0,0.25,99.34776213501704,157.7386829276953,0.04090596150016479,0.01139474097669612,1.09,17.7,8.85
394,Phoenix Suns,113614.0,37,21,0,757,114,247,70,112,44,135,9,19,38,93,131,33,19,26,16,91,281,0.462,0.625,0.326,0.474,0.55,0.551,0,0,0,0,0,36003.0,Ryan Dunn,505170,20.45945945945946,3.081081081081081,6.675675675675675,1.891891891891892,3.027027027027027,1.1891891891891893,3.6486486486486487,0.2432432432432432,0.5135135135135135,1.027027027027027,2.5135135135135136,3.5405405405405403,0.8918918918918919,0.5135135135135135,0.7027027027027027,0.4324324324324324,2.45945945945946,7.594594594594595,97.12947993691364,124.59573574301936,0.04603649588296414,0.1723065201888005,16.44,47.9,23.95
395,Phoenix Suns,3017983.0,1092,1089,14,40095,10256,20462,8159,15037,2097,5425,7164,8118,731,6922,7653,4776,1149,1238,3463,2087,29773,0.501,0.543,0.387,0.882,0.619,0.552,1,1,0,11,2,13742097.0,Kevin Durant,505170,36.71703296703296,9.391941391941392,18.73809523809524,7.471611721611722,13.77014652014652,1.9203296703296704,4.967948717948718,6.56043956043956,7.434065934065934,0.6694139194139194,6.338827838827839,7.008241758241758,4.373626373626373,1.0521978021978022,1.1336996336996337,3.171245421245421,1.9111721611721613,27.26465201465201,53.05939931326381,0.0,0.3416265519661597,0.6014140198134742,39.6,77.52,38.76
396,Phoenix Suns,94425.0,25,0,0,228,33,71,17,32,16,39,8,12,1,20,21,27,13,0,14,24,90,0.465,0.531,0.41,0.667,0.59,0.577,0,0,0,0,0,61587.0,Collin Gillespie,505170,9.12,1.32,2.84,0.68,1.28,0.64,1.56,0.32,0.48,0.04,0.8,0.84,1.08,0.52,0.0,0.56,0.96,3.6,97.8708667718902,134.86544633002234,0.0449227266366735,0.08957697904925437,8.56,35.93,17.97
397,Phoenix Suns,89484.0,34,2,0,565,58,103,58,101,0,2,19,33,34,92,126,33,16,13,21,58,135,0.563,0.574,0.0,0.576,0.574,0.563,0,0,0,0,0,17898.0,Oso Ighodaro,505170,16.61764705882353,1.7058823529411764,3.0294117647058822,1.7058823529411764,2.9705882352941178,0.0,0.0588235294117647,0.5588235294117647,0.9705882352941176,1.0,2.7058823529411766,3.7058823529411766,0.9705882352941176,0.4705882352941176,0.3823529411764705,0.6176470588235294,1.7058823529411764,3.9705882352941178,97.79036061621312,133.7130682748143,0.04457297628304661,0.13360902495368865,12.77,42.19,21.1
398,Phoenix Suns,202418.0,641,200,0,13455,1897,4240,1290,2613,607,1627,471,577,174,1105,1279,2841,637,62,518,501,4872,0.447,0.494,0.373,0.816,0.542,0.519,0,0,0,0,0,408990.0,Tyus Jones,505170,20.990639625585025,2.9594383775351014,6.614664586583463,2.012480499219969,4.076443057722309,0.9469578783151326,2.5382215288611545,0.734789391575663,0.9001560062402496,0.2714508580343214,1.7238689547581902,1.995319812792512,4.43213728549142,0.9937597503900156,0.0967238689547582,0.8081123244929798,0.781591263650546,7.600624024960998,92.87636990230088,78.36457930948552,0.05180625628566702,0.23368109020137703,22.16,54.91,27.45
399,Phoenix Suns,150778.0,298,58,0,6091,833,1920,455,913,378,1007,359,408,140,848,988,415,191,28,241,473,2403,0.434,0.498,0.375,0.88,0.572,0.532,0,0,0,0,1,281334.0,Damion Lee,505170,20.43959731543624,2.795302013422819,6.442953020134228,1.5268456375838926,3.063758389261745,1.2684563758389262,3.379194630872483,1.2046979865771812,1.3691275167785235,0.4697986577181208,2.8456375838926173,3.315436241610738,1.3926174496644297,0.6409395973154363,0.0939597315436241,0.8087248322147651,1.587248322147651,8.063758389261745,94.81719575809258,97.04631069257604,0.048562867867814496,0.19885930805110663,18.92,51.58,25.79
400,Phoenix Suns,102287.0,242,53,0,5424,583,1321,419,808,164,513,196,298,236,665,901,555,242,96,230,376,1526,0.441,0.519,0.32,0.658,0.525,0.503,0,0,0,0,0,60095.0,Cody Martin,505170,22.41322314049587,2.409090909090909,5.458677685950414,1.7314049586776858,3.338842975206612,0.6776859504132231,2.1198347107438016,0.8099173553719008,1.2314049586776858,0.975206611570248,2.7479338842975207,3.723140495867769,2.293388429752066,1.0,0.396694214876033,0.950413223140496,1.5537190082644627,6.305785123966942,95.75461728626884,107.45373875533868,0.045390312247613626,0.20789458778011172,19.85,52.48,26.24
401,Phoenix Suns,274495.0,87,32,0,1720,226,566,152,320,74,246,83,103,30,121,151,356,44,7,151,97,609,0.399,0.475,0.301,0.806,0.498,0.465,0,0,0,0,0,0.0,Vasilije Micić,505170,19.770114942528732,2.5977011494252875,6.505747126436781,1.7471264367816093,3.67816091954023,0.8505747126436781,2.827586206896552,0.9540229885057472,1.1839080459770115,0.3448275862068966,1.3908045977011494,1.735632183908046,4.091954022988506,0.5057471264367817,0.0804597701149425,1.735632183908046,1.1149425287356325,7.0,95.5690959221494,105.3158901279579,0.05559790045028999,0.19379305731420543,18.3,50.7,25.35
402,Phoenix Suns,125921.0,409,166,0,9695,1540,3248,1082,2064,458,1184,384,465,140,835,975,1496,297,73,301,424,3922,0.474,0.524,0.387,0.826,0.568,0.545,0,0,0,0,0,284612.0,Monte Morris,505170,23.704156479217605,3.765281173594132,7.941320293398533,2.645476772616137,5.0464547677261615,1.119804400977995,2.894865525672372,0.938875305623472,1.136919315403423,0.3422982885085575,2.041564792176039,2.3838630806845966,3.6577017114914425,0.726161369193154,0.1784841075794621,0.7359413202933985,1.0366748166259168,9.58924205378973,94.09366184759828,89.65475391157787,0.04708271701570527,0.228880035870972,21.81,54.52,27.26
403,Phoenix Suns,92268.0,560,306,0,14773,1386,3241,555,1082,831,2159,310,401,374,2341,2715,1351,449,249,574,1338,3913,0.428,0.513,0.385,0.773,0.573,0.556,0,0,0,0,0,149156.0,Royce O'Neale,505170,26.380357142857143,2.475,5.7875,0.9910714285714286,1.9321428571428567,1.4839285714285717,3.855357142857143,0.5535714285714286,0.7160714285714286,0.6678571428571428,4.180357142857143,4.848214285714286,2.4125,0.8017857142857143,0.4446428571428571,1.025,2.3892857142857142,6.9875,93.72844528657777,86.12198700619425,0.04490359624415998,0.22165737189982251,21.17,53.83,26.92
404,Phoenix Suns,186912.0,826,475,0,18207,2657,4474,2655,4426,2,48,1431,2493,1717,3855,5572,1988,579,685,1175,2218,6747,0.594,0.6,0.042,0.574,0.606,0.594,0,0,0,0,0,946.0,Mason Plumlee,505170,22.04237288135593,3.2167070217917675,5.416464891041162,3.2142857142857144,5.358353510895884,0.0024213075060532,0.0581113801452784,1.7324455205811138,3.0181598062954,2.0786924939467317,4.667070217917676,6.745762711864407,2.406779661016949,0.7009685230024213,0.8292978208232445,1.4225181598062957,2.685230024213075,8.168280871670703,91.66995586467036,68.45243958181615,0.05036934703737988,0.2605351522055473,24.74,58.49,29.24
405,Phoenix Suns,336.0,222,74,0,3875,592,910,591,906,1,4,372,512,412,809,1221,136,54,192,192,438,1557,0.651,0.652,0.25,0.727,0.686,0.651,0,0,0,0,0,124632.0,Nick Richards,505170,17.454954954954953,2.6666666666666665,4.099099099099099,2.6621621621621623,4.081081081081081,0.0045045045045045,0.018018018018018,1.6756756756756757,2.3063063063063063,1.855855855855856,3.644144144144144,5.5,0.6126126126126126,0.2432432432432432,0.8648648648648649,0.8648648648648649,1.972972972972973,7.013513513513513,96.80867063324536,120.38251553711328,0.03938345861474094,0.17661297589527014,16.97,48.93,24.47
406,Phoenix Suns,65903.0,46,2,0,517,67,186,44,97,23,89,10,18,3,48,51,56,20,2,17,30,167,0.36,0.454,0.258,0.556,0.431,0.422,0,0,0,0,0,0.0,TyTy Washington Jr.,505170,11.23913043478261,1.4565217391304348,4.043478260869565,0.9565217391304348,2.108695652173913,0.5,1.934782608695652,0.217391304347826,0.391304347826087,0.0652173913043478,1.0434782608695652,1.108695652173913,1.2173913043478262,0.4347826086956521,0.0434782608695652,0.3695652173913043,0.6521739130434783,3.630434782608696,97.84945951256712,134.55811333587027,0.043142497697217966,0.0929517321315805,8.89,36.38,18.19
407,Portland Trail Blazers,267874.0,326,176,0,8618,1227,2680,877,1622,350,1058,573,768,283,1683,1966,854,256,148,498,809,3377,0.458,0.541,0.331,0.746,0.559,0.523,0,0,0,0,0,245950.0,Deni Avdija,393308,26.43558282208589,3.763803680981595,8.220858895705522,2.6901840490797544,4.975460122699387,1.0736196319018405,3.245398773006135,1.7576687116564418,2.355828220858896,0.8680981595092024,5.162576687116564,6.030674846625767,2.6196319018404908,0.7852760736196319,0.4539877300613497,1.5276073619631902,2.48159509202454,10.358895705521473,93.17253739180262,80.98631614257917,0.04682872048371983,0.26931302640167915,25.67,59.73,29.86
408,Portland Trail Blazers,379316.0,389,382,0,11991,2837,4810,2809,4691,28,119,684,905,1184,2888,4072,630,284,372,672,1030,6386,0.59,0.599,0.235,0.756,0.613,0.593,0,0,0,0,0,449608.0,Deandre Ayton,393308,30.82519280205656,7.29305912596401,12.36503856041131,7.221079691516709,12.059125964010285,0.0719794344473007,0.3059125964010283,1.7583547557840618,2.326478149100257,3.043701799485861,7.4241645244215935,10.467866323907456,1.6195372750642674,0.7300771208226221,0.9562982005141388,1.7275064267352185,2.647814910025707,16.416452442159382,91.31095687466376,65.7264026708099,0.05373817556561205,0.36685896428958326,34.71,71.45,35.73
409,Portland Trail Blazers,108881.0,182,12,0,2549,445,1089,318,680,127,409,182,254,101,314,415,339,101,59,193,198,1199,0.409,0.468,0.311,0.717,0.499,0.467,0,0,0,0,1,70661.0,Dalano Banton,393308,14.005494505494504,2.4450549450549453,5.983516483516484,1.7472527472527473,3.736263736263736,0.6978021978021978,2.2472527472527477,1.0,1.3956043956043955,0.554945054945055,1.7252747252747254,2.28021978021978,1.862637362637363,0.554945054945055,0.3241758241758242,1.0604395604395604,1.0879120879120878,6.587912087912088,95.87724021330084,108.8887075668474,0.03711543804809158,0.18490961424909289,17.8,49.89,24.94
410,Portland Trail Blazers,70458.0,111,90,0,3019,342,783,225,434,117,349,117,157,230,336,566,169,124,56,144,294,918,0.437,0.518,0.335,0.745,0.539,0.511,0,0,0,0,0,35472.0,Toumani Camara,393308,27.1981981981982,3.081081081081081,7.054054054054054,2.027027027027027,3.90990990990991,1.054054054054054,3.144144144144144,1.054054054054054,1.4144144144144144,2.072072072072072,3.027027027027027,5.099099099099099,1.5225225225225223,1.117117117117117,0.5045045045045045,1.2972972972972974,2.6486486486486487,8.27027027027027,96.1890021136679,112.61726843383047,0.03477706243614984,0.23471213001569752,22.65,55.53,27.77
