Unnamed: 0,Team,Pageviews,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,MVP,ROY,DPOY,All_NBA,Champ,IG,Player,Team_Pageviews,MP_PerGame,FG_PerGame,FGA_PerGame,2P_PerGame,2PA_PerGame,3P_PerGame,3PA_PerGame,FT_PerGame,FTA_PerGame,ORB_PerGame,DRB_PerGame,TRB_PerGame,AST_PerGame,STL_PerGame,BLK_PerGame,TOV_PerGame,PF_PerGame,PTS_PerGame,Obscurity_Score,Obscurity_Score_Scaled,visibility_score,performance_score,obscurity_score,obscurity_score_normalized,obscurity_score_scaled
139,Detroit Pistons,356689.0,937,817,0,29712,5794,12134,4519,8662,1275,3472,2276,2723,945,4846,5791,2231,727,516,1306,1866,15139,0.478,0.522,0.367,0.836,0.568,0.53,0,0,0,0,0,457594.0,Tobias Harris,659926,31.70971184631804,6.183564567769477,12.949839914621132,4.822838847385272,9.244397011739595,1.360725720384205,3.7054429028815368,2.4290288153681963,2.906083244397012,1.0085378868729988,5.171824973319104,6.180362860192102,2.381003201707577,0.775880469583778,0.5506937033084311,1.393810032017076,1.9914621131270007,16.156883671291354,86.68933442996166,38.1260213674539,0.07308986454905331,0.3189697012629895,29.57,63.95,31.98
140,Detroit Pistons,219555.0,42,1,0,659,106,222,86,137,20,85,39,49,21,96,117,32,20,6,38,76,271,0.477,0.628,0.235,0.796,0.556,0.523,0,0,0,0,0,80435.0,Ron Holland,659926,15.69047619047619,2.523809523809524,5.285714285714286,2.0476190476190474,3.261904761904762,0.4761904761904761,2.023809523809524,0.9285714285714286,1.1666666666666667,0.5,2.2857142857142856,2.7857142857142856,0.7619047619047619,0.4761904761904761,0.1428571428571428,0.9047619047619048,1.809523809523809,6.4523809523809526,96.55302735361153,117.12056570196256,0.06442900824392112,0.13349977009623373,12.49,41.68,20.84
141,Detroit Pistons,191353.0,181,164,0,5419,1016,2369,709,1496,307,873,578,775,199,477,676,802,146,69,516,513,2917,0.429,0.474,0.352,0.746,0.538,0.494,0,0,0,0,0,237534.0,Jaden Ivey,659926,29.939226519337016,5.613259668508287,13.088397790055248,3.917127071823205,8.265193370165745,1.6961325966850829,4.823204419889502,3.1933701657458564,4.281767955801105,1.0994475138121549,2.6353591160220997,3.734806629834254,4.430939226519337,0.8066298342541437,0.3812154696132597,2.850828729281768,2.834254143646409,16.116022099447513,92.93012346285776,78.83466783108959,0.06294176076916619,0.32778028726304376,30.71,65.38,32.69
142,Detroit Pistons,7354.0,3,0,0,8,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0.0,0.525,0.0,0.764,0.0,0.0,0,0,0,0,0,6892.0,Daniss Jenkins,659926,2.6666666666666665,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,99.48405454718976,160.0247461080654,0.051666003280321594,0.0,0.0,8.68,4.34
143,Detroit Pistons,88835.0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0.45,0.525,0.343,0.764,0.561,0.528,0,0,0,0,0,26933.0,Bobi Klintman,659926,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,98.6883655105647,147.10801826551256,0.05655647860792083,0.02456801470588235,2.32,23.93,11.96
144,Detroit Pistons,92866.0,237,28,0,3062,519,934,490,841,29,93,130,183,395,559,954,187,182,176,146,443,1197,0.556,0.583,0.312,0.71,0.59,0.571,0,0,0,0,0,0.0,Paul Reed,659926,12.919831223628693,2.189873417721519,3.940928270042194,2.067510548523207,3.548523206751055,0.1223628691983122,0.3924050632911392,0.5485232067510548,0.7721518987341772,1.6666666666666667,2.358649789029536,4.025316455696203,0.7890295358649789,0.7679324894514767,0.7426160337552743,0.6160337552742616,1.869198312236287,5.050632911392405,96.62713630960847,118.05761144634138,0.05676344703064004,0.1675294185227792,15.8,46.93,23.46
145,Detroit Pistons,60534.0,102,11,0,1783,291,661,171,344,120,317,69,78,22,140,162,299,65,16,118,143,771,0.44,0.497,0.379,0.885,0.554,0.531,0,0,0,0,0,39249.0,Marcus Sasser,659926,17.480392156862745,2.8529411764705883,6.480392156862745,1.6764705882352942,3.372549019607843,1.1764705882352942,3.107843137254902,0.6764705882352942,0.7647058823529411,0.2156862745098039,1.3725490196078431,1.588235294117647,2.931372549019608,0.6372549019607843,0.1568627450980392,1.156862745098039,1.4019607843137254,7.558823529411764,96.6106025872553,117.84795412938206,0.05488199916711369,0.1814615542169508,17.15,49.08,24.54
146,Detroit Pistons,733735.0,806,414,0,22140,4170,9625,3157,6669,1013,2956,2002,2391,337,2000,2337,3917,667,115,1836,1672,11355,0.433,0.473,0.343,0.837,0.532,0.486,0,0,0,0,0,5600000.0,Dennis Schröder,659926,27.468982630272954,5.173697270471464,11.941687344913152,3.9168734491315136,8.274193548387096,1.2568238213399503,3.667493796526055,2.4838709677419355,2.966501240694789,0.4181141439205955,2.481389578163772,2.899503722084367,4.859801488833747,0.8275434243176178,0.1426799007444168,2.2779156327543424,2.074441687344913,14.088089330024816,85.92123610166122,34.652662649978744,0.10204410375114006,0.3032771597229167,27.23,61.92,30.96
147,Detroit Pistons,142934.0,273,180,0,6904,944,1891,766,1369,178,522,345,467,655,1347,2002,352,116,285,320,725,2411,0.499,0.56,0.341,0.739,0.575,0.546,0,0,0,0,0,0.0,Isaiah Stewart,659926,25.28937728937729,3.457875457875458,6.926739926739927,2.8058608058608057,5.014652014652015,0.652014652014652,1.912087912087912,1.2637362637362637,1.7106227106227103,2.399267399267399,4.934065934065934,7.333333333333333,1.2893772893772897,0.4249084249084249,1.043956043956044,1.1721611721611722,2.655677655677656,8.831501831501832,94.82681950238695,97.14827465601458,0.059753097185204024,0.2426998803153032,22.82,55.77,27.88
148,Detroit Pistons,178754.0,83,47,0,1959,295,607,267,466,28,141,89,153,157,339,496,155,97,65,111,228,707,0.486,0.573,0.199,0.582,0.524,0.509,0,0,0,0,0,298762.0,Ausar Thompson,659926,23.602409638554217,3.5542168674698797,7.313253012048193,3.216867469879518,5.614457831325301,0.3373493975903614,1.6987951807228916,1.072289156626506,1.843373493975904,1.891566265060241,4.084337349397591,5.975903614457831,1.867469879518072,1.1686746987951808,0.7831325301204819,1.3373493975903614,2.746987951807229,8.518072289156626,95.7537251822479,107.44336343619112,0.06226613138698027,0.2647823034555678,24.83,58.58,29.29
149,Detroit Pistons,257801.0,137,10,0,1885,262,646,69,118,193,528,30,38,44,234,278,113,58,35,43,146,747,0.406,0.585,0.366,0.789,0.564,0.555,0,0,0,0,0,63006.0,Lindy Waters III,659926,13.75912408759124,1.912408759124088,4.7153284671532845,0.5036496350364964,0.8613138686131386,1.4087591240875912,3.854014598540146,0.218978102189781,0.2773722627737226,0.3211678832116788,1.708029197080292,2.0291970802919708,0.8248175182481752,0.4233576642335766,0.2554744525547445,0.3138686131386861,1.0656934306569343,5.452554744525547,96.40999205085537,115.33152254285562,0.0666909181676854,0.11720657153546066,10.94,39.34,19.67
150,Golden State Warriors,1205216.0,838,733,6,27783,4984,10566,4320,8551,664,2015,4715,5598,1369,3109,4478,3586,1350,371,1353,1167,15347,0.472,0.505,0.33,0.842,0.589,0.503,0,0,0,5,0,9989086.0,Jimmy Butler,1411582,33.15393794749404,5.947494033412887,12.608591885441529,5.155131264916467,10.204057279236276,0.7923627684964201,2.4045346062052504,5.626491646778043,6.68019093078759,1.6336515513126493,3.7100238663484486,5.343675417661098,4.279236276849642,1.6109785202863962,0.4427207637231503,1.6145584725536992,1.392601431980907,18.31384248210024,76.26222398704262,7.706919291313654,0.23903140879211576,0.4298201140719884,32.71,68.12,34.06
151,Golden State Warriors,4915516.0,989,983,10,33771,8338,17663,4445,8503,3893,9160,3859,4238,646,4028,4674,6322,1511,252,3086,2254,24428,0.472,0.523,0.425,0.911,0.625,0.582,2,0,0,10,4,58036076.0,Stephen Curry,1411582,34.14661274014156,8.430738119312437,17.859453993933265,4.494438827098079,8.597573306370071,3.936299292214358,9.261880687563195,3.9019211324570273,4.285136501516684,0.6531850353892821,4.072800808897877,4.725985844287159,6.392315470171891,1.5278058645096058,0.2548028311425682,3.1203235591506573,2.2790697674418605,24.69969666329626,45.28327519235968,0.0,0.5507522304272896,0.6373711985717501,28.63,63.18,31.59
152,Golden State Warriors,885688.0,847,692,4,24245,2715,6031,2007,3832,708,2199,1200,1693,925,4953,5878,4751,1119,856,1937,2422,7338,0.45,0.524,0.322,0.709,0.541,0.509,0,0,1,2,4,4114197.0,Draymond Green,1411582,28.6245572609209,3.20543093270366,7.120425029515939,2.3695395513577333,4.524203069657615,0.8358913813459268,2.5962219598583234,1.4167650531286895,1.998819362455726,1.0920897284533648,5.847697756788666,6.939787485242031,5.6092089728453365,1.321133412042503,1.010625737898465,2.28689492325856,2.8595041322314048,8.663518299881936,81.9830092598123,20.49038246867948,0.19759433990194622,0.47863056491139155,38.41,75.74,37.87
153,Golden State Warriors,628306.0,673,422,0,19283,3740,8634,1704,3528,2036,5106,809,940,500,2308,2808,1705,581,216,1115,1390,10325,0.433,0.483,0.399,0.861,0.571,0.551,0,0,0,0,0,611025.0,Buddy Hield,1411582,28.652303120356613,5.557206537890044,12.829123328380389,2.5319465081723624,5.242199108469539,3.025260029717682,7.586924219910847,1.202080237741456,1.3967310549777117,0.7429420505200595,3.429420505200594,4.172362555720654,2.5334323922734026,0.8632986627043091,0.3209509658246657,1.6567607726597329,2.065378900445765,15.341753343239228,87.6412770808304,42.81794606898033,0.14783836471951817,0.28845558353894457,24.58,58.23,29.12
154,Golden State Warriors,267835.0,108,49,0,1946,380,589,380,587,0,2,118,204,230,372,602,168,48,110,88,165,878,0.645,0.647,0.0,0.578,0.647,0.645,0,0,0,0,0,159830.0,Trayce Jackson-Davis,1411582,18.01851851851852,3.5185185185185186,5.453703703703703,3.5185185185185186,5.435185185185185,0.0,0.0185185185185185,1.0925925925925926,1.8888888888888888,2.1296296296296298,3.4444444444444446,5.574074074074074,1.5555555555555556,0.4444444444444444,1.0185185185185186,0.8148148148148148,1.5277777777777777,8.12962962962963,95.88351449604951,108.96260530112896,0.12574893548742364,0.2207274245702168,19.3,51.88,25.94
155,Golden State Warriors,21670.0,34,0,0,266,41,90,33,64,8,26,15,23,16,53,69,20,12,12,12,31,105,0.456,0.516,0.308,0.652,0.524,0.5,0,0,0,0,0,0.0,Braxton Key,1411582,7.823529411764706,1.2058823529411764,2.647058823529412,0.9705882352941176,1.8823529411764703,0.2352941176470588,0.7647058823529411,0.4411764705882353,0.6764705882352942,0.4705882352941176,1.5588235294117647,2.0294117647058822,0.5882352941176471,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.9117647058823528,3.088235294117647,98.06807211070682,137.72778390536055,0.11084981669339156,0.09085587671231837,8.08,34.99,17.5
156,Golden State Warriors,193034.0,306,77,0,5522,807,2061,471,1075,336,986,326,451,165,711,876,228,119,79,255,482,2276,0.392,0.438,0.341,0.723,0.504,0.473,0,0,0,0,0,0.0,Kevin Knox,1411582,18.045751633986928,2.6372549019607843,6.735294117647059,1.53921568627451,3.513071895424837,1.0980392156862746,3.2222222222222223,1.065359477124183,1.473856209150327,0.5392156862745098,2.323529411764706,2.862745098039216,0.7450980392156863,0.3888888888888889,0.2581699346405229,0.8333333333333334,1.5751633986928104,7.437908496732026,94.9978801731818,98.97713942874738,0.12108226874034174,0.1415056125184372,12.44,41.42,20.71
157,Golden State Warriors,433191.0,243,84,0,5360,1147,2242,950,1666,197,576,551,796,260,719,979,422,156,107,341,533,3042,0.512,0.57,0.342,0.692,0.587,0.556,0,0,0,0,1,623820.0,Jonathan Kuminga,1411582,22.05761316872428,4.720164609053498,9.22633744855967,3.909465020576132,6.8559670781893,0.8106995884773662,2.3703703703703702,2.2674897119341564,3.2757201646090537,1.0699588477366255,2.9588477366255144,4.02880658436214,1.7366255144032925,0.6419753086419753,0.4403292181069959,1.4032921810699588,2.1934156378600824,12.51851851851852,92.52593068899324,75.36106384619734,0.1362037217798784,0.2629521677364677,22.71,55.61,27.8
158,Golden State Warriors,253437.0,558,261,0,9730,1197,2062,1187,2001,10,61,414,686,1201,1971,3172,900,286,297,333,1225,2818,0.581,0.593,0.164,0.603,0.596,0.583,0,0,0,0,3,432295.0,Kevon Looney,1411582,17.43727598566308,2.1451612903225805,3.695340501792115,2.127240143369176,3.586021505376344,0.017921146953405,0.1093189964157706,0.7419354838709677,1.2293906810035842,2.152329749103943,3.532258064516129,5.684587813620071,1.6129032258064515,0.5125448028673835,0.532258064516129,0.5967741935483871,2.195340501792115,5.050179211469534,93.28497054140853,82.00210899710115,0.12523042944347662,0.2616701355791383,22.89,56.01,28.0
159,Golden State Warriors,107797.0,215,27,0,3149,475,1045,263,470,212,575,173,229,124,319,443,160,84,49,115,232,1335,0.455,0.56,0.369,0.755,0.583,0.556,0,0,0,0,1,217155.0,Moses Moody,1411582,14.646511627906976,2.2093023255813957,4.8604651162790695,1.2232558139534884,2.186046511627907,0.986046511627907,2.6744186046511627,0.8046511627906977,1.0651162790697677,0.5767441860465117,1.4837209302325582,2.0604651162790697,0.7441860465116279,0.3906976744186046,0.227906976744186,0.5348837209302325,1.0790697674418606,6.209302325581396,96.0586449510602,111.04409089601454,0.11626457079214915,0.1451850073562821,12.83,42.28,21.14
160,Golden State Warriors,208138.0,238,44,0,3509,522,945,417,624,105,321,79,132,217,447,664,266,229,71,138,399,1228,0.552,0.668,0.327,0.598,0.612,0.608,0,0,0,0,1,649659.0,Gary Payton II,1411582,14.743697478991596,2.19327731092437,3.9705882352941178,1.7521008403361344,2.6218487394957983,0.4411764705882353,1.3487394957983194,0.3319327731092437,0.5546218487394958,0.9117647058823528,1.8781512605042017,2.7899159663865545,1.1176470588235294,0.96218487394958,0.2983193277310924,0.5798319327731093,1.6764705882352942,5.159663865546219,95.6345080863153,106.0651421925266,0.12279776290931868,0.18269000189168869,16.03,47.22,23.61
161,Golden State Warriors,424726.0,104,36,0,2693,364,827,243,488,121,339,72,109,149,413,562,369,90,21,118,168,921,0.44,0.498,0.357,0.661,0.526,0.513,0,0,0,0,0,239557.0,Brandin Podziemski,1411582,25.89423076923077,3.5,7.951923076923077,2.3365384615384617,4.6923076923076925,1.1634615384615383,3.2596153846153846,0.6923076923076923,1.0480769230769231,1.4326923076923077,3.9711538461538463,5.403846153846154,3.548076923076923,0.8653846153846154,0.2019230769230769,1.1346153846153846,1.6153846153846154,8.85576923076923,94.29929675865876,91.70139065159836,0.1352170256636295,0.26479619059451925,22.9,56.09,28.04
162,Golden State Warriors,118066.0,3,0,0,13,3,7,2,3,1,4,1,1,1,0,1,1,0,0,0,0,8,0.429,0.667,0.25,1.0,0.538,0.5,0,0,0,0,0,26639.0,Quinten Post,1411582,4.333333333333333,1.0,2.333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.6666666666666665,98.13259345325356,138.67660125592866,0.11663915651819708,0.03423697876686454,3.02,26.76,13.38
163,Golden State Warriors,106515.0,40,1,0,346,42,88,24,39,18,49,19,23,30,52,82,32,10,5,16,45,121,0.477,0.615,0.367,0.826,0.617,0.58,0,0,0,0,0,556471.0,Gui Santos,1411582,8.65,1.05,2.2,0.6,0.975,0.45,1.225,0.475,0.575,0.75,1.3,2.05,0.8,0.25,0.125,0.4,1.125,3.025,97.72063194868248,132.72243102070902,0.11661296619835547,0.08372949597160337,7.4,34.12,17.06
164,Golden State Warriors,218111.0,22,0,0,134,18,41,17,32,1,9,7,10,9,15,24,29,8,2,10,8,44,0.439,0.531,0.111,0.7,0.485,0.451,0,0,0,0,0,0.0,Pat Spencer,1411582,6.090909090909091,0.8181818181818182,1.8636363636363635,0.7727272727272727,1.4545454545454546,0.0454545454545454,0.4090909090909091,0.3181818181818182,0.4545454545454545,0.4090909090909091,0.6818181818181818,1.0909090909090908,1.318181818181818,0.3636363636363636,0.0909090909090909,0.4545454545454545,0.3636363636363636,2.0,97.45094248494732,128.9553134032259,0.12257966142481089,0.07835711507149958,6.88,32.9,16.45
165,Houston Rockets,512197.0,734,641,0,19249,2744,4671,2743,4656,1,15,1106,2076,2664,3255,5919,1109,631,685,1056,1775,6595,0.587,0.589,0.067,0.533,0.59,0.588,0,0,0,0,0,587129.0,Steven Adams,513888,26.22479564032697,3.7384196185286105,6.363760217983652,3.737057220708447,6.343324250681199,0.0013623978201634,0.0204359673024523,1.5068119891008174,2.8283378746594003,3.629427792915531,4.4346049046321525,8.064032697547685,1.5108991825613078,0.8596730245231607,0.9332425068119892,1.438692098092643,2.41825613079019,8.985013623978201,90.48215604734696,59.79446050814032,0.07120343308051261,0.27599289822144657,25.63,59.64,29.82
166,Houston Rockets,293911.0,455,428,0,13331,2387,5726,1595,3449,792,2277,854,1061,354,1114,1468,918,421,118,666,1514,6420,0.417,0.462,0.348,0.805,0.518,0.486,0,0,0,0,0,200352.0,Dillon Brooks,513888,29.298901098901094,5.246153846153846,12.584615384615384,3.505494505494505,7.58021978021978,1.7406593406593407,5.004395604395604,1.876923076923077,2.331868131868132,0.778021978021978,2.4483516483516485,3.2263736263736265,2.017582417582417,0.9252747252747252,0.2593406593406593,1.4637362637362636,3.327472527472528,14.10989010989011,91.0889664613602,64.08904975929052,0.05768479998098533,0.25684478374128744,24.2,58.06,29.03
167,Houston Rockets,79999.0,130,5,0,2841,501,1090,400,791,101,299,176,240,296,516,812,144,177,90,141,303,1279,0.46,0.506,0.338,0.733,0.535,0.506,0,0,0,0,0,80647.0,Tari Eason,513888,21.853846153846156,3.853846153846154,8.384615384615385,3.076923076923077,6.084615384615384,0.7769230769230769,2.3,1.353846153846154,1.8461538461538465,2.276923076923077,3.969230769230769,6.246153846153846,1.1076923076923078,1.3615384615384616,0.6923076923076923,1.0846153846153843,2.330769230769231,9.83846153846154,95.75232694817387,107.4271036018988,0.04476181667445771,0.2710109988653522,25.89,60.09,30.05
168,Houston Rockets,685326.0,266,266,0,8688,1844,4351,1180,2406,664,1945,984,1221,140,973,1113,856,209,78,624,419,5336,0.424,0.49,0.341,0.806,0.546,0.5,0,0,0,0,0,2481800.0,Jalen Green,513888,32.661654135338345,6.932330827067669,16.357142857142858,4.43609022556391,9.045112781954888,2.4962406015037595,7.31203007518797,3.699248120300752,4.590225563909774,0.5263157894736842,3.657894736842105,4.184210526315789,3.218045112781955,0.7857142857142857,0.2932330827067669,2.345864661654135,1.575187969924812,20.06015037593985,89.17667101473585,51.392952128772926,0.0839140874105122,0.3393272228480793,31.09,66.28,33.14
169,Houston Rockets,222699.0,1198,659,0,32998,5162,11472,3982,7972,1180,3500,2792,3473,994,3848,4842,1767,756,588,1576,2484,14296,0.45,0.499,0.337,0.804,0.55,0.501,0,0,0,0,1,0.0,Jeff Green,513888,27.54424040066778,4.308848080133556,9.575959933222038,3.323873121869783,6.654424040066778,0.9849749582637728,2.921535893155258,2.330550918196995,2.8989983305509184,0.8297161936560935,3.2120200333889817,4.041736227045075,1.474958263772955,0.6310517529215359,0.4908180300500834,1.315525876460768,2.0734557595993324,11.93322203672788,87.550408956371,42.35054754842452,0.05318169071749569,0.2534298045227356,24.0,57.81,28.9
170,Houston Rockets,158667.0,416,63,0,6893,978,2333,598,1333,380,1000,342,400,120,539,659,851,255,71,364,606,2678,0.419,0.449,0.38,0.855,0.534,0.501,0,0,0,0,0,73821.0,Aaron Holiday,513888,16.56971153846154,2.3509615384615383,5.608173076923077,1.4375,3.204326923076923,0.9134615384615384,2.4038461538461537,0.8221153846153846,0.9615384615384616,0.2884615384615384,1.2956730769230769,1.5841346153846154,2.045673076923077,0.6129807692307693,0.1706730769230769,0.875,1.4567307692307692,6.4375,95.06184908798798,99.66912884990928,0.04945067555524144,0.15254708534873104,14.5,44.47,22.23
171,Houston Rockets,125776.0,199,8,0,2514,407,800,344,580,63,220,176,231,293,350,643,193,49,84,131,268,1053,0.509,0.593,0.286,0.762,0.584,0.548,0,0,0,0,0,61801.0,Jock Landale,513888,12.633165829145728,2.0452261306532664,4.0201005025125625,1.728643216080402,2.914572864321608,0.3165829145728643,1.105527638190955,0.8844221105527639,1.1608040201005023,1.4723618090452262,1.7587939698492463,3.2311557788944723,0.9698492462311558,0.2462311557788944,0.4221105527638191,0.6582914572864321,1.3467336683417086,5.291457286432161,96.74849264169106,119.60713679443094,0.047471641532031886,0.1293211322237383,12.32,41.16,20.58
172,Houston Rockets,85332.0,6,0,0,21,3,11,1,3,2,8,0,0,1,3,4,1,0,1,1,1,8,0.273,0.333,0.25,0.764,0.364,0.364,0,0,0,0,0,34934.0,Jack McVeigh,513888,3.5,0.5,1.8333333333333333,0.1666666666666666,0.5,0.3333333333333333,1.3333333333333333,0.0,0.0,0.1666666666666666,0.5,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.3333333333333333,98.65052483020447,146.51896590412167,0.0450230105256894,0.027741230078328315,2.65,25.17,12.58
173,Houston Rockets,72808.0,158,19,0,2746,387,913,258,496,129,417,102,149,113,351,464,167,68,36,133,195,1005,0.424,0.52,0.309,0.685,0.514,0.495,0,0,0,0,0,61428.0,David Roddy,513888,17.379746835443036,2.449367088607595,5.778481012658228,1.6329113924050631,3.1392405063291138,0.8164556962025317,2.6392405063291138,0.6455696202531646,0.9430379746835444,0.7151898734177216,2.221518987341772,2.9367088607594938,1.0569620253164558,0.430379746835443,0.2278481012658227,0.8417721518987342,1.2341772151898731,6.360759493670886,96.66529819876553,118.54285208237934,0.04430836004138711,0.14066785392572018,13.44,43.27,21.63
174,Houston Rockets,364111.0,251,189,0,6993,1536,2953,1441,2608,95,345,761,1077,703,1388,2091,996,261,220,603,797,3928,0.52,0.553,0.275,0.707,0.573,0.536,0,0,0,0,0,0.0,Alperen Şengün,513888,27.860557768924306,6.1195219123505975,11.764940239043824,5.741035856573705,10.390438247011952,0.3784860557768924,1.3745019920318724,3.03187250996016,4.290836653386454,2.800796812749004,5.52988047808765,8.330677290836654,3.9681274900398407,1.0398406374501992,0.8764940239043825,2.402390438247012,3.1752988047808763,15.649402390438247,91.9170556813868,70.38645496542607,0.06162565507910793,0.39541259411073454,37.1,74.27,37.13
175,Houston Rockets,532888.0,32,0,0,360,39,124,19,51,20,73,5,6,10,30,40,37,17,10,19,28,103,0.315,0.373,0.274,0.833,0.407,0.395,0,0,0,0,0,185038.0,Reed Sheppard,513888,11.25,1.21875,3.875,0.59375,1.59375,0.625,2.28125,0.15625,0.1875,0.3125,0.9375,1.25,1.15625,0.53125,0.3125,0.59375,0.875,3.21875,95.89215485879144,109.06444635532468,0.07193536697921674,0.10181271381606022,9.45,37.04,18.52
176,Houston Rockets,197394.0,188,188,0,5896,878,2038,564,1109,314,929,377,466,320,1080,1400,255,107,167,223,502,2447,0.431,0.509,0.338,0.809,0.545,0.508,0,0,0,0,0,0.0,Jabari Smith Jr.,513888,31.361702127659573,4.670212765957447,10.840425531914894,3.0,5.898936170212766,1.6702127659574468,4.941489361702128,2.00531914893617,2.478723404255319,1.702127659574468,5.74468085106383,7.446808510638298,1.3563829787234043,0.5691489361702128,0.8882978723404256,1.1861702127659577,2.6702127659574466,13.01595744680851,94.04685248446644,89.19472234032652,0.05167068374375515,0.28490344505061665,27.02,61.62,30.81
177,Houston Rockets,35767.0,267,152,0,6054,927,1877,762,1340,165,537,324,464,390,772,1162,566,233,101,331,794,2343,0.494,0.569,0.307,0.698,0.563,0.538,0,0,0,0,0,0.0,Jae'Sean Tate,513888,22.674157303370787,3.4719101123595504,7.02996254681648,2.853932584269663,5.0187265917602994,0.6179775280898876,2.01123595505618,1.2134831460674158,1.7378277153558053,1.4606741573033708,2.891385767790262,4.352059925093633,2.119850187265917,0.8726591760299626,0.3782771535580524,1.2397003745318351,2.9737827715355807,8.775280898876405,95.36547004657908,103.01462298358692,0.04201964544520692,0.22683492511002665,21.73,54.44,27.22
178,Houston Rockets,229112.0,100,34,0,2513,426,780,406,674,20,106,205,298,248,458,706,255,126,82,162,225,1077,0.546,0.602,0.189,0.688,0.591,0.559,0,0,0,0,0,348779.0,Amen Thompson,513888,25.13,4.26,7.8,4.06,6.74,0.2,1.06,2.05,2.98,2.48,4.58,7.06,2.55,1.26,0.82,1.62,2.25,10.77,95.02701023492176,99.29170759745053,0.05400141947324365,0.3173035499765934,30.02,64.3,32.15
179,Houston Rockets,231695.0,528,379,1,16436,2673,6636,1350,3077,1323,3559,1255,1452,233,1584,1817,3016,726,247,880,1159,7924,0.403,0.439,0.372,0.864,0.545,0.502,0,0,0,0,1,635917.0,Fred VanVleet,513888,31.12878787878788,5.0625,12.568181818181818,2.5568181818181817,5.827651515151516,2.5056818181818183,6.740530303030303,2.3768939393939394,2.75,0.4412878787878788,3.0,3.441287878787879,5.712121212121212,1.375,0.4678030303030303,1.6666666666666667,2.195075757575758,15.007575757575758,88.80845762617706,49.214955414825965,0.06201525530544841,0.39619681788999317,37.16,74.55,37.27
180,Houston Rockets,136311.0,70,2,0,1257,301,670,193,361,108,309,102,147,64,189,253,50,44,22,63,84,812,0.449,0.535,0.35,0.694,0.553,0.53,0,0,0,0,0,123889.0,Cam Whitmore,513888,17.957142857142856,4.3,9.571428571428571,2.757142857142857,5.1571428571428575,1.542857142857143,4.414285714285715,1.457142857142857,2.1,0.9142857142857144,2.7,3.6142857142857134,0.7142857142857143,0.6285714285714286,0.3142857142857143,0.9,1.2,11.6,96.02187624309455,110.60405380535252,0.04817846184649209,0.19972448069938586,19.01,51.66,25.83
181,Indiana Pacers,34270.0,179,18,0,1994,346,548,340,536,6,12,94,138,277,452,729,90,42,99,101,247,792,0.631,0.634,0.5,0.681,0.651,0.637,0,0,0,0,0,0.0,Tony Bradley,536387,11.139664804469271,1.932960893854749,3.0614525139664805,1.899441340782123,2.994413407821229,0.0335195530726257,0.0670391061452514,0.5251396648044693,0.770949720670391,1.547486033519553,2.525139664804469,4.072625698324022,0.5027932960893855,0.2346368715083799,0.553072625698324,0.5642458100558659,1.3798882681564246,4.424581005586592,97.63680124720644,131.5405540163908,0.04367645182480975,0.12541636687913374,11.99,40.81,20.41
182,Indiana Pacers,96215.0,294,139,0,5301,1070,1807,926,1410,144,397,400,517,417,1133,1550,291,96,211,214,481,2684,0.592,0.657,0.363,0.774,0.66,0.632,0,0,0,0,1,106602.0,Thomas Bryant,536387,18.03061224489796,3.639455782312925,6.14625850340136,3.1496598639455784,4.795918367346939,0.4897959183673469,1.3503401360544218,1.3605442176870748,1.7585034013605445,1.4183673469387754,3.85374149659864,5.272108843537415,0.9897959183673468,0.3265306122448979,0.717687074829932,0.7278911564625851,1.6360544217687074,9.129251700680271,95.1135804227712,100.23198355267633,0.04750880309442036,0.2251922440470029,21.45,54.14,27.07
183,Indiana Pacers,13660.0,3,0,0,4,0,1,0,0,0,1,2,2,0,0,0,0,1,0,1,1,2,0.0,0.525,0.0,1.0,0.532,0.0,0,0,0,0,0,0.0,RayJ Dennis,536387,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,99.15978982695772,154.6364661773221,0.04244579172882901,0.022216112849308804,2.13,22.86,11.43
