Unnamed: 0,Team,Pageviews,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,Player,Obscurity_Score,Obscurity_Score_Scaled,oline_carrer_value,obscurity_score,obscurity_score_normalized,obscurity_score_scaled
1337,Miami Dolphins,13137.0,119,44,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,2,2,8,4.0,1,0.1,0,0.0,0,0,6,6.8,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,8,0,T,0,0,0,0,0,0,0,Kendall Lamm,99.34471354260585,157.68790361667743,0,49.0,58.009023388449975,24.5
1338,Miami Dolphins,22085.0,197,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,7,4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,LS,0,0,0,0,0,0,0,Jake McQuaide,99.30978764461136,157.1072586917077,0,46.29,57.27995782105225,23.14
1339,Miami Dolphins,19851.0,114,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1,13,13.0,0,0.1,0,0.0,0,0,0,1.3,1.0,94,32,4,3,0,0,7,0,2,0,3,0,0.0,0,13,0,DB,0,0,0,0,0,0,0,Siran Neal,99.32458002268824,157.35293522582575,0,49.85,58.18583629437415,24.92
1340,Miami Dolphins,49985.0,123,87,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,47.5,185,132,50,112,2,0,41,0,4,0,9,0,0.0,0,5,0,LB,0,0,0,0,0,0,1,Emmanuel Ogbah,98.94533887191096,151.1677428003859,0,27.48,23.284472932123233,13.74
1341,Miami Dolphins,214683.0,171,133,0,0,0.0,0,0,0,0.0,0,0.0,0,1,10,10.0,0,0.1,0,0,0,0.0,0,0.0,0,0.0,0,0,6,1.0,12.0,617,287,37,18,24,1,57,1,7,0,9,0,0.0,0,410,158,S,0,0,0,0,0,0,0,Jordan Poyer,96.88273166619912,121.34320110633972,0,38.7,52.535565185307284,19.35
1342,Miami Dolphins,39379.0,124,36,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,2.0,169,114,7,4,1,0,6,0,1,0,2,0,0.0,0,7,0,LB,0,0,0,0,0,0,0,Duke Riley,99.0605688778307,153.02232800978285,0,43.99,56.48414334673358,22.0
1343,Miami Dolphins,32865.0,61,28,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,30,22,193,8.8,0,3.2,0,0.0,0,0,0,19.3,0.0,6,1,0,0,0,0,0,0,1,0,0,0,0.0,0,193,0,TE,0,0,0,0,0,0,0,Jack Stoll,99.10948438323442,153.8160897421605,0,50.88,58.540509911703694,25.44
1344,Miami Dolphins,32908.0,99,83,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,5.5,362,219,26,9,4,0,21,0,4,0,2,0,0.0,0,27,0,LB,0,0,0,0,0,0,0,Anthony Walker,99.12674964791243,154.09718503371278,0,41.56,55.27420339712106,20.78
1345,Miami Dolphins,43987.0,72,16,0,0,0.0,0,0,0,0.0,0,0.0,0,531,2370,4.5,18,32.9,113,74,585,7.9,5,8.1,0,0.0,0,0,138,421.5,0.0,6,0,0,0,0,0,0,9,4,0,0,0,0.0,0,2955,0,RB,0,0,0,0,0,0,0,Jeff Wilson,98.60661467559716,145.83822033336207,0,37.98,50.8178483045778,18.99
1346,Miami Dolphins,35763.0,56,50,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Isaiah Wynn,99.07603966341392,153.27295587042786,0,47.57,57.53908839905552,23.78
1347,Miami Dolphins,17347.0,26,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,18,12,4,0,0,0,1,0,0,0,1,0,0.0,0,0,0,LB,0,0,0,0,0,0,1,Quinton Bell,99.35702591685543,157.8930814474387,0,33.05,26.349956743640067,16.52
1348,Miami Dolphins,21147.0,47,38,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,148,32,13,5,3,0,28,0,2,0,2,0,0.0,0,2,0,RCB,0,0,0,0,0,0,0,Kader Kohou,99.3016408023471,156.97210844599158,0,56.05,59.482052062755514,28.02
1349,Miami Dolphins,35671.0,25,3,0,0,0.0,0,0,0,0.0,0,0.0,0,10,96,9.6,1,3.8,33,14,186,13.3,1,7.4,0,0.0,0,0,12,38.2,0.0,3,1,0,0,0,0,0,1,0,0,0,0,0.0,0,604,322,WR,0,0,0,0,0,0,0,Anthony Schwartz,99.0520239903814,152.88406633832616,0,56.73,59.55101806209798,28.36
1350,Miami Dolphins,51201.0,3,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,4,2,11,5.5,0,3.7,0,0.0,0,0,0,1.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,11,0,WR,0,0,0,0,0,0,0,Grant Dubose,98.9565721561408,151.34759978808447,0,62.97,60.07718840345692,31.48
1351,Minnesota Vikings,278089.0,10,4,98,168,58.3,950,4,9,59.9,11,2.0,1,14,21,1.5,0,2.1,0,0,0,0.0,0,0.0,0,0.0,0,0,0,34.1,0.0,0,0,0,0,0,0,0,7,4,0,0,0,0.0,0,26,0,QB,0,0,0,0,0,0,0,Brett Rypien,95.7659837230689,107.58601337556948,0,36.98,47.911591589299505,18.49
1352,Minnesota Vikings,46860.0,37,4,0,0,0.0,0,0,0,0.0,1,0.0,0,164,663,4.0,3,17.9,31,27,201,7.4,0,5.4,0,0.0,0,0,18,104.4,0.0,3,5,0,0,0,0,0,0,0,0,0,0,0.0,0,1166,302,RB,0,0,0,0,0,0,0,Ty Chandler,98.86931062893682,149.95574540971657,0,50.53,58.419234460409264,25.26
1353,Minnesota Vikings,54265.0,130,41,0,0,0.0,0,0,0,0.0,0,0.0,0,39,114,2.9,4,0.9,107,82,670,8.2,2,5.2,0,0.0,0,0,36,110.4,0.0,31,14,0,0,0,0,0,2,1,0,0,0,0.0,0,848,64,FB,0,0,0,0,0,0,0,C.J. Ham,98.7028659565041,147.3343329195007,0,42.91,56.08152797650115,21.46
1354,Minnesota Vikings,695032.0,114,102,0,0,0.0,0,0,0,0.0,0,0.0,0,1432,7078,4.9,50,62.1,426,323,2484,7.7,20,21.8,0,0.0,1,0,422,1356.2,0.0,0,0,0,0,0,0,0,20,6,0,0,0,0.0,0,9580,19,RB,0,0,0,0,0,0,0,Aaron Jones,89.60494506181121,54.02918373776263,0,24.6,20.751915595294683,12.3
1355,Minnesota Vikings,217733.0,32,29,0,0,0.0,0,0,0,0.0,0,0.0,0,4,22,5.5,1,0.7,207,133,1786,13.4,19,55.8,0,0.0,0,0,120,300.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1802,0,WR,0,0,0,0,0,0,0,Jordan Addison,96.50348331056348,116.49798464654609,0,38.31,51.42656110827861,19.16
1356,Minnesota Vikings,11827.0,3,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,WR,0,0,0,0,0,0,0,Lucky Jackson,99.47942926076824,159.94665331781758,0,78.81,60.61895674248102,39.4
1357,Minnesota Vikings,1168411.0,77,74,5,8,62.5,91,0,0,101.6,0,0.0,0,13,31,2.4,1,0.4,730,495,7432,15.0,40,96.5,0,0.0,3,0,252,998.0,0.0,2,0,0,0,0,0,0,4,2,0,0,0,0.0,0,7463,0,WR,0,1,0,0,0,2,0,Justin Jefferson,82.90253164419202,23.31652769047404,0,19.77,11.30266190095252,9.88
1358,Minnesota Vikings,82996.0,38,8,0,0,0.0,0,0,0,0.0,0,0.0,0,3,-4,-1.3,0,-0.1,61,40,622,15.6,7,16.4,0,0.0,0,0,42,101.8,0.0,4,1,0,0,0,0,0,1,0,0,1,0,0.0,0,618,0,WR,0,0,0,0,0,0,0,Jalen Nailor,98.44228023920876,143.31688272494895,0,39.35,53.45577174885789,19.68
1359,Minnesota Vikings,182208.0,82,69,0,0,0.0,0,0,0,0.0,0,0.0,0,1,0,0.0,0,0.0,562,382,4002,10.5,23,48.8,0,0.0,4,0,146,540.2,0.0,2,0,0,0,0,0,0,3,0,0,0,0,0.0,0,4002,0,TE,0,0,0,0,0,0,0,T.J. Hockenson,96.6036596361574,117.76001672157196,0,36.24,45.777043721730195,18.12
1360,Minnesota Vikings,29250.0,67,37,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,102,70,701,10.0,7,10.5,0,0.0,0,0,42,110.1,0.0,3,3,0,0,0,0,0,2,1,0,0,0,0.0,0,701,0,TE,0,0,0,0,0,0,0,Josh Oliver,99.06237701690397,153.05159998897997,0,47.59,57.54055182329377,23.8
1361,Minnesota Vikings,26099.0,88,88,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,2,2,17,8.5,0,0.2,0,0.0,0,0,0,2.1,0.0,1,1,0,0,0,0,0,1,4,0,0,0,0.0,0,5,0,C,0,0,0,0,0,0,0,Garrett Bradbury,99.10663302908516,153.7697136006035,0,47.2,57.46103017614147,23.6
1362,Minnesota Vikings,16277.0,56,22,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Blake Brandel,99.37474798522872,158.1888522180135,0,52.9,59.00163166295325,26.45
1363,Minnesota Vikings,56632.0,48,46,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,3,0,0,0,0.0,0,5,0,T,0,0,0,0,0,0,0,Christian Darrisaw,98.79809230619426,148.828753170039,0,47.79,57.59600308009264,23.9
1364,Minnesota Vikings,18083.0,48,41,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,RG,0,0,0,0,0,0,0,Ed Ingram,99.31831431244568,157.2488279440852,0,56.16,59.489974077736655,28.08
1365,Minnesota Vikings,20244.0,3,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,G,0,0,0,0,0,0,0,Michael Jurgens,99.370760353823,158.12225531424906,0,72.52,60.49250166745794,36.26
1366,Minnesota Vikings,35793.0,110,106,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Brian O'Neill,98.98367124738438,151.7823179471538,0,48.4,57.7860258331637,24.2
1367,Minnesota Vikings,18266.0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Walter Rouse,99.39687003890732,158.55879241431523,0,73.76,60.52960492761065,36.88
1368,Minnesota Vikings,13685.0,11,4,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,T,0,0,0,0,0,0,0,Leroy Watson,99.4469037128396,159.39851470338922,0,70.07,60.416435361132876,35.03
1369,Minnesota Vikings,85072.0,109,108,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,1,2,0.0,42.0,241,160,60,118,1,0,5,0,2,0,2,0,0.0,0,1,0,DT,0,0,0,0,0,0,0,Jonathan Allen,98.55212601549064,144.9976201664739,0,40.99,54.94914394259257,20.5
1370,Minnesota Vikings,20568.0,2,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,DT,0,0,0,0,0,0,0,Travis Bell,99.36690865416833,158.05795379766147,0,69.82,60.40656680678598,34.91
1371,Minnesota Vikings,14201.0,40,9,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,54,37,7,7,0,0,0,0,1,0,0,0,0.0,0,0,0,DE,0,0,0,0,0,0,0,Jonathan Harris,99.42221713985418,158.98367133250073,0,53.68,59.14874009655359,26.84
1372,Minnesota Vikings,41327.0,96,62,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,8.0,148,166,15,30,0,0,10,0,5,0,1,0,0.0,0,0,0,NT,0,0,0,0,0,0,0,Harrison Phillips,98.99258014345736,151.9254901583454,0,42.21,55.751869883185456,21.1
1373,Minnesota Vikings,38594.0,13,2,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,10,8,6,1,0,0,2,0,0,0,0,0,0.0,0,0,0,DL,0,0,0,0,0,0,0,Jalen Redmond,99.12961440244553,154.14387298437117,0,63.97,60.13645317246281,31.98
1374,Minnesota Vikings,35806.0,2,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,DL,0,0,0,0,0,0,0,Levi Drake Rodriguez,99.17029263211592,154.80826631126683,0,68.65,60.35975125479163,34.33
1375,Minnesota Vikings,8256.0,7,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,DL,0,0,0,0,0,0,0,Taki Taimani,99.5245238924989,160.70956857125054,0,79.37,60.62930685263784,39.68
1376,Minnesota Vikings,23334.0,46,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,17,13,0,0,0,0,0,0,1,0,2,0,0.0,0,12,0,LB,0,0,0,0,0,0,0,Brian Asamoah,99.3136829111776,157.1719172768164,0,55.49,59.41762945613895,27.74
1377,Minnesota Vikings,99490.0,58,35,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,10.0,177,116,24,24,1,0,16,0,4,0,0,0,0.0,0,18,0,LB,0,0,0,0,0,0,0,Blake Cashman,98.28722865507034,140.97566009085196,0,43.18,56.20310673844133,21.59
1378,Minnesota Vikings,81839.0,65,49,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,35.0,119,60,50,63,1,1,11,0,1,0,7,0,0.0,0,39,0,LB,0,0,0,0,0,0,0,Jonathan Greenard,98.57462319390842,145.34413055861523,0,41.5,55.25855778978788,20.75
1379,Minnesota Vikings,14834.0,2,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,OLB,0,0,0,0,0,0,0,Gabriel Murphy,99.44094416619076,159.29827422708766,0,64.51,60.17058831392854,32.26
1380,Minnesota Vikings,73311.0,28,21,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,5.5,99,75,9,16,2,0,3,0,2,1,1,0,0.0,0,48,0,LB,0,0,0,0,0,0,0,Ivan Pace,98.6426948689077,146.39735777502352,0,50.02,58.24705668556858,25.01
1381,Minnesota Vikings,9518.0,14,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,5,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,OLB,0,0,0,0,0,0,0,Bo Richter,99.49827672944014,160.26509816804506,0,61.01,59.94622355969702,30.5
1382,Minnesota Vikings,182403.0,16,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,3.0,12,8,3,5,1,0,1,0,0,0,0,0,0.0,0,4,0,OLB,0,0,0,0,0,0,0,Dallas Turner,97.2759222631008,126.56437127711932,0,47.05,57.430631405152205,23.52
1383,Minnesota Vikings,245977.0,90,59,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,30,0.0,28.5,206,123,49,76,4,3,27,0,3,1,5,0,0.0,0,236,0,LOLB,0,0,0,0,0,0,0,Andrew Van Ginkel,96.52276185351629,116.73987640991108,0,38.95,52.80229266062776,19.48
1384,Minnesota Vikings,27170.0,15,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,34,7,3,0,1,0,8,0,1,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Mekhi Blackmon,99.2687591129054,156.4277425421737,0,66.35,60.262104408409094,33.17
1385,Minnesota Vikings,5754.0,10,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,7,1,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Kahlef Hailassie,99.55472621152298,161.22246136099028,0,82.71,60.682247793613996,41.36
1386,Minnesota Vikings,12163.0,43,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,29,18,0,1,2,0,4,0,1,0,0,0,0.0,0,3,0,S,0,0,0,0,0,0,0,Theo Jackson,99.46011233426776,159.62089875975815,0,56.4,59.51297363274914,28.2
1387,Minnesota Vikings,15970.0,5,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Dwight McGlothern,99.42550680151592,159.0388930419766,0,80.23,60.6429453133687,40.12
1388,Minnesota Vikings,38946.0,82,30,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,2.5,189,94,10,16,4,0,16,0,3,0,5,0,0.0,0,59,0,S,0,0,0,0,0,0,0,Josh Metellus,99.07943695136716,153.3280441250643,0,43.71,56.36782994565519,21.86
1389,Minnesota Vikings,76470.0,87,79,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,12,0.0,3.0,289,78,19,4,14,1,61,1,6,1,3,0,0.0,0,223,51,LCB,0,0,0,0,0,0,0,Byron Murphy,98.58680378464376,145.53206635824435,0,44.28,56.59592697062997,22.14
1390,Minnesota Vikings,181324.0,192,191,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,24,0.0,20.5,822,304,48,43,37,4,96,0,9,0,12,0,0.0,0,498,0,FS,0,0,0,0,0,0,0,Harrison Smith,97.74606783781216,133.08299940599065,0,42.15,55.733573204174995,21.08
1391,Minnesota Vikings,2876.0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,Reddy Steward,99.59606893362567,161.9270556137302,0,94.93,60.834153573493055,47.46
1392,Minnesota Vikings,35037.0,42,11,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,61,18,1,0,2,0,12,0,1,0,1,0,0.0,0,98,70,CB,0,0,0,0,0,0,0,Ambry Thomas,99.1501826010808,154.47947346097237,0,56.46,59.51546045364023,28.23
1393,Minnesota Vikings,9349.0,15,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,5,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,CB,0,0,0,0,0,0,0,NaJee Thompson,99.50013288876058,160.29649211790291,0,75.77,60.58323583237915,37.88
1394,Minnesota Vikings,14763.0,33,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,9,5,0,1,0,0,1,0,1,0,0,0,0.0,0,0,0,S,0,0,0,0,0,0,0,Jay Ward,99.42589963013876,159.0454884504834,0,57.81,59.668740542629585,28.9
1395,Minnesota Vikings,50663.0,33,3,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,6,0.0,0.0,27,10,1,0,1,0,5,1,0,0,0,0,0.0,0,0,0,DB,0,0,0,0,0,0,0,Nahshon Wright,98.9633783835907,151.4566731588116,0,55.64,59.43548539010662,27.82
1396,Minnesota Vikings,27918.0,136,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,14,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,LS,0,0,0,0,0,2,0,Andrew DePaola,99.13454595416157,154.2242756199987,0,30.3,24.66563231002388,15.15
1397,Minnesota Vikings,243605.0,13,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,24,80.0,0,0,110,126.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,K,0,0,0,0,0,0,0,Will Reichard,96.50881298440778,116.56481050520664,0,42.78,56.02043211516025,21.39
1398,Minnesota Vikings,13746.0,51,0,1,2,50.0,13,0,0,70.8,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,8947,47.6,2,0,0,P,0,0,0,0,0,0,0,Ryan Wright,99.45627367372684,159.55623971261934,0,59.01,59.77471630210135,29.5
1399,Minnesota Vikings,201117.0,53,17,0,0,0.0,0,0,0,0.0,1,0.0,0,502,2025,4.0,13,38.2,65,52,388,7.5,4,7.3,0,0.0,0,0,102,335.3,0.0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0,2489,76,RB,0,0,0,0,0,0,1,Cam Akers,96.63328288746224,118.13564209623664,0,24.01,20.028318430377478,12.0
1400,Minnesota Vikings,17587.0,116,53,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,6.5,132,89,28,21,0,0,8,0,0,0,2,0,0.0,0,0,0,DL,0,0,0,0,0,0,0,Jonathan Bullard,99.33380902843936,157.50639769741363,0,47.1,57.44151839158334,23.55
1401,Minnesota Vikings,97266.0,65,54,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.5,217,125,5,2,8,0,28,0,4,0,3,0,0.0,0,102,0,S,0,0,0,0,0,0,0,Camryn Bynum,98.30394373914876,141.2263095853604,0,39.63,53.77597603346018,19.82
1402,Minnesota Vikings,1836283.0,83,73,1443,2356,61.2,16383,98,68,83.9,197,35.0,10,276,972,3.5,14,11.7,0,0,0,0.0,0,0.0,0,0.0,0,0,84,1066.6,0.0,0,0,0,0,0,0,0,46,15,0,0,0,0.0,0,921,0,QB,0,0,0,0,0,0,0,Sam Darnold,74.31431836617072,4.77590778569816,0,15.13,5.428220196496192,7.56
1403,Minnesota Vikings,29451.0,120,65,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,C,0,0,0,0,0,0,0,Dan Feeney,99.1257572326907,154.0810143994682,0,46.11,57.219241829354175,23.06
1404,Minnesota Vikings,319104.0,180,173,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,12,0.0,1.0,521,96,9,1,32,2,149,0,3,0,7,0,0.0,0,496,0,RCB,0,0,1,0,0,2,1,Stephon Gilmore,96.21974046423608,112.99122282552064,0,24.46,20.590986391646645,12.23
1405,Minnesota Vikings,135857.0,106,82,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,1.0,324,83,13,3,9,0,70,0,0,0,1,0,0.0,0,56,0,LCB,0,0,0,0,0,0,0,Shaquill Griffin,97.83621302087928,134.36826952619194,0,42.37,55.83544235240847,21.18
1406,Minnesota Vikings,29370.0,132,43,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,1,4,4.0,0,0.0,0,0.0,0,0,0,0.4,6.0,248,108,28,11,5,0,11,0,2,0,4,0,0.0,0,175,0,LB,0,0,0,0,0,0,1,Kamu Grugier-Hill,99.14569824341936,154.40624570292084,0,29.23,24.19246031996254,14.62
1407,Minnesota Vikings,1010659.0,70,69,1437,2241,64.1,14582,70,47,84.3,208,24.0,9,399,2179,5.5,15,31.1,1,1,16,16.0,0,0.2,0,0.0,2,0,94,1042.8,0.0,0,0,0,0,0,0,0,50,12,0,0,0,0.0,0,2162,0,QB,0,0,0,0,0,0,0,Daniel Jones,84.89506772866507,30.40966084172771,0,21.19,13.27750902336048,10.6
